com.samsung.shealth.program.sleep_coaching.mission,6210049,1
answer,update_time,create_time,data_version,day_index,mission_id,deviceuuid,pkg_name,session_id,datauuid,is_done
null,2022-02-22 02:50:01.615,2022-02-22 02:50:01.615,1,19,SP_MSN_14,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,3d9488d4-c4ef-49ec-bdbe-93bfb4efb3ef,0,
null,2022-02-22 02:50:01.615,2022-02-22 02:50:01.615,1,20,SP_MSN_15,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,1d26b660-6851-47a6-8b20-a44818cd021c,0,
null,2022-02-22 02:50:01.616,2022-02-22 02:50:01.616,1,22,SP_MSN_04,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,dd0b8d85-13f7-4a43-8141-eab639b2238b,0,
null,2022-02-22 02:50:01.616,2022-02-22 02:50:01.616,1,24,SP_MSN_01,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,7bdcc677-b636-4985-a341-60d9b856800f,0,
null,2022-02-22 02:50:01.616,2022-02-22 02:50:01.616,1,25,SP_MSN_18,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,92c9d975-278d-4b6e-959f-edb37057a379,0,
null,2022-02-22 02:50:01.616,2022-02-22 02:50:01.616,1,27,SP_MSN_05,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,19791757-6314-4ecf-9046-5d1fc07c1c18,0,
null,2022-02-22 02:50:01.613,2022-02-22 02:50:01.613,1,1,SP_MSN_03,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,90c716e3-0129-4160-95d6-333ac65a1a1e,0,
null,2022-02-22 02:50:01.613,2022-02-22 02:50:01.613,1,7,SP_MSN_01,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,d768ddbb-303e-46a7-95e7-9602baff26de,0,
null,2022-02-22 02:50:01.614,2022-02-22 02:50:01.614,1,8,SP_MSN_09,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,bb76a6ce-5dcf-4752-b8a1-fbaa908aa6de,0,
null,2022-02-22 02:50:01.614,2022-02-22 02:50:01.614,1,10,SP_MSN_09,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,8089afea-c444-44f0-882d-e422ee0ae5d3,0,
null,2022-02-22 02:50:01.614,2022-02-22 02:50:01.614,1,12,SP_MSN_01,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,680c3d0d-3dd2-41c3-82da-cd3b41272fa3,0,
null,2022-02-22 02:50:01.614,2022-02-22 02:50:01.614,1,13,SP_MSN_17,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,43d9fb4d-1911-429f-bc6d-0accae31a662,0,
null,2022-02-22 02:50:01.614,2022-02-22 02:50:01.614,1,14,SP_MSN_02,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,9c3beaf6-e1e5-4723-8bb7-3c6e9c6aa93d,0,
null,2022-02-22 02:50:01.615,2022-02-22 02:50:01.615,1,16,SP_MSN_11,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,bad0034d-bd2e-44ad-a041-466db9ddb08a,0,
null,2022-02-22 02:50:01.615,2022-02-22 02:50:01.615,1,17,SP_MSN_13,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,0b720aae-ea4d-426e-b28b-24e375bf90f5,0,
null,2022-02-22 02:50:01.615,2022-02-22 02:50:01.615,1,18,SP_MSN_14,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,b148b49d-783a-42f9-b4fe-b0b2f10f25bb,0,
null,2022-02-22 02:50:01.615,2022-02-22 02:50:01.615,1,19,SP_MSN_18,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,f432e8fa-9ce2-4315-9c66-7a6d4204fb6f,0,
null,2022-02-22 02:50:01.615,2022-02-22 02:50:01.615,1,21,SP_MSN_01,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,a5a7d90e-1b0f-4d71-a2df-e5141df5955c,0,
null,2022-02-22 02:50:01.616,2022-02-22 02:50:01.616,1,22,SP_MSN_05,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,8b7afc86-0940-409f-ac41-afb21219b7ee,0,
null,2022-02-22 02:50:01.616,2022-02-22 02:50:01.616,1,24,SP_MSN_04,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,a3027acf-4ffa-471e-a4f6-300b183a459c,0,
null,2022-02-22 02:50:01.616,2022-02-22 02:50:01.616,1,26,SP_MSN_01,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,0685140f-3e12-4418-973a-30fa79d89fd7,0,
null,2022-02-22 02:50:01.613,2022-02-22 02:50:01.613,1,2,SP_MSN_03,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,f0bdf92b-bcbf-4432-a7b4-edd601466974,0,
null,2022-02-22 02:50:01.613,2022-02-22 02:50:01.613,1,7,SP_MSN_09,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,e66c6f02-b537-41cf-8db1-93536ce67ffe,0,
null,2022-02-22 02:50:01.614,2022-02-22 02:50:01.614,1,8,SP_MSN_10,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,19f36df5-a5d8-46c0-bbd2-d68a8e575673,0,
null,2022-02-22 02:50:01.614,2022-02-22 02:50:01.614,1,10,SP_MSN_10,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,f639e189-bafc-4460-aee8-b805e484983c,0,
null,2022-02-22 02:50:01.614,2022-02-22 02:50:01.614,1,12,SP_MSN_09,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,ae0c9238-170d-48cc-9e41-e3e998b830d4,0,
null,2022-02-22 02:50:01.614,2022-02-22 02:50:01.614,1,13,SP_MSN_18,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,c42278a1-c766-411d-8fbe-5ad921e03848,0,
null,2022-02-22 02:50:01.615,2022-02-22 02:50:01.615,1,15,SP_MSN_01,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,a7e54a3d-052f-4ec0-98bc-368853597120,0,
null,2022-02-22 02:50:01.615,2022-02-22 02:50:01.615,1,16,SP_MSN_13,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,c82e7d72-b4f5-41d9-8dfc-620b2c8c2d0f,0,
null,2022-02-22 02:50:01.615,2022-02-22 02:50:01.615,1,17,SP_MSN_14,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,8d160d81-fe89-4e7d-bb91-d33cbb9e8158,0,
null,2022-02-22 02:50:01.615,2022-02-22 02:50:01.615,1,19,SP_MSN_01,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,13d7419d-037a-4a15-b22b-852a4cf845ce,0,
null,2022-02-22 02:50:01.615,2022-02-22 02:50:01.615,1,20,SP_MSN_01,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,2e254cd8-67b4-4b1f-b520-c069fb914d1a,0,
null,2022-02-22 02:50:01.616,2022-02-22 02:50:01.616,1,21,SP_MSN_04,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,b861c65c-dec1-4553-9d01-f7de4a7c8b9e,0,
null,2022-02-22 02:50:01.616,2022-02-22 02:50:01.616,1,22,SP_MSN_18,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,500cffb5-785b-4fc4-b96c-d93345b86ebb,0,
null,2022-02-22 02:50:01.616,2022-02-22 02:50:01.616,1,24,SP_MSN_05,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,a73c0c83-82ba-447d-b193-6c2e1dad52f7,0,
null,2022-02-22 02:50:01.616,2022-02-22 02:50:01.616,1,26,SP_MSN_04,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,80ad381d-d254-4359-a28e-c332253b312b,0,
null,2022-02-22 02:50:01.613,2022-02-22 02:50:01.613,1,3,SP_MSN_03,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,00ad18ef-607b-4ff7-a413-6c37037a10e5,0,
null,2022-02-22 02:50:01.614,2022-02-22 02:50:01.614,1,7,SP_MSN_10,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,330795fc-df64-437f-b1cd-189f20a82fed,0,
null,2022-02-22 02:50:01.614,2022-02-22 02:50:01.614,1,9,SP_MSN_01,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,280df0f6-70cd-4d48-9844-c3ba6db08c0d,0,
null,2022-02-22 02:50:01.614,2022-02-22 02:50:01.614,1,10,SP_MSN_18,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,d53bb498-17a0-4e39-ba81-47c9c7dc2efb,0,
null,2022-02-22 02:50:01.614,2022-02-22 02:50:01.614,1,12,SP_MSN_10,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,0398d361-dcd8-4294-ba9c-1c2bcc252d00,0,
null,2022-02-22 02:50:01.614,2022-02-22 02:50:01.614,1,14,SP_MSN_01,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,854d2a71-279a-4887-919f-5c671096f6ab,0,
null,2022-02-22 02:50:01.615,2022-02-22 02:50:01.615,1,15,SP_MSN_11,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,eae71d19-fe7f-4fcc-adbe-f306df4bdf4f,0,
null,2022-02-22 02:50:01.615,2022-02-22 02:50:01.615,1,16,SP_MSN_14,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,a84a9961-854d-4475-8dc8-5761f823e820,0,
null,2022-02-22 02:50:01.615,2022-02-22 02:50:01.615,1,18,SP_MSN_01,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,7324199a-56bf-4a16-9fd2-8d22993a36ad,0,
null,2022-02-22 02:50:01.615,2022-02-22 02:50:01.615,1,19,SP_MSN_11,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,dc98576e-e7b3-4c9a-9e77-7620c1dc87b9,0,
null,2022-02-22 02:50:01.615,2022-02-22 02:50:01.615,1,20,SP_MSN_11,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,7138340c-0d5c-407c-8cb6-b12d8004480c,0,
null,2022-02-22 02:50:01.616,2022-02-22 02:50:01.616,1,21,SP_MSN_05,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,db975fc4-21e3-4dc5-97a8-47dcde985f76,0,
null,2022-02-22 02:50:01.616,2022-02-22 02:50:01.616,1,23,SP_MSN_01,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,749442bd-d235-4031-8109-719598f3ab30,0,
null,2022-02-22 02:50:01.616,2022-02-22 02:50:01.616,1,25,SP_MSN_01,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,b66c9344-ddd9-4759-a35a-53ac893b8a29,0,
null,2022-02-22 02:50:01.616,2022-02-22 02:50:01.616,1,26,SP_MSN_05,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,182cab3a-4b49-40ae-b645-7509d33825d5,0,
null,2022-02-22 02:50:01.613,2022-02-22 02:50:01.613,1,4,SP_MSN_03,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,9f91d9d2-d9b5-4f61-bf73-2f407effa924,0,
null,2022-02-22 02:50:01.614,2022-02-22 02:50:01.614,1,7,SP_MSN_18,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,e79f2287-fde0-4750-8ec8-71fb48242b4b,0,
null,2022-02-22 02:50:01.613,2022-02-22 02:50:01.613,1,5,SP_MSN_03,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,703214e8-2882-49df-ade8-1dd96a0bfe89,0,
null,2022-02-22 02:50:01.614,2022-02-22 02:50:01.614,1,7,SP_MSN_02,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,89131400-16ea-459e-8c82-1f7540f6410f,0,
null,2022-02-22 02:50:01.614,2022-02-22 02:50:01.614,1,9,SP_MSN_09,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,ffa88707-ceb3-483e-afb8-f0f5d298c694,0,
null,2022-02-22 02:50:01.614,2022-02-22 02:50:01.614,1,9,SP_MSN_10,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,e8a51122-790b-4c22-834c-a02e320a274f,0,
null,2022-02-22 02:50:01.614,2022-02-22 02:50:01.614,1,11,SP_MSN_09,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,9bc2a31b-4fc9-49fd-94e7-53ab4d065ac4,0,
null,2022-02-22 02:50:01.614,2022-02-22 02:50:01.614,1,13,SP_MSN_09,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,855dfe2a-304c-4f57-ad8f-c30aafe07635,0,
null,2022-02-22 02:50:01.614,2022-02-22 02:50:01.614,1,14,SP_MSN_13,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,3d7c714e-a78c-4849-b218-c4fa006b531e,0,
null,2022-02-22 02:50:01.614,2022-02-22 02:50:01.614,1,11,SP_MSN_01,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,01a157bf-d690-4efe-b400-d1094389bdf3,0,
null,2022-02-22 02:50:01.615,2022-02-22 02:50:01.615,1,15,SP_MSN_14,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,40646e83-a2f1-4926-8c21-2cb62d04c626,0,
null,2022-02-22 02:50:01.615,2022-02-22 02:50:01.615,1,17,SP_MSN_01,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,5c799476-202f-4e60-a7d3-36134e990da6,0,
null,2022-02-22 02:50:01.615,2022-02-22 02:50:01.615,1,18,SP_MSN_12,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,d02b0b00-ba90-4c97-a6f2-c95b1d197a8e,0,
null,2022-02-22 02:50:01.614,2022-02-22 02:50:01.614,1,13,SP_MSN_01,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,ff93c1bc-561b-437d-9c0c-805e9d1f6804,0,
null,2022-02-22 02:50:01.615,2022-02-22 02:50:01.615,1,19,SP_MSN_13,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,35f61df1-53bb-499a-8bd7-f976e9688b18,0,
null,2022-02-22 02:50:01.615,2022-02-22 02:50:01.615,1,20,SP_MSN_14,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,e87ebb27-4c68-4de2-8d73-29436d94faa9,0,
null,2022-02-22 02:50:01.616,2022-02-22 02:50:01.616,1,22,SP_MSN_01,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,ad65f30c-adf1-4a47-a06e-9463ca7fc1cf,0,
null,2022-02-22 02:50:01.614,2022-02-22 02:50:01.614,1,14,SP_MSN_11,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,986321b7-6aa0-4d6e-b9bb-85d76410e2bf,0,
null,2022-02-22 02:50:01.616,2022-02-22 02:50:01.616,1,23,SP_MSN_05,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,9f627b8f-a802-4f98-8969-ca043d4e5748,0,
null,2022-02-22 02:50:01.616,2022-02-22 02:50:01.616,1,25,SP_MSN_05,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,2c2e5493-d481-483e-982c-7afc448efe32,0,
null,2022-02-22 02:50:01.616,2022-02-22 02:50:01.616,1,27,SP_MSN_04,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,a93fbc4b-a079-4c82-8e54-f21f0668a6a4,0,
null,2022-02-22 02:50:01.615,2022-02-22 02:50:01.615,1,15,SP_MSN_13,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,0373faa7-81d2-487e-aa0b-e6bc1676f729,0,
null,2022-02-22 02:50:01.615,2022-02-22 02:50:01.615,1,16,SP_MSN_18,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,c5037dcf-1fa4-464f-945c-e55dad22a21b,0,
null,2022-02-22 02:50:01.615,2022-02-22 02:50:01.615,1,18,SP_MSN_11,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,3d567d89-43f2-4b4e-bf2e-880e6b44c5ab,0,
null,2022-02-22 02:50:01.615,2022-02-22 02:50:01.615,1,19,SP_MSN_12,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,05970cdc-e356-4bb5-a334-d65f2bc92086,0,
null,2022-02-22 02:50:01.615,2022-02-22 02:50:01.615,1,20,SP_MSN_13,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,aed599d9-b003-459e-b30b-a3f2ee109db1,0,
null,2022-02-22 02:50:01.616,2022-02-22 02:50:01.616,1,21,SP_MSN_02,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,5d3e5e76-2f26-4320-8c38-e0f7dc8c3af7,0,
null,2022-02-22 02:50:01.616,2022-02-22 02:50:01.616,1,23,SP_MSN_04,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,7b59a570-23af-49fb-959c-38f3b460f8b5,0,
null,2022-02-22 02:50:01.616,2022-02-22 02:50:01.616,1,25,SP_MSN_04,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,b34f569d-9a05-49a9-abde-4d2631714429,0,
null,2022-02-22 02:50:01.616,2022-02-22 02:50:01.616,1,27,SP_MSN_01,Nz95nEBsYs,com.sec.android.app.shealth,9929df80-646f-42b2-b987-8d313fa76465,b60ccf97-8b46-49ba-b86e-7c5712e67119,0,
