com.samsung.shealth.activity_level,6210049,1
activity_level,start_time,update_time,create_time,time_offset,deviceuuid,pkg_name,datauuid
180003,2020-11-06 06:46:20.012,2020-11-06 06:46:20.012,2020-11-06 06:46:20.017,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,ca14ff97-73b8-42cf-90aa-715bc3c4fd66,
