com.samsung.shealth.stress,6210049,7
start_time,custom,binning_data,tag_id,update_time,create_time,max,min,score,algorithm,time_offset,deviceuuid,comment,pkg_name,end_time,datauuid
2020-12-01 12:00:00.000,,e4150200-2d8e-fd12-08c2-ab63ab08e2d7.binning_data.json,10011,2020-12-01 13:07:40.398,2020-12-01 12:24:31.736,97.0,1.0,44.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-01 12:59:59.999,e4150200-2d8e-fd12-08c2-ab63ab08e2d7,
2020-11-20 01:00:00.000,,a921c725-6d47-0ece-caeb-ecfbb7568cac.binning_data.json,10011,2020-11-20 02:02:02.057,2020-11-20 01:06:50.600,100.0,0.0,52.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-20 01:59:59.999,a921c725-6d47-0ece-caeb-ecfbb7568cac,
2020-11-27 18:00:00.000,,6e629baa-973b-36d0-ea08-ef0c8cdd965b.binning_data.json,10011,2020-11-27 19:09:38.405,2020-11-27 19:09:38.405,7.0,5.0,5.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-27 18:59:59.999,6e629baa-973b-36d0-ea08-ef0c8cdd965b,
2021-01-02 02:00:00.000,,2b668ee5-a54d-f3bd-3877-e561701bb769.binning_data.json,10011,2021-01-02 03:01:26.469,2021-01-02 02:50:09.670,31.0,10.0,21.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-01-02 02:59:59.999,2b668ee5-a54d-f3bd-3877-e561701bb769,
2020-12-02 00:00:00.000,,66f26014-ad46-7f96-66d0-80870e5c1046.binning_data.json,10011,2020-12-02 01:01:34.544,2020-12-02 00:26:38.164,66.0,6.0,20.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-02 00:59:59.999,66f26014-ad46-7f96-66d0-80870e5c1046,
2020-11-19 08:00:00.000,,4a00945e-ee4b-7b31-3b1c-e25a0d1c4958.binning_data.json,10011,2020-11-19 09:02:53.806,2020-11-19 08:34:53.994,100.0,0.0,53.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-19 08:59:59.999,4a00945e-ee4b-7b31-3b1c-e25a0d1c4958,
2020-11-20 07:00:00.000,,e81f718d-9f25-5499-1589-07b704f64d30.binning_data.json,10011,2020-11-20 08:02:17.020,2020-11-20 08:02:17.020,92.0,0.0,53.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-20 07:59:59.999,e81f718d-9f25-5499-1589-07b704f64d30,
2020-12-02 06:00:00.000,,773bdd00-8e53-15d2-8871-d9b533aeed65.binning_data.json,10011,2020-12-02 07:00:46.155,2020-12-02 07:00:46.155,99.0,1.0,67.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-02 06:59:59.999,773bdd00-8e53-15d2-8871-d9b533aeed65,
2020-11-28 09:00:00.000,,6a93db0f-cd69-da67-165a-51cc05bcb4bb.binning_data.json,10011,2020-11-29 12:29:17.550,2020-11-28 09:04:17.929,100.0,1.0,76.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-28 09:59:59.999,6a93db0f-cd69-da67-165a-51cc05bcb4bb,
2021-01-02 03:00:00.000,,0c710135-f78d-7564-9f28-e684f83afae0.binning_data.json,10011,2021-01-02 04:00:05.826,2021-01-02 03:19:22.512,100.0,14.0,74.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-01-02 03:59:59.999,0c710135-f78d-7564-9f28-e684f83afae0,
2020-11-05 02:00:00.000,,44f890ca-556f-077b-c803-f158652c986b.binning_data.json,10011,2020-11-05 03:10:15.366,2020-11-05 02:18:07.465,56.0,0.0,7.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-05 02:59:59.999,44f890ca-556f-077b-c803-f158652c986b,
2020-11-21 01:00:00.000,,34692f83-11b5-dd78-90ba-bb879bc5fcf8.binning_data.json,10011,2020-11-21 05:39:22.438,2020-11-21 05:39:22.438,100.0,100.0,100.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-21 01:59:59.999,34692f83-11b5-dd78-90ba-bb879bc5fcf8,
2020-12-02 12:00:00.000,,9233199b-a40a-1135-ddfc-29c5c27477d3.binning_data.json,10011,2020-12-02 13:09:47.445,2020-12-02 12:20:32.465,100.0,0.0,71.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-02 12:59:59.999,9233199b-a40a-1135-ddfc-29c5c27477d3,
2020-11-19 14:00:00.000,,c9f84f0f-b585-9920-5aab-bce1c6b669e2.binning_data.json,10011,2020-11-19 15:00:05.675,2020-11-19 14:55:00.646,100.0,0.0,68.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-19 14:59:59.999,c9f84f0f-b585-9920-5aab-bce1c6b669e2,
2021-01-02 04:00:00.000,,663c6074-7bb7-5bd6-0b27-b7410212b245.binning_data.json,10011,2021-01-02 05:01:06.051,2021-01-02 04:26:11.356,100.0,3.0,72.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-01-02 04:59:59.999,663c6074-7bb7-5bd6-0b27-b7410212b245,
2020-11-21 10:00:00.000,,86c3c09d-643c-16a3-3aad-828b6775623a.binning_data.json,10011,2020-11-21 11:00:52.993,2020-11-21 10:02:26.386,100.0,0.0,65.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-21 10:59:59.999,86c3c09d-643c-16a3-3aad-828b6775623a,
2020-11-30 00:00:00.000,,e99e59b3-829b-68c6-37c5-198941056f70.binning_data.json,10011,2020-11-30 01:02:47.897,2020-11-30 00:14:45.455,99.0,0.0,67.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-30 00:59:59.999,e99e59b3-829b-68c6-37c5-198941056f70,
2020-11-05 08:00:00.000,,3366a045-1c0b-87de-ca28-3091836b45d4.binning_data.json,10011,2020-11-05 09:09:49.401,2020-11-05 08:21:45.352,100.0,3.0,49.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-05 08:59:59.999,3366a045-1c0b-87de-ca28-3091836b45d4,
2020-12-04 00:00:00.000,,5c5cb42c-76e2-2e89-a674-c3bca63d5e94.binning_data.json,10011,2020-12-04 01:00:11.167,2020-12-04 01:00:11.167,100.0,8.0,79.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-04 00:59:59.999,5c5cb42c-76e2-2e89-a674-c3bca63d5e94,
2020-11-20 02:00:00.000,,e07b6430-0f7e-86cc-7b15-2ef365aa0b27.binning_data.json,10011,2020-11-20 03:05:20.476,2020-11-20 02:37:47.337,100.0,0.0,72.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-20 02:59:59.999,e07b6430-0f7e-86cc-7b15-2ef365aa0b27,
2020-11-21 16:00:00.000,,d42bcb2f-b36f-aaa2-4fea-0f7b290383b3.binning_data.json,10011,2020-11-21 17:07:33.350,2020-11-21 17:07:33.350,100.0,15.0,78.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-21 16:59:59.999,d42bcb2f-b36f-aaa2-4fea-0f7b290383b3,
2020-11-05 14:00:00.000,,c952eff8-57a0-a161-f322-52a45d2515aa.binning_data.json,10011,2020-11-05 15:09:05.441,2020-11-05 15:09:05.441,100.0,0.0,34.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-05 14:59:59.999,c952eff8-57a0-a161-f322-52a45d2515aa,
2020-11-30 06:00:00.000,,34c5322b-a1a1-ad74-0080-aa82a8cda3f0.binning_data.json,10011,2020-11-30 07:00:28.889,2020-11-30 07:00:28.889,100.0,11.0,83.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-30 06:59:59.999,34c5322b-a1a1-ad74-0080-aa82a8cda3f0,
2021-01-02 05:00:00.000,,5c3dd62b-1dd7-4b37-8228-e01181110227.binning_data.json,10011,2021-01-02 06:03:51.709,2021-01-02 05:20:22.552,100.0,0.0,72.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-01-02 05:59:59.999,5c3dd62b-1dd7-4b37-8228-e01181110227,
2020-11-22 03:00:00.000,,ca3dee18-87d3-236c-3d70-4aaa5ac04496.binning_data.json,10011,2020-11-22 07:15:13.470,2020-11-22 03:12:13.624,100.0,0.0,51.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-22 03:59:59.999,ca3dee18-87d3-236c-3d70-4aaa5ac04496,
2020-12-04 06:00:00.000,,b9a4530c-e921-be0c-6fef-6e9ecec049ac.binning_data.json,10011,2020-12-04 07:01:16.977,2020-12-04 06:21:46.421,99.0,30.0,81.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-04 06:59:59.999,b9a4530c-e921-be0c-6fef-6e9ecec049ac,
2020-11-06 03:00:00.000,,09eb6204-34e1-af33-c1ae-89e8d0870293.binning_data.json,10011,2020-11-06 04:01:36.527,2020-11-06 03:52:50.532,100.0,5.0,73.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-06 03:59:59.999,09eb6204-34e1-af33-c1ae-89e8d0870293,
2020-11-30 12:00:00.000,,dadc3990-5f40-b782-d673-5b001818b60b.binning_data.json,10011,2020-11-30 13:07:26.545,2020-11-30 12:27:24.715,100.0,99.0,99.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-30 12:59:59.999,dadc3990-5f40-b782-d673-5b001818b60b,
2020-11-22 23:00:00.000,,037023e3-48a0-e9b9-1737-8165905fd48a.binning_data.json,10011,2020-11-23 00:02:06.473,2020-11-22 23:32:05.853,100.0,0.0,83.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-22 23:59:59.999,037023e3-48a0-e9b9-1737-8165905fd48a,
2021-01-02 06:00:00.000,,b9dc13d6-922d-8adc-a299-da4f064d3506.binning_data.json,10011,2021-01-02 07:05:15.947,2021-01-02 06:31:52.924,100.0,7.0,78.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-01-02 06:59:59.999,b9dc13d6-922d-8adc-a299-da4f064d3506,
2020-11-20 08:00:00.000,,58a79efa-e323-fe58-884b-a3cc7309aa6c.binning_data.json,10011,2020-11-20 09:00:38.929,2020-11-20 09:00:38.929,99.0,0.0,49.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-20 08:59:59.999,58a79efa-e323-fe58-884b-a3cc7309aa6c,
2020-12-04 14:00:00.000,,a974e548-aed1-8a26-6e76-b0f849b0e28f.binning_data.json,10011,2020-12-04 15:07:54.749,2020-12-04 14:35:01.504,100.0,3.0,66.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-04 14:59:59.999,a974e548-aed1-8a26-6e76-b0f849b0e28f,
2020-12-01 01:00:00.000,,63cdb4ed-5e1c-204d-3b37-8773d4ab7bbf.binning_data.json,10011,2020-12-01 02:07:19.643,2020-12-01 01:30:23.882,100.0,97.0,99.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-01 01:59:59.999,63cdb4ed-5e1c-204d-3b37-8773d4ab7bbf,
2020-11-23 05:00:00.000,,f401d0c0-2061-2b12-6e52-30b5350b5296.binning_data.json,10011,2020-11-23 06:07:19.396,2020-11-23 05:34:15.442,100.0,3.0,72.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-23 05:59:59.999,f401d0c0-2061-2b12-6e52-30b5350b5296,
2020-11-06 09:00:00.000,,01f7983e-a94f-0b86-16f0-4bd638e3d434.binning_data.json,10011,2020-11-06 10:03:28.846,2020-11-06 09:17:11.930,99.0,5.0,48.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-06 09:59:59.999,01f7983e-a94f-0b86-16f0-4bd638e3d434,
2021-01-02 07:00:00.000,,8a88da36-6687-2a4f-5ef1-2a36e2808672.binning_data.json,10011,2021-01-02 08:02:17.218,2021-01-02 07:52:48.655,100.0,9.0,96.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-01-02 07:59:59.999,8a88da36-6687-2a4f-5ef1-2a36e2808672,
2020-11-21 05:00:00.000,,2ba67f2c-402e-859a-b742-72122b6adc49.binning_data.json,10011,2020-11-21 06:00:44.050,2020-11-21 05:39:22.487,100.0,11.0,51.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-21 05:59:59.999,2ba67f2c-402e-859a-b742-72122b6adc49,
2020-11-23 11:00:00.000,,3ae238fa-66ee-f896-e8db-3c5c35402198.binning_data.json,10011,2020-11-23 12:07:56.556,2020-11-23 11:03:59.312,100.0,9.0,91.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-23 11:59:59.999,3ae238fa-66ee-f896-e8db-3c5c35402198,
2020-12-05 04:00:00.000,,ace33702-7359-ab84-6f3e-72ff0e2ee2bb.binning_data.json,10011,2020-12-05 05:04:55.044,2020-12-05 04:05:17.665,100.0,3.0,35.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-05 04:59:59.999,ace33702-7359-ab84-6f3e-72ff0e2ee2bb,
2021-01-02 08:00:00.000,,bebf66c3-9988-88a0-5395-37006faae4bc.binning_data.json,10011,2021-01-02 09:05:30.440,2021-01-02 08:22:32.655,100.0,1.0,62.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-01-02 08:59:59.999,bebf66c3-9988-88a0-5395-37006faae4bc,
2020-11-06 15:00:00.000,,90e5c5ad-fa9e-f8ba-6544-a830938eb6e2.binning_data.json,10011,2020-11-06 16:01:19.482,2020-11-06 15:35:00.517,90.0,0.0,10.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-06 15:59:59.999,90e5c5ad-fa9e-f8ba-6544-a830938eb6e2,
2020-11-24 00:00:00.000,,8c441a4b-92f8-3960-5868-5c3c106a6178.binning_data.json,10011,2020-11-24 01:01:39.344,2020-11-24 00:15:01.546,100.0,2.0,55.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-24 00:59:59.999,8c441a4b-92f8-3960-5868-5c3c106a6178,
2020-12-05 10:00:00.000,,29ad84f7-adfd-42c7-aa0e-5a91f7a49d36.binning_data.json,10011,2020-12-05 11:00:15.899,2020-12-05 10:40:11.036,100.0,0.0,65.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-05 10:59:59.999,29ad84f7-adfd-42c7-aa0e-5a91f7a49d36,
2021-01-02 09:00:00.000,,528edecc-229c-434d-be1e-6e8b1fc1aa4f.binning_data.json,10011,2021-01-02 10:06:23.676,2021-01-02 09:15:01.749,100.0,1.0,67.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-01-02 09:59:59.999,528edecc-229c-434d-be1e-6e8b1fc1aa4f,
2020-12-01 07:00:00.000,,a71bed8e-181e-0486-7e22-3951e5e17d18.binning_data.json,10011,2020-12-01 08:00:41.482,2020-12-01 07:09:06.891,100.0,66.0,94.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-01 07:59:59.999,a71bed8e-181e-0486-7e22-3951e5e17d18,
2020-11-24 06:00:00.000,,71cbd3a6-2a03-877e-f054-0563b9541a78.binning_data.json,10011,2020-11-24 07:11:00.542,2020-11-24 06:05:26.695,100.0,3.0,67.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-24 06:59:59.999,71cbd3a6-2a03-877e-f054-0563b9541a78,
2020-11-21 11:00:00.000,,987396cc-40a2-bb5f-5bc6-bf446986e30e.binning_data.json,10011,2020-11-21 12:01:45.607,2020-11-21 11:13:30.520,100.0,16.0,89.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-21 11:59:59.999,987396cc-40a2-bb5f-5bc6-bf446986e30e,
2020-11-07 05:00:00.000,,1615fbc6-d817-8c3c-84a2-3c250cdbf6ae.binning_data.json,10011,2020-11-07 06:02:21.939,2020-11-07 05:38:12.411,94.0,0.0,16.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-07 05:59:59.999,1615fbc6-d817-8c3c-84a2-3c250cdbf6ae,
2020-11-21 22:00:00.000,,77fcdc43-8455-8a29-38b4-70fc69da85bb.binning_data.json,10011,2020-11-21 23:00:53.104,2020-11-21 22:39:46.653,44.0,0.0,20.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-21 22:59:59.999,77fcdc43-8455-8a29-38b4-70fc69da85bb,
2020-12-06 16:00:00.000,,9beb4127-8c31-29d4-0ac6-320eea6141c6.binning_data.json,10011,2020-12-06 21:25:48.306,2020-12-06 16:43:59.760,79.0,62.0,72.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-06 16:59:59.999,9beb4127-8c31-29d4-0ac6-320eea6141c6,
2021-01-02 10:00:00.000,,b4e42ea7-6f73-52c8-b92a-4438a1596e40.binning_data.json,10011,2021-01-02 11:01:21.468,2021-01-02 10:29:21.893,89.0,81.0,85.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-01-02 10:59:59.999,b4e42ea7-6f73-52c8-b92a-4438a1596e40,
2020-12-01 13:00:00.000,,38cedfad-796d-0ad3-c8a2-a26066ac1185.binning_data.json,10011,2020-12-01 14:16:16.576,2020-12-01 13:15:00.643,100.0,9.0,76.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-01 13:59:59.999,38cedfad-796d-0ad3-c8a2-a26066ac1185,
2020-11-24 12:00:00.000,,27b5fde2-1d2c-a32b-75a7-83205cfe3e3f.binning_data.json,10011,2020-11-24 13:02:42.821,2020-11-24 12:35:00.688,100.0,1.0,60.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-24 12:59:59.999,27b5fde2-1d2c-a32b-75a7-83205cfe3e3f,
2020-11-22 07:00:00.000,,65f7b9de-498e-225c-425a-5bdae77f580c.binning_data.json,10011,2020-11-22 08:01:41.977,2020-11-22 07:15:13.481,100.0,10.0,67.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-22 07:59:59.999,65f7b9de-498e-225c-425a-5bdae77f580c,
2020-12-07 03:00:00.000,,78c3abe8-df4e-afe6-ab9f-20d9829d90da.binning_data.json,10011,2020-12-07 04:04:16.159,2020-12-07 03:27:43.485,98.0,61.0,80.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-07 03:59:59.999,78c3abe8-df4e-afe6-ab9f-20d9829d90da,
2020-11-07 11:00:00.000,,f3e22ced-2a26-4889-95a0-d99897ee992c.binning_data.json,10011,2020-11-07 12:02:22.168,2020-11-07 11:15:01.468,99.0,1.0,48.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-07 11:59:59.999,f3e22ced-2a26-4889-95a0-d99897ee992c,
2021-01-02 11:00:00.000,,78d1dd8f-517d-f398-7d3a-b02d6d91146b.binning_data.json,10011,2021-01-02 12:33:55.569,2021-01-02 11:10:47.932,74.0,40.0,53.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-01-02 11:59:59.999,78d1dd8f-517d-f398-7d3a-b02d6d91146b,
2020-11-25 01:00:00.000,,c4938b93-1300-86e2-8b72-7628ed9d4bbf.binning_data.json,10011,2020-11-25 02:00:22.828,2020-11-25 01:54:04.237,100.0,1.0,63.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-25 01:59:59.999,c4938b93-1300-86e2-8b72-7628ed9d4bbf,
2020-12-07 09:00:00.000,,fb10e190-008f-7103-7f22-8ba79fd444e0.binning_data.json,10011,2020-12-07 10:06:40.277,2020-12-07 09:46:16.578,99.0,2.0,58.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-07 09:59:59.999,fb10e190-008f-7103-7f22-8ba79fd444e0,
2020-12-02 01:00:00.000,,3aae5b26-84a6-f4d2-20bf-72d0dfd91e4f.binning_data.json,10011,2020-12-02 02:07:48.352,2020-12-02 01:13:43.319,100.0,9.0,79.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-02 01:59:59.999,3aae5b26-84a6-f4d2-20bf-72d0dfd91e4f,
2021-01-02 12:00:00.000,,a3074c2f-d783-9aef-bfc0-6a9b1b88cd6a.binning_data.json,10011,2021-01-02 13:06:36.389,2021-01-02 12:55:01.459,100.0,86.0,99.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-01-02 12:59:59.999,a3074c2f-d783-9aef-bfc0-6a9b1b88cd6a,
2020-11-07 22:00:00.000,,717a495b-0a3f-90b1-6da4-5381d8c3fb62.binning_data.json,10011,2020-11-07 23:05:32.484,2020-11-07 23:05:32.484,100.0,100.0,100.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-07 22:59:59.999,717a495b-0a3f-90b1-6da4-5381d8c3fb62,
2020-12-08 01:00:00.000,,530eb9ad-a636-0595-6126-a8722e284d92.binning_data.json,10011,2020-12-08 02:06:22.536,2020-12-08 01:14:41.484,100.0,5.0,78.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-08 01:59:59.999,530eb9ad-a636-0595-6126-a8722e284d92,
2020-11-25 07:00:00.000,,fbe4f5bd-373c-f880-71af-221539f99d33.binning_data.json,10011,2020-11-25 08:05:41.053,2020-11-25 08:05:41.053,100.0,32.0,95.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-25 07:59:59.999,fbe4f5bd-373c-f880-71af-221539f99d33,
2020-12-02 07:00:00.000,,4e6fb8b7-7c3f-de68-87b2-474c715c72fd.binning_data.json,10011,2020-12-02 08:00:09.581,2020-12-02 07:22:00.680,100.0,1.0,72.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-02 07:59:59.999,4e6fb8b7-7c3f-de68-87b2-474c715c72fd,
2020-11-23 00:00:00.000,,3f4263c5-86ec-7618-3f1d-1ef58596e679.binning_data.json,10011,2020-11-23 01:01:03.574,2020-11-23 01:01:03.574,100.0,0.0,60.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-23 00:59:59.999,3f4263c5-86ec-7618-3f1d-1ef58596e679,
2020-12-08 07:00:00.000,,28e16bff-af41-4498-77e7-01a8dabd8bb9.binning_data.json,10011,2020-12-08 08:00:55.443,2020-12-08 07:28:44.619,100.0,4.0,69.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-08 07:59:59.999,28e16bff-af41-4498-77e7-01a8dabd8bb9,
2020-12-02 13:00:00.000,,52c7750c-daac-37b9-c17d-767053c4d027.binning_data.json,10011,2020-12-02 14:41:11.435,2020-12-02 13:30:53.715,100.0,0.0,67.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-02 13:59:59.999,52c7750c-daac-37b9-c17d-767053c4d027,
2020-11-08 04:00:00.000,,6a530eed-6671-c127-f880-5360a4b71417.binning_data.json,10011,2020-11-08 05:02:44.049,2020-11-08 04:07:47.376,97.0,1.0,44.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-08 04:59:59.999,6a530eed-6671-c127-f880-5360a4b71417,
2020-11-25 13:00:00.000,,cb92ab2b-2688-6005-1322-55d2bc01eda1.binning_data.json,10011,2020-11-25 14:59:27.747,2020-11-25 13:36:09.902,100.0,13.0,56.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-25 13:59:59.999,cb92ab2b-2688-6005-1322-55d2bc01eda1,
2021-01-02 13:00:00.000,,3bf3a8ad-04fa-38a8-2a72-eda025846b83.binning_data.json,10011,2021-01-02 14:04:50.513,2021-01-02 13:11:46.976,100.0,66.0,96.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-01-02 13:59:59.999,3bf3a8ad-04fa-38a8-2a72-eda025846b83,
2020-11-23 06:00:00.000,,d132201f-8819-a154-07e1-0bebc40f8c2a.binning_data.json,10011,2020-11-23 07:05:27.497,2020-11-23 06:09:21.066,100.0,0.0,80.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-23 06:59:59.999,d132201f-8819-a154-07e1-0bebc40f8c2a,
2020-12-04 01:00:00.000,,c3cdd4a5-e77e-e177-fa37-be7b4b2213c3.binning_data.json,10011,2020-12-04 02:03:40.772,2020-12-04 02:03:40.772,100.0,4.0,79.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-04 01:59:59.999,c3cdd4a5-e77e-e177-fa37-be7b4b2213c3,
2020-12-08 13:00:00.000,,6a621716-7be7-a8d0-6b66-c04df2263331.binning_data.json,10011,2020-12-08 14:03:25.551,2020-12-08 13:08:34.529,100.0,9.0,77.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-08 13:59:59.999,6a621716-7be7-a8d0-6b66-c04df2263331,
2020-11-26 02:00:00.000,,8456110c-3ad4-791e-6bd0-1af4988da79a.binning_data.json,10011,2020-11-26 03:09:52.387,2020-11-26 02:10:00.476,100.0,5.0,59.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-26 02:59:59.999,8456110c-3ad4-791e-6bd0-1af4988da79a,
2020-11-08 10:00:00.000,,b5d6fedd-3c38-144f-e756-152bb38b7d27.binning_data.json,10011,2020-11-08 11:04:32.874,2020-11-08 10:25:19.683,99.0,2.0,47.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-08 10:59:59.999,b5d6fedd-3c38-144f-e756-152bb38b7d27,
2021-01-02 14:00:00.000,,bfeec7c8-3663-7cda-3166-928ba8e6717c.binning_data.json,10011,2021-01-02 15:00:21.405,2021-01-02 14:12:47.552,97.0,2.0,56.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-01-02 14:59:59.999,bfeec7c8-3663-7cda-3166-928ba8e6717c,
2020-11-23 12:00:00.000,,3d5100bc-14b7-024c-b9e7-791e3f980a76.binning_data.json,10011,2020-11-23 13:02:30.465,2020-11-23 12:07:57.141,100.0,1.0,87.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-23 12:59:59.999,3d5100bc-14b7-024c-b9e7-791e3f980a76,
2020-12-09 03:00:00.000,,8e795c46-b9a2-136a-74c7-a52ec8f70ea9.binning_data.json,10011,2020-12-09 04:06:03.476,2020-12-09 03:11:09.383,100.0,9.0,61.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-09 03:59:59.999,8e795c46-b9a2-136a-74c7-a52ec8f70ea9,
2020-11-09 01:00:00.000,,f8db3353-1a15-41d3-f44a-85fb8a6ba7c1.binning_data.json,10011,2020-11-09 02:07:54.498,2020-11-09 01:28:04.643,100.0,9.0,79.0,1,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-09 01:59:59.999,f8db3353-1a15-41d3-f44a-85fb8a6ba7c1,
