com.samsung.shealth.tracker.pedometer_day_summary,6210049,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
8472,770804eb-b8e4-4a96-95cb-6c44ff117312.binning_data.json,4400260,6000,52,2020-10-08 15:00:37.599,com.sec.android.app.shealth,2020-10-08 15:00:37.599,,1.4969205,6586.8403,357.90994,8420,2lBdpDiteS,com.sec.android.app.shealth,1292,770804eb-b8e4-4a96-95cb-6c44ff117312.achievement.json,770804eb-b8e4-4a96-95cb-6c44ff117312,1602115200000,
7859,e602df52-99bc-4071-88b5-103189b6cfed.binning_data.json,4161576,6000,121,2020-07-18 15:00:04.687,com.sec.android.app.shealth,2020-07-18 15:00:04.687,,1.5226202,6336.5,342.18997,7738,2lBdpDiteS,com.sec.android.app.shealth,1222,e602df52-99bc-4071-88b5-103189b6cfed.achievement.json,e602df52-99bc-4071-88b5-103189b6cfed,1595030400000,
4614,51fad667-fc1d-4b16-8d8c-c334ebb5436f.binning_data.json,2286816,6000,63,2020-09-02 14:08:35.348,com.sec.android.app.shealth,2020-09-01 22:34:01.053,51fad667-fc1d-4b16-8d8c-c334ebb5436f.source_info.json,1.6057738,3672.1099,198.34998,4551,VfS0qUERdZ,com.sec.android.app.shealth,0,51fad667-fc1d-4b16-8d8c-c334ebb5436f.achievement.json,51fad667-fc1d-4b16-8d8c-c334ebb5436f,1599004800000,
9237,eb2d6fc8-4eba-41ff-830f-e9b868542fbe.binning_data.json,4678165,6000,22,2020-06-03 15:00:01.348,com.sec.android.app.shealth,2020-06-03 15:00:01.348,,2.416667,7144.44,383.78995,9215,2lBdpDiteS,com.sec.android.app.shealth,2092,eb2d6fc8-4eba-41ff-830f-e9b868542fbe.achievement.json,eb2d6fc8-4eba-41ff-830f-e9b868542fbe,1591142400000,
9156,037f493d-cd1a-4a35-8fb0-f45877096fa0.binning_data.json,5085973,8000,16,2020-11-10 15:00:06.558,com.sec.android.app.shealth,2020-11-10 15:00:06.558,,1.3063272,6643.946,324.149,9140,m6sL7dLFqc,com.sec.android.app.shealth,0,037f493d-cd1a-4a35-8fb0-f45877096fa0.achievement.json,037f493d-cd1a-4a35-8fb0-f45877096fa0,1604966400000,
6549,da3e433c-5a95-418a-8594-fe83b8066abb.binning_data.json,3330961,6000,32,2020-05-05 15:00:01.193,com.sec.android.app.shealth,2020-05-05 15:00:01.193,,2.740605,5161.42,285.66998,6517,2lBdpDiteS,com.sec.android.app.shealth,1436,da3e433c-5a95-418a-8594-fe83b8066abb.achievement.json,da3e433c-5a95-418a-8594-fe83b8066abb,1588636800000,
4614,3b71ef01-847a-40d1-b6b2-63ab9f1ed49b.binning_data.json,2286816,6000,63,2020-09-02 15:00:02.193,com.sec.android.app.shealth,2020-09-02 15:00:02.193,,1.6057738,3672.1099,198.34998,4551,2lBdpDiteS,com.sec.android.app.shealth,0,3b71ef01-847a-40d1-b6b2-63ab9f1ed49b.achievement.json,3b71ef01-847a-40d1-b6b2-63ab9f1ed49b,1599004800000,
245,a66b88ba-6d27-408f-b702-6bce6d21a56a.binning_data.json,104459,6000,15,2020-07-19 12:52:41.529,com.sec.android.app.shealth,2020-07-18 23:57:48.543,a66b88ba-6d27-408f-b702-6bce6d21a56a.source_info.json,2.059268,215.11,11.63,230,VfS0qUERdZ,com.sec.android.app.shealth,0,a66b88ba-6d27-408f-b702-6bce6d21a56a.achievement.json,a66b88ba-6d27-408f-b702-6bce6d21a56a,1595116800000,
7086,276c3f3e-2246-4ac5-b6bf-1c96b569f56e.binning_data.json,3618112,6000,16,2020-10-09 12:59:30.629,com.sec.android.app.shealth,2020-10-08 15:05:37.515,276c3f3e-2246-4ac5-b6bf-1c96b569f56e.source_info.json,1.5215889,5505.2803,302.21994,7070,VfS0qUERdZ,com.sec.android.app.shealth,0,276c3f3e-2246-4ac5-b6bf-1c96b569f56e.achievement.json,276c3f3e-2246-4ac5-b6bf-1c96b569f56e,1602201600000,
11306,b472c666-010f-4c41-a5cc-3aec7f4fffa5.binning_data.json,5871187,8000,180,2020-11-11 14:41:35.987,com.sec.android.app.shealth,2020-11-10 22:32:15.428,b472c666-010f-4c41-a5cc-3aec7f4fffa5.source_info.json,1.4648992,8600.698,454.68796,11126,VfS0qUERdZ,com.sec.android.app.shealth,0,b472c666-010f-4c41-a5cc-3aec7f4fffa5.achievement.json,b472c666-010f-4c41-a5cc-3aec7f4fffa5,1605052800000,
6257,c6a90c0c-b58e-4ec0-8e7f-c44c924b744f.binning_data.json,3306097,6000,99,2020-06-04 14:37:51.524,com.sec.android.app.shealth,2020-06-03 21:50:55.354,c6a90c0c-b58e-4ec0-8e7f-c44c924b744f.source_info.json,1.5062319,4979.75,262.21,6158,VfS0qUERdZ,com.sec.android.app.shealth,0,c6a90c0c-b58e-4ec0-8e7f-c44c924b744f.achievement.json,c6a90c0c-b58e-4ec0-8e7f-c44c924b744f,1591228800000,
245,54f530ce-0fff-438f-a544-ab41f74a8025.binning_data.json,104459,6000,15,2020-07-19 15:00:02.646,com.sec.android.app.shealth,2020-07-19 15:00:02.646,,2.059268,215.11,11.63,230,2lBdpDiteS,com.sec.android.app.shealth,0,54f530ce-0fff-438f-a544-ab41f74a8025.achievement.json,54f530ce-0fff-438f-a544-ab41f74a8025,1595116800000,
7086,257ab3f8-2465-4bd1-9a95-e6b79e91f174.binning_data.json,3618112,6000,16,2020-10-09 15:00:04.704,com.sec.android.app.shealth,2020-10-09 15:00:04.704,,1.5215889,5505.2803,302.21994,7070,2lBdpDiteS,com.sec.android.app.shealth,1565,257ab3f8-2465-4bd1-9a95-e6b79e91f174.achievement.json,257ab3f8-2465-4bd1-9a95-e6b79e91f174,1602201600000,
9312,f40e25f8-1b51-433f-a2e7-26d8f9771293.binning_data.json,4714693,8000,48,2020-11-11 15:00:08.148,com.sec.android.app.shealth,2020-11-11 15:00:08.148,,1.5219145,7175.3604,406.11993,9264,2lBdpDiteS,com.sec.android.app.shealth,3379,f40e25f8-1b51-433f-a2e7-26d8f9771293.achievement.json,f40e25f8-1b51-433f-a2e7-26d8f9771293,1605052800000,
6257,14038e0d-8bb5-4766-9643-d3e9fe13d391.binning_data.json,3306038,6000,99,2020-06-04 15:00:01.186,com.sec.android.app.shealth,2020-06-04 15:00:01.186,,3.6111112,4979.75,262.21,6158,2lBdpDiteS,com.sec.android.app.shealth,1119,14038e0d-8bb5-4766-9643-d3e9fe13d391.achievement.json,14038e0d-8bb5-4766-9643-d3e9fe13d391,1591228800000,
8378,6a3c0b07-7f4a-4209-878a-60edee86d9b9.binning_data.json,4281671,8000,222,2020-12-11 12:55:03.256,com.sec.android.app.shealth,2020-12-10 15:00:12.610,6a3c0b07-7f4a-4209-878a-60edee86d9b9.source_info.json,1.513751,6481.3843,404.08997,8156,VfS0qUERdZ,com.sec.android.app.shealth,0,6a3c0b07-7f4a-4209-878a-60edee86d9b9.achievement.json,6a3c0b07-7f4a-4209-878a-60edee86d9b9,1607644800000,
9977,02bc7b28-50d3-42e4-841f-bdc173b263ed.binning_data.json,5438475,8000,144,2020-11-11 15:00:13.957,com.sec.android.app.shealth,2020-11-11 15:00:13.957,,1.3457947,7319.072,370.449,9833,m6sL7dLFqc,com.sec.android.app.shealth,0,02bc7b28-50d3-42e4-841f-bdc173b263ed.achievement.json,02bc7b28-50d3-42e4-841f-bdc173b263ed,1605052800000,
5221,69d257b1-0f54-43af-8ddd-16ee9ef86162.binning_data.json,2536271,6000,107,2020-09-03 13:23:01.555,com.sec.android.app.shealth,2020-09-02 22:30:32.700,69d257b1-0f54-43af-8ddd-16ee9ef86162.source_info.json,1.6205996,4110.2803,232.14995,5114,VfS0qUERdZ,com.sec.android.app.shealth,0,69d257b1-0f54-43af-8ddd-16ee9ef86162.achievement.json,69d257b1-0f54-43af-8ddd-16ee9ef86162,1599091200000,
6650,7fd2d18b-d272-49f1-8021-cd46203fc328.binning_data.json,3343715,8000,134,2020-12-11 15:00:05.224,com.sec.android.app.shealth,2020-12-10 15:00:13.977,,1.5508199,5185.5005,289.33997,6516,2lBdpDiteS,com.sec.android.app.shealth,1137,7fd2d18b-d272-49f1-8021-cd46203fc328.achievement.json,7fd2d18b-d272-49f1-8021-cd46203fc328,1607644800000,
8574,46f88528-5cd7-46be-a217-d57184eb1be6.binning_data.json,4550184,6000,71,2020-07-20 14:24:54.019,com.sec.android.app.shealth,2020-07-19 22:32:19.520,46f88528-5cd7-46be-a217-d57184eb1be6.source_info.json,1.4845309,6754.889,357.99994,8503,VfS0qUERdZ,com.sec.android.app.shealth,0,46f88528-5cd7-46be-a217-d57184eb1be6.achievement.json,46f88528-5cd7-46be-a217-d57184eb1be6,1595203200000,
12219,19ededfa-e25d-49e3-885b-445484ed2b38.binning_data.json,6593804,6000,13,2020-10-10 14:57:35.210,com.sec.android.app.shealth,2020-10-09 23:33:38.080,19ededfa-e25d-49e3-885b-445484ed2b38.source_info.json,1.4311813,9436.93,505.22995,12206,VfS0qUERdZ,com.sec.android.app.shealth,0,19ededfa-e25d-49e3-885b-445484ed2b38.achievement.json,19ededfa-e25d-49e3-885b-445484ed2b38,1602288000000,
5221,f3ef7966-50db-4868-8ee6-2dd80508ef33.binning_data.json,2536271,6000,107,2020-09-03 15:00:04.312,com.sec.android.app.shealth,2020-09-03 15:00:04.312,,1.6205996,4110.2803,232.14995,5114,2lBdpDiteS,com.sec.android.app.shealth,0,f3ef7966-50db-4868-8ee6-2dd80508ef33.achievement.json,f3ef7966-50db-4868-8ee6-2dd80508ef33,1599091200000,
4314,8bdf4e33-0f14-43a9-9611-b01482943665.binning_data.json,2237016,6000,28,2020-06-05 13:16:09.675,com.sec.android.app.shealth,2020-06-04 22:07:56.861,8bdf4e33-0f14-43a9-9611-b01482943665.source_info.json,1.5422866,3450.12,178.74998,4286,VfS0qUERdZ,com.sec.android.app.shealth,0,8bdf4e33-0f14-43a9-9611-b01482943665.achievement.json,8bdf4e33-0f14-43a9-9611-b01482943665,1591315200000,
12219,5b705eed-6584-4b5c-a5ae-3af26ecfd7ac.binning_data.json,6593804,6000,13,2020-10-10 15:00:01.921,com.sec.android.app.shealth,2020-10-10 15:00:01.921,,1.4311813,9436.93,505.22995,12206,2lBdpDiteS,com.sec.android.app.shealth,4693,5b705eed-6584-4b5c-a5ae-3af26ecfd7ac.achievement.json,5b705eed-6584-4b5c-a5ae-3af26ecfd7ac,1602288000000,
7492,fd3cb7be-2a91-4687-b083-08d7dd8f1f01.binning_data.json,3993667,8000,88,2020-12-11 15:00:11.551,com.sec.android.app.shealth,2020-12-11 15:00:11.551,,1.4168458,5658.412,388.95,7404,m6sL7dLFqc,com.sec.android.app.shealth,0,fd3cb7be-2a91-4687-b083-08d7dd8f1f01.achievement.json,fd3cb7be-2a91-4687-b083-08d7dd8f1f01,1607644800000,
17581,ee34e5b3-a7ec-4970-9984-d75e360adaa2.binning_data.json,8989226,8000,141,2020-11-12 14:49:35.671,com.sec.android.app.shealth,2020-11-11 21:41:53.123,ee34e5b3-a7ec-4970-9984-d75e360adaa2.source_info.json,1.5019869,13501.7,714.20996,17440,VfS0qUERdZ,com.sec.android.app.shealth,0,ee34e5b3-a7ec-4970-9984-d75e360adaa2.achievement.json,ee34e5b3-a7ec-4970-9984-d75e360adaa2,1605139200000,
8574,08d3451a-f8a5-4969-a569-76e7faa8e54d.binning_data.json,4550184,6000,71,2020-07-20 15:00:01.724,com.sec.android.app.shealth,2020-07-20 15:00:01.724,,1.4845309,6754.889,357.99994,8503,2lBdpDiteS,com.sec.android.app.shealth,2476,08d3451a-f8a5-4969-a569-76e7faa8e54d.achievement.json,08d3451a-f8a5-4969-a569-76e7faa8e54d,1595203200000,
15334,561a52f4-b4f4-468f-8fce-46c1d0ecae69.binning_data.json,7663849,8000,108,2020-11-12 15:00:04.951,com.sec.android.app.shealth,2020-11-12 15:00:04.951,,1.562493,11974.711,670.0399,15226,2lBdpDiteS,com.sec.android.app.shealth,3843,561a52f4-b4f4-468f-8fce-46c1d0ecae69.achievement.json,561a52f4-b4f4-468f-8fce-46c1d0ecae69,1605139200000,
4314,7f14d0f1-02b1-4d24-90c9-98fb8aa130b8.binning_data.json,2236977,6000,28,2020-06-05 15:00:02.859,com.sec.android.app.shealth,2020-06-05 15:00:02.859,,3.1012497,3450.12,178.74998,4286,2lBdpDiteS,com.sec.android.app.shealth,2048,7f14d0f1-02b1-4d24-90c9-98fb8aa130b8.achievement.json,7f14d0f1-02b1-4d24-90c9-98fb8aa130b8,1591315200000,
8812,18f4e6d9-3aba-44bc-9d05-24a9f946241b.binning_data.json,4511166,6000,74,2020-09-04 13:36:23.531,com.sec.android.app.shealth,2020-09-03 21:54:17.559,18f4e6d9-3aba-44bc-9d05-24a9f946241b.source_info.json,1.5153621,6836.0503,373.35995,8738,VfS0qUERdZ,com.sec.android.app.shealth,0,18f4e6d9-3aba-44bc-9d05-24a9f946241b.achievement.json,18f4e6d9-3aba-44bc-9d05-24a9f946241b,1599177600000,
5848,a27fab92-c3c8-4589-9b8b-6bc887a75f7b.binning_data.json,3117697,8000,158,2020-12-12 14:55:03.196,com.sec.android.app.shealth,2020-12-11 15:07:28.731,a27fab92-c3c8-4589-9b8b-6bc887a75f7b.source_info.json,1.4855264,4631.422,305.3,5690,VfS0qUERdZ,com.sec.android.app.shealth,0,a27fab92-c3c8-4589-9b8b-6bc887a75f7b.achievement.json,a27fab92-c3c8-4589-9b8b-6bc887a75f7b,1607731200000,
2507,70481a65-8d6a-4c8c-8175-49bfe0258dfe.binning_data.json,1297219,6000,6,2020-10-11 14:55:48.947,com.sec.android.app.shealth,2020-10-10 23:46:04.021,70481a65-8d6a-4c8c-8175-49bfe0258dfe.source_info.json,1.5522894,2013.66,104.25999,2501,VfS0qUERdZ,com.sec.android.app.shealth,0,70481a65-8d6a-4c8c-8175-49bfe0258dfe.achievement.json,70481a65-8d6a-4c8c-8175-49bfe0258dfe,1602374400000,
7837,2c1da898-cbc4-4050-8e61-ca6d7b8203e9.binning_data.json,4059257,6000,60,2020-07-21 14:48:22.849,com.sec.android.app.shealth,2020-07-20 22:39:31.926,2c1da898-cbc4-4050-8e61-ca6d7b8203e9.source_info.json,1.4963524,6074.08,337.70993,7777,VfS0qUERdZ,com.sec.android.app.shealth,0,2c1da898-cbc4-4050-8e61-ca6d7b8203e9.achievement.json,2c1da898-cbc4-4050-8e61-ca6d7b8203e9,1595289600000,
8812,095ea226-22ba-4bf6-b128-494c21fdd79b.binning_data.json,4511166,6000,74,2020-09-04 15:00:03.136,com.sec.android.app.shealth,2020-09-04 15:00:03.136,,1.5153621,6836.0503,373.35995,8738,2lBdpDiteS,com.sec.android.app.shealth,4626,095ea226-22ba-4bf6-b128-494c21fdd79b.achievement.json,095ea226-22ba-4bf6-b128-494c21fdd79b,1599177600000,
3087,5fd894db-b38f-46e5-b966-f0a19f703aad.binning_data.json,1610298,8000,19,2020-12-12 15:00:02.200,com.sec.android.app.shealth,2020-12-12 15:00:02.200,,1.5571332,2507.45,134.31,3068,2lBdpDiteS,com.sec.android.app.shealth,0,5fd894db-b38f-46e5-b966-f0a19f703aad.achievement.json,5fd894db-b38f-46e5-b966-f0a19f703aad,1607731200000,
15817,826a8cac-158c-44e1-94ed-4151b6397afa.binning_data.json,8596138,8000,76,2020-11-12 15:00:10.051,com.sec.android.app.shealth,2020-11-12 15:00:10.051,,1.3579845,11673.423,571.211,15741,m6sL7dLFqc,com.sec.android.app.shealth,0,826a8cac-158c-44e1-94ed-4151b6397afa.achievement.json,826a8cac-158c-44e1-94ed-4151b6397afa,1605139200000,
7837,0e33930c-37b4-4e83-8c73-ea77fb576196.binning_data.json,4059257,6000,60,2020-07-21 15:00:04.536,com.sec.android.app.shealth,2020-07-21 15:00:04.536,,1.4963524,6074.08,337.70993,7777,2lBdpDiteS,com.sec.android.app.shealth,2213,0e33930c-37b4-4e83-8c73-ea77fb576196.achievement.json,0e33930c-37b4-4e83-8c73-ea77fb576196,1595289600000,
2507,3296e8f5-edfb-4675-aaa7-13b2fdf20056.binning_data.json,1297219,6000,6,2020-10-11 15:00:01.758,com.sec.android.app.shealth,2020-10-11 15:00:01.758,,1.5522894,2013.66,104.25999,2501,2lBdpDiteS,com.sec.android.app.shealth,1103,3296e8f5-edfb-4675-aaa7-13b2fdf20056.achievement.json,3296e8f5-edfb-4675-aaa7-13b2fdf20056,1602374400000,
7844,8cf1781d-6111-4cb4-b736-a5d53526ed91.binning_data.json,3944990,6000,35,2020-06-06 13:51:46.586,com.sec.android.app.shealth,2020-06-05 21:24:05.538,8cf1781d-6111-4cb4-b736-a5d53526ed91.source_info.json,1.6021659,6320.5303,329.52,7809,VfS0qUERdZ,com.sec.android.app.shealth,0,8cf1781d-6111-4cb4-b736-a5d53526ed91.achievement.json,8cf1781d-6111-4cb4-b736-a5d53526ed91,1591401600000,
4800,c5c3c44a-f1bd-4b1e-88a5-7c1a51d8e917.binning_data.json,2593221,8000,144,2020-12-12 15:00:05.077,com.sec.android.app.shealth,2020-12-12 15:00:05.077,,1.4387589,3731.02,266.459,4656,m6sL7dLFqc,com.sec.android.app.shealth,0,c5c3c44a-f1bd-4b1e-88a5-7c1a51d8e917.achievement.json,c5c3c44a-f1bd-4b1e-88a5-7c1a51d8e917,1607731200000,
7615,a33a2e8a-57e6-4ff8-995b-e69ae551b2aa.binning_data.json,3701451,8000,273,2020-11-13 13:45:08.835,com.sec.android.app.shealth,2020-11-12 15:08:51.243,a33a2e8a-57e6-4ff8-995b-e69ae551b2aa.source_info.json,1.692548,6264.8853,342.319,7342,VfS0qUERdZ,com.sec.android.app.shealth,0,a33a2e8a-57e6-4ff8-995b-e69ae551b2aa.achievement.json,a33a2e8a-57e6-4ff8-995b-e69ae551b2aa,1605225600000,
8693,99951288-0b09-40ef-9272-e12b9754b98b.binning_data.json,4435172,6000,64,2020-09-05 14:52:25.933,com.sec.android.app.shealth,2020-09-05 00:36:47.700,99951288-0b09-40ef-9272-e12b9754b98b.source_info.json,1.5585525,6912.4507,364.22995,8629,VfS0qUERdZ,com.sec.android.app.shealth,0,99951288-0b09-40ef-9272-e12b9754b98b.achievement.json,99951288-0b09-40ef-9272-e12b9754b98b,1599264000000,
1475,7151c086-4996-44d0-898d-8c504a89fbd0.binning_data.json,790816,8000,46,2020-12-13 14:54:27.069,com.sec.android.app.shealth,2020-12-12 15:55:03.183,7151c086-4996-44d0-898d-8c504a89fbd0.source_info.json,1.4795264,1170.034,76.44,1429,VfS0qUERdZ,com.sec.android.app.shealth,0,7151c086-4996-44d0-898d-8c504a89fbd0.achievement.json,7151c086-4996-44d0-898d-8c504a89fbd0,1607817600000,
7844,52c1fa57-36f2-4a4b-b133-2136749f257c.binning_data.json,3944911,6000,35,2020-06-06 15:00:04.159,com.sec.android.app.shealth,2020-06-06 15:00:04.159,,3.75,6320.5303,329.52,7809,2lBdpDiteS,com.sec.android.app.shealth,0,52c1fa57-36f2-4a4b-b133-2136749f257c.achievement.json,52c1fa57-36f2-4a4b-b133-2136749f257c,1591401600000,
8693,8a373a59-af83-4ed7-8bcc-29b0e7a691de.binning_data.json,4435172,6000,64,2020-09-05 15:00:03.255,com.sec.android.app.shealth,2020-09-05 15:00:03.255,,1.5585525,6912.4507,364.22995,8629,2lBdpDiteS,com.sec.android.app.shealth,2034,8a373a59-af83-4ed7-8bcc-29b0e7a691de.achievement.json,8a373a59-af83-4ed7-8bcc-29b0e7a691de,1599264000000,
9023,54a0cfb9-5c76-4bfe-96e9-fe4e1f8d2fdb.binning_data.json,4626208,6000,49,2020-10-12 13:41:05.620,com.sec.android.app.shealth,2020-10-11 23:04:09.320,54a0cfb9-5c76-4bfe-96e9-fe4e1f8d2fdb.source_info.json,1.5378987,7114.64,377.90994,8974,VfS0qUERdZ,com.sec.android.app.shealth,0,54a0cfb9-5c76-4bfe-96e9-fe4e1f8d2fdb.achievement.json,54a0cfb9-5c76-4bfe-96e9-fe4e1f8d2fdb,1602460800000,
7102,ef95948b-80d8-4640-923f-e8bd212e24f9.binning_data.json,3588063,6000,207,2020-07-22 15:00:04.872,com.sec.android.app.shealth,2020-07-21 15:02:22.655,ef95948b-80d8-4640-923f-e8bd212e24f9.source_info.json,1.5937622,5718.52,302.95996,6895,VfS0qUERdZ,com.sec.android.app.shealth,0,ef95948b-80d8-4640-923f-e8bd212e24f9.achievement.json,ef95948b-80d8-4640-923f-e8bd212e24f9,1595376000000,
456,4e59249b-9268-4bdb-999a-70f39a7dd40a.binning_data.json,235447,8000,1,2020-12-13 15:00:05.692,com.sec.android.app.shealth,2020-12-13 15:00:05.692,,1.554571,366.02002,19.050001,455,2lBdpDiteS,com.sec.android.app.shealth,0,4e59249b-9268-4bdb-999a-70f39a7dd40a.achievement.json,4e59249b-9268-4bdb-999a-70f39a7dd40a,1607817600000,
6912,eefdfacb-c0e0-4345-8b19-7624d25e5b9a.binning_data.json,3292376,8000,256,2020-11-13 15:48:58.591,com.sec.android.app.shealth,2020-11-13 15:48:58.591,,1.746623,5750.54,318.6,6656,2lBdpDiteS,com.sec.android.app.shealth,0,eefdfacb-c0e0-4345-8b19-7624d25e5b9a.achievement.json,eefdfacb-c0e0-4345-8b19-7624d25e5b9a,1605225600000,
9023,9ee6a024-f62c-47fd-a8b6-1571be210971.binning_data.json,4626208,6000,49,2020-10-12 15:01:31.789,com.sec.android.app.shealth,2020-10-12 15:01:31.789,,1.5378987,7114.64,377.90994,8974,2lBdpDiteS,com.sec.android.app.shealth,2099,9ee6a024-f62c-47fd-a8b6-1571be210971.achievement.json,9ee6a024-f62c-47fd-a8b6-1571be210971,1602460800000,
7102,c8a2beff-d241-498f-910e-faa8c5ebb4e6.binning_data.json,3588063,6000,207,2020-07-22 15:00:03.098,com.sec.android.app.shealth,2020-07-22 15:00:03.098,,1.5937622,5718.52,302.95996,6895,2lBdpDiteS,com.sec.android.app.shealth,3014,c8a2beff-d241-498f-910e-faa8c5ebb4e6.achievement.json,c8a2beff-d241-498f-910e-faa8c5ebb4e6,1595376000000,
1054,b3b8a99a-5343-429d-87ec-d0f2c5730ea2.binning_data.json,592596,8000,45,2020-12-13 15:00:13.282,com.sec.android.app.shealth,2020-12-13 15:00:13.282,,1.3998967,829.574,59.06,1009,m6sL7dLFqc,com.sec.android.app.shealth,0,b3b8a99a-5343-429d-87ec-d0f2c5730ea2.achievement.json,b3b8a99a-5343-429d-87ec-d0f2c5730ea2,1607817600000,
4243,7211e95f-c840-40f9-9b84-695bc5ef12b1.binning_data.json,2054016,6000,55,2020-09-06 14:26:07.793,com.sec.android.app.shealth,2020-09-05 23:46:41.188,7211e95f-c840-40f9-9b84-695bc5ef12b1.source_info.json,1.6365551,3361.5105,186.43996,4188,VfS0qUERdZ,com.sec.android.app.shealth,0,7211e95f-c840-40f9-9b84-695bc5ef12b1.achievement.json,7211e95f-c840-40f9-9b84-695bc5ef12b1,1599350400000,
13352,8593cbe1-7556-4af2-9ac5-45e3f1e0173c.binning_data.json,6861624,6000,13,2020-06-07 14:47:34.915,com.sec.android.app.shealth,2020-06-07 00:03:33.713,8593cbe1-7556-4af2-9ac5-45e3f1e0173c.source_info.json,1.5159646,10401.9795,555.81995,13339,VfS0qUERdZ,com.sec.android.app.shealth,0,8593cbe1-7556-4af2-9ac5-45e3f1e0173c.achievement.json,8593cbe1-7556-4af2-9ac5-45e3f1e0173c,1591488000000,
1269,e649817f-2199-49f5-bded-755c81f052a2.binning_data.json,700236,8000,19,2020-11-13 15:49:07.084,com.sec.android.app.shealth,2020-11-13 15:49:07.084,,1.3748826,962.743,46.529,1250,m6sL7dLFqc,com.sec.android.app.shealth,0,e649817f-2199-49f5-bded-755c81f052a2.achievement.json,e649817f-2199-49f5-bded-755c81f052a2,1605225600000,
4243,7b09d349-7385-46ff-9bc7-8827a1f7cb9f.binning_data.json,2054016,6000,55,2020-09-06 15:00:03.585,com.sec.android.app.shealth,2020-09-06 15:00:03.585,,1.6365551,3361.5105,186.43996,4188,2lBdpDiteS,com.sec.android.app.shealth,0,7b09d349-7385-46ff-9bc7-8827a1f7cb9f.achievement.json,7b09d349-7385-46ff-9bc7-8827a1f7cb9f,1599350400000,
8748,e2ce3005-89c2-4af3-a691-b27ce9282f4e.binning_data.json,4577297,6000,3,2020-10-14 15:00:04.513,com.sec.android.app.shealth,2020-10-12 15:03:44.636,e2ce3005-89c2-4af3-a691-b27ce9282f4e.source_info.json,1.470134,6729.24,364.00995,8745,VfS0qUERdZ,com.sec.android.app.shealth,0,e2ce3005-89c2-4af3-a691-b27ce9282f4e.achievement.json,e2ce3005-89c2-4af3-a691-b27ce9282f4e,1602547200000,
10517,47b24827-fa0b-4794-be63-216497a49bdb.binning_data.json,5488780,6000,83,2020-07-23 14:23:49.735,com.sec.android.app.shealth,2020-07-22 22:33:30.180,47b24827-fa0b-4794-be63-216497a49bdb.source_info.json,1.5018072,8243.09,453.44998,10434,VfS0qUERdZ,com.sec.android.app.shealth,0,47b24827-fa0b-4794-be63-216497a49bdb.achievement.json,47b24827-fa0b-4794-be63-216497a49bdb,1595462400000,
5275,18caa206-980c-450f-9438-90a561504940.binning_data.json,2823899,8000,110,2020-11-14 15:00:09.968,com.sec.android.app.shealth,2020-11-13 22:05:25.389,18caa206-980c-450f-9438-90a561504940.source_info.json,1.4502035,4095.229,200.342,5165,VfS0qUERdZ,com.sec.android.app.shealth,0,18caa206-980c-450f-9438-90a561504940.achievement.json,18caa206-980c-450f-9438-90a561504940,1605312000000,
13352,2acd589c-33bb-4589-82aa-063b44db8e14.binning_data.json,6861548,6000,13,2020-06-07 15:00:04.082,com.sec.android.app.shealth,2020-06-07 15:00:04.082,,3.1111114,10401.9795,555.81995,13339,2lBdpDiteS,com.sec.android.app.shealth,8544,2acd589c-33bb-4589-82aa-063b44db8e14.achievement.json,2acd589c-33bb-4589-82aa-063b44db8e14,1591488000000,
10517,35ee015a-7a30-4e08-b7de-7032775914d2.binning_data.json,5488780,6000,83,2020-07-23 15:00:02.647,com.sec.android.app.shealth,2020-07-23 15:00:02.647,,1.5018072,8243.09,453.44998,10434,2lBdpDiteS,com.sec.android.app.shealth,2585,35ee015a-7a30-4e08-b7de-7032775914d2.achievement.json,35ee015a-7a30-4e08-b7de-7032775914d2,1595462400000,
8748,1e4d041b-cdd6-44f9-904e-3bc74d5ff116.binning_data.json,4577297,6000,3,2020-10-13 15:08:14.527,com.sec.android.app.shealth,2020-10-12 15:03:45.130,,1.470134,6729.24,364.00995,8745,2lBdpDiteS,com.sec.android.app.shealth,3120,1e4d041b-cdd6-44f9-904e-3bc74d5ff116.achievement.json,1e4d041b-cdd6-44f9-904e-3bc74d5ff116,1602547200000,
1576,0d5aac28-7eef-441e-8173-ca400531b224.binning_data.json,777724,8000,43,2020-11-14 15:00:05.730,com.sec.android.app.shealth,2020-11-14 15:00:05.730,,1.7037911,1325.08,71.46,1533,2lBdpDiteS,com.sec.android.app.shealth,0,0d5aac28-7eef-441e-8173-ca400531b224.achievement.json,0d5aac28-7eef-441e-8173-ca400531b224,1605312000000,
4383,2064c195-df99-4834-a8f7-37de9880bd2d.binning_data.json,2217078,8000,36,2020-12-14 13:07:43.266,com.sec.android.app.shealth,2020-12-13 15:28:08.094,2064c195-df99-4834-a8f7-37de9880bd2d.source_info.json,1.5116935,3351.5432,195.41997,4347,VfS0qUERdZ,com.sec.android.app.shealth,0,2064c195-df99-4834-a8f7-37de9880bd2d.achievement.json,2064c195-df99-4834-a8f7-37de9880bd2d,1607904000000,
