com.samsung.shealth.tracker.pedometer_day_summary,6210049,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
13024,b5a5c554-7abb-404a-acf6-bb21f0c91ecd.binning_data.json,6879941,6000,156,2019-04-05 14:12:29.379,com.sec.android.app.shealth,2019-04-04 22:46:00.131,b5a5c554-7abb-404a-acf6-bb21f0c91ecd.source_info.json,1.4865171,10227.15,548.24,12868,VfS0qUERdZ,com.sec.android.app.shealth,0,b5a5c554-7abb-404a-acf6-bb21f0c91ecd.achievement.json,b5a5c554-7abb-404a-acf6-bb21f0c91ecd,1554422400000,
1153,f8f5f946-ed04-47f8-a124-e72184c911af.binning_data.json,613853,6000,2,2019-05-25 10:17:32.800,com.sec.android.app.shealth,2019-05-24 15:35:13.200,f8f5f946-ed04-47f8-a124-e72184c911af.source_info.json,1.4931079,916.5499,47.839993,1151,VfS0qUERdZ,com.sec.android.app.shealth,0,f8f5f946-ed04-47f8-a124-e72184c911af.achievement.json,f8f5f946-ed04-47f8-a124-e72184c911af,1558742400000,
4287,a30d9cc8-cf3c-4e7b-a98b-a62807212f6a.binning_data.json,2244596,6000,12,2019-07-29 15:00:01.441,com.sec.android.app.shealth,2019-07-29 15:00:01.441,,2.2601233,3397.6404,178.72997,4275,2lBdpDiteS,com.sec.android.app.shealth,1190,a30d9cc8-cf3c-4e7b-a98b-a62807212f6a.achievement.json,a30d9cc8-cf3c-4e7b-a98b-a62807212f6a,1564358400000,
8256,16f32a4a-8eac-4c08-b7e8-7cb2b8d80ae2.binning_data.json,4225832,6000,71,2019-07-21 15:00:01.024,com.sec.android.app.shealth,2019-07-21 15:00:01.024,,3.0555556,6468.4,347.62994,8185,2lBdpDiteS,com.sec.android.app.shealth,0,16f32a4a-8eac-4c08-b7e8-7cb2b8d80ae2.achievement.json,16f32a4a-8eac-4c08-b7e8-7cb2b8d80ae2,1563667200000,
9260,cdbf0e8a-5ca1-4583-8efa-cfb7c0364bca.binning_data.json,4471307,6000,179,2019-03-27 15:00:02.894,com.sec.android.app.shealth,2019-03-27 15:00:02.894,,3.3888888,7071.37,408.59998,9081,2lBdpDiteS,com.sec.android.app.shealth,0,cdbf0e8a-5ca1-4583-8efa-cfb7c0364bca.achievement.json,cdbf0e8a-5ca1-4583-8efa-cfb7c0364bca,1553644800000,
11842,aacd7625-5a8e-4542-afc4-ada3d0030a67.binning_data.json,6182256,6000,189,2019-05-24 14:01:12.844,com.sec.android.app.shealth,2019-05-23 22:54:32.089,aacd7625-5a8e-4542-afc4-ada3d0030a67.source_info.json,1.5124089,9350.1,509.38998,11653,VfS0qUERdZ,com.sec.android.app.shealth,0,aacd7625-5a8e-4542-afc4-ada3d0030a67.achievement.json,aacd7625-5a8e-4542-afc4-ada3d0030a67,1558656000000,
5379,f4226c48-1481-4c21-8899-19d1c39abea7.binning_data.json,2812013,6000,10,2019-08-01 15:00:01.430,com.sec.android.app.shealth,2019-08-01 15:00:01.430,,2.3551264,4258.22,222.26997,5369,2lBdpDiteS,com.sec.android.app.shealth,1781,f4226c48-1481-4c21-8899-19d1c39abea7.achievement.json,f4226c48-1481-4c21-8899-19d1c39abea7,1564617600000,
4766,f0816bbd-1bcd-4792-83c6-dfa7ac9f118d.binning_data.json,2406742,6000,132,2019-03-30 15:00:01.468,com.sec.android.app.shealth,2019-03-30 15:00:01.468,,3.3055556,3817.96,210.54999,4634,2lBdpDiteS,com.sec.android.app.shealth,0,f0816bbd-1bcd-4792-83c6-dfa7ac9f118d.achievement.json,f0816bbd-1bcd-4792-83c6-dfa7ac9f118d,1553904000000,
8243,0da1c5c9-2268-4032-a9d3-4755efbe3b5e.binning_data.json,4108635,6000,34,2019-05-27 13:05:32.516,com.sec.android.app.shealth,2019-05-26 22:31:37.913,0da1c5c9-2268-4032-a9d3-4755efbe3b5e.source_info.json,1.5365808,6313.25,341.83997,8209,VfS0qUERdZ,com.sec.android.app.shealth,0,0da1c5c9-2268-4032-a9d3-4755efbe3b5e.achievement.json,0da1c5c9-2268-4032-a9d3-4755efbe3b5e,1558915200000,
7709,4b5024c3-4a99-45f5-9dd6-61a44630c986.binning_data.json,3944361,6000,85,2019-08-04 15:00:03.067,com.sec.android.app.shealth,2019-08-04 15:00:03.067,,3.3611112,6141.29,326.64996,7624,2lBdpDiteS,com.sec.android.app.shealth,0,4b5024c3-4a99-45f5-9dd6-61a44630c986.achievement.json,4b5024c3-4a99-45f5-9dd6-61a44630c986,1564876800000,
7462,13621620-3f5d-48a8-96d8-28eee024c872.binning_data.json,3845654,6000,42,2019-04-02 15:00:30.295,com.sec.android.app.shealth,2019-04-02 15:00:30.295,,5.75,5917.7603,319.46997,7420,2lBdpDiteS,com.sec.android.app.shealth,0,13621620-3f5d-48a8-96d8-28eee024c872.achievement.json,13621620-3f5d-48a8-96d8-28eee024c872,1554163200000,
6461,abf6d11a-b1da-48f3-b317-9edd0c191641.binning_data.json,3363796,6000,13,2019-07-27 15:00:02.201,com.sec.android.app.shealth,2019-07-24 15:00:01.526,,4.111111,5130.2803,266.66995,6448,2lBdpDiteS,com.sec.android.app.shealth,2657,abf6d11a-b1da-48f3-b317-9edd0c191641.achievement.json,abf6d11a-b1da-48f3-b317-9edd0c191641,1563926400000,
13993,a51ce5a6-003c-41ec-b37b-d3afb6cc6505.binning_data.json,7191148,6000,120,2019-04-08 14:41:33.159,com.sec.android.app.shealth,2019-04-07 22:28:25.111,a51ce5a6-003c-41ec-b37b-d3afb6cc6505.source_info.json,1.497406,10768.07,607.29,13873,VfS0qUERdZ,com.sec.android.app.shealth,0,a51ce5a6-003c-41ec-b37b-d3afb6cc6505.achievement.json,a51ce5a6-003c-41ec-b37b-d3afb6cc6505,1554681600000,
10188,aea61a13-7a32-4b9a-8a22-0ed9cc7577d9.binning_data.json,5265008,6000,23,2019-05-28 14:32:34.377,com.sec.android.app.shealth,2019-05-27 15:21:34.289,aea61a13-7a32-4b9a-8a22-0ed9cc7577d9.source_info.json,1.5031503,7914.0996,421.21994,10165,VfS0qUERdZ,com.sec.android.app.shealth,0,aea61a13-7a32-4b9a-8a22-0ed9cc7577d9.achievement.json,aea61a13-7a32-4b9a-8a22-0ed9cc7577d9,1559001600000,
13024,e2e51e43-8d58-412f-bade-af4325ba1206.binning_data.json,6879868,6000,156,2019-04-05 15:00:02.536,com.sec.android.app.shealth,2019-04-05 15:00:02.536,,2.9435642,10227.15,548.24,12868,2lBdpDiteS,com.sec.android.app.shealth,3279,e2e51e43-8d58-412f-bade-af4325ba1206.achievement.json,e2e51e43-8d58-412f-bade-af4325ba1206,1554422400000,
9834,744b69a9-db1d-4a09-88c3-0a703be98569.binning_data.json,5064174,6000,48,2019-08-07 15:00:05.754,com.sec.android.app.shealth,2019-08-07 15:00:05.754,,4.0833335,7654.26,419.23996,9786,2lBdpDiteS,com.sec.android.app.shealth,0,744b69a9-db1d-4a09-88c3-0a703be98569.achievement.json,744b69a9-db1d-4a09-88c3-0a703be98569,1565136000000,
11643,703421dc-f5fe-4127-881e-d1edd43b908c.binning_data.json,5867300,6000,29,2019-05-30 14:02:13.325,com.sec.android.app.shealth,2019-05-29 15:15:32.608,703421dc-f5fe-4127-881e-d1edd43b908c.source_info.json,1.5340683,9000.84,483.57996,11614,VfS0qUERdZ,com.sec.android.app.shealth,0,703421dc-f5fe-4127-881e-d1edd43b908c.achievement.json,703421dc-f5fe-4127-881e-d1edd43b908c,1559174400000,
13993,a3b66ef9-f2f6-468a-abb4-184b166f97a4.binning_data.json,7191043,6000,120,2019-04-08 15:00:00.777,com.sec.android.app.shealth,2019-04-08 15:00:00.777,,3.3055556,10768.07,607.29,13873,2lBdpDiteS,com.sec.android.app.shealth,901,a3b66ef9-f2f6-468a-abb4-184b166f97a4.achievement.json,a3b66ef9-f2f6-468a-abb4-184b166f97a4,1554681600000,
9610,d10835f3-37ec-44db-9ba5-d204577fb57d.binning_data.json,4896666,6000,93,2019-05-31 11:53:02.752,com.sec.android.app.shealth,2019-05-30 16:15:40.554,d10835f3-37ec-44db-9ba5-d204577fb57d.source_info.json,1.5466112,7573.24,407.96994,9517,VfS0qUERdZ,com.sec.android.app.shealth,0,d10835f3-37ec-44db-9ba5-d204577fb57d.achievement.json,d10835f3-37ec-44db-9ba5-d204577fb57d,1559260800000,
9661,ad8f679a-fad6-4377-bc5f-4a258789f6f1.binning_data.json,4837201,6000,78,2019-04-11 15:00:03.865,com.sec.android.app.shealth,2019-04-10 15:29:58.172,ad8f679a-fad6-4377-bc5f-4a258789f6f1.source_info.json,1.5994124,7736.68,405.77997,9583,VfS0qUERdZ,com.sec.android.app.shealth,0,ad8f679a-fad6-4377-bc5f-4a258789f6f1.achievement.json,ad8f679a-fad6-4377-bc5f-4a258789f6f1,1554940800000,
5133,7f0d22b8-baca-44df-a7e0-c8697d4e6a88.binning_data.json,2596968,6000,44,2019-07-27 15:00:02.076,com.sec.android.app.shealth,2019-07-27 15:00:02.076,,3.2222223,4010.8901,192.81998,5089,2lBdpDiteS,com.sec.android.app.shealth,0,7f0d22b8-baca-44df-a7e0-c8697d4e6a88.achievement.json,7f0d22b8-baca-44df-a7e0-c8697d4e6a88,1564185600000,
14489,3616641b-53af-40ed-a885-2686e6d06340.binning_data.json,7651225,6000,102,2019-08-10 15:00:01.389,com.sec.android.app.shealth,2019-08-10 15:00:01.389,,2.3333333,11437.83,613.08997,14387,2lBdpDiteS,com.sec.android.app.shealth,3760,3616641b-53af-40ed-a885-2686e6d06340.achievement.json,3616641b-53af-40ed-a885-2686e6d06340,1565395200000,
9661,f9d45f1c-e90b-4a48-b201-3b1e7c75b544.binning_data.json,4837127,6000,78,2019-04-11 15:00:02.878,com.sec.android.app.shealth,2019-04-11 15:00:02.878,,2.6757739,7736.68,405.77997,9583,2lBdpDiteS,com.sec.android.app.shealth,2473,f9d45f1c-e90b-4a48-b201-3b1e7c75b544.achievement.json,f9d45f1c-e90b-4a48-b201-3b1e7c75b544,1554940800000,
1167,8ea43664-7887-4740-a106-8c4a6bc73b7d.binning_data.json,584733,6000,14,2019-04-14 15:00:03.598,com.sec.android.app.shealth,2019-04-13 22:43:28.232,8ea43664-7887-4740-a106-8c4a6bc73b7d.source_info.json,1.6027657,937.1902,48.579994,1153,VfS0qUERdZ,com.sec.android.app.shealth,0,8ea43664-7887-4740-a106-8c4a6bc73b7d.achievement.json,8ea43664-7887-4740-a106-8c4a6bc73b7d,1555200000000,
12868,47344414-ad11-41b9-8a77-c4f33e7c6138.binning_data.json,6333560,6000,138,2019-06-03 13:34:50.463,com.sec.android.app.shealth,2019-06-02 22:26:58.194,47344414-ad11-41b9-8a77-c4f33e7c6138.source_info.json,1.5729179,9962.17,541.31995,12730,VfS0qUERdZ,com.sec.android.app.shealth,0,47344414-ad11-41b9-8a77-c4f33e7c6138.achievement.json,47344414-ad11-41b9-8a77-c4f33e7c6138,1559520000000,
4667,ff198659-95e8-45b6-a5dd-4d60d7f7cf37.binning_data.json,2363738,6000,23,2019-07-30 15:00:04.061,com.sec.android.app.shealth,2019-07-30 15:00:04.061,,2.1181593,3689.3906,194.79997,4644,2lBdpDiteS,com.sec.android.app.shealth,1133,ff198659-95e8-45b6-a5dd-4d60d7f7cf37.achievement.json,ff198659-95e8-45b6-a5dd-4d60d7f7cf37,1564444800000,
350,c4c3c984-1e52-488c-9a78-e8a4666aa0dd.binning_data.json,173241,6000,1,2019-06-02 07:43:12.198,com.sec.android.app.shealth,2019-06-01 15:24:07.336,c4c3c984-1e52-488c-9a78-e8a4666aa0dd.source_info.json,1.647929,285.49,14.87,349,VfS0qUERdZ,com.sec.android.app.shealth,0,c4c3c984-1e52-488c-9a78-e8a4666aa0dd.achievement.json,c4c3c984-1e52-488c-9a78-e8a4666aa0dd,1559433600000,
1167,be77fb98-aee4-4c8d-b303-b81c1e6b738c.binning_data.json,584720,6000,14,2019-04-14 15:00:02.123,com.sec.android.app.shealth,2019-04-14 15:00:02.123,,2.2777777,937.1902,48.579994,1153,2lBdpDiteS,com.sec.android.app.shealth,0,be77fb98-aee4-4c8d-b303-b81c1e6b738c.achievement.json,be77fb98-aee4-4c8d-b303-b81c1e6b738c,1555200000000,
7736,cf1c8be0-bd1a-4b75-8a1e-0df9c8955beb.binning_data.json,4173645,6000,4,2019-08-13 15:00:01.123,com.sec.android.app.shealth,2019-08-13 15:00:01.123,,3.5833333,6009.15,319.55,7732,2lBdpDiteS,com.sec.android.app.shealth,986,cf1c8be0-bd1a-4b75-8a1e-0df9c8955beb.achievement.json,cf1c8be0-bd1a-4b75-8a1e-0df9c8955beb,1565654400000,
6540,67dfa2ba-8991-4760-ae15-136597a67440.binning_data.json,3268694,6000,75,2019-08-02 15:00:01.346,com.sec.android.app.shealth,2019-08-01 23:50:50.912,,2.9166667,5098.53,233.67998,6465,2lBdpDiteS,com.sec.android.app.shealth,0,67dfa2ba-8991-4760-ae15-136597a67440.achievement.json,67dfa2ba-8991-4760-ae15-136597a67440,1564704000000,
4928,2c2a91e8-0a80-440d-9e6c-009def70a8d4.binning_data.json,2498359,6000,8,2019-06-06 08:36:16.385,com.sec.android.app.shealth,2019-06-05 21:48:04.011,2c2a91e8-0a80-440d-9e6c-009def70a8d4.source_info.json,1.5187528,3794.39,212.32999,4920,VfS0qUERdZ,com.sec.android.app.shealth,0,2c2a91e8-0a80-440d-9e6c-009def70a8d4.achievement.json,2c2a91e8-0a80-440d-9e6c-009def70a8d4,1559779200000,
10705,bd8f9167-7948-4774-a27c-b41f2fce37ce.binning_data.json,5774107,6000,22,2019-08-16 15:00:03.390,com.sec.android.app.shealth,2019-08-16 15:00:03.390,,3.1388888,8395.7295,440.13995,10683,2lBdpDiteS,com.sec.android.app.shealth,1222,bd8f9167-7948-4774-a27c-b41f2fce37ce.achievement.json,bd8f9167-7948-4774-a27c-b41f2fce37ce,1565913600000,
10545,49bb2625-e75b-461f-8f15-ccedd153ef89.binning_data.json,5121487,6000,80,2019-04-17 13:17:01.293,com.sec.android.app.shealth,2019-04-16 16:05:58.281,49bb2625-e75b-461f-8f15-ccedd153ef89.source_info.json,1.5835457,8110.11,449.00998,10465,VfS0qUERdZ,com.sec.android.app.shealth,0,49bb2625-e75b-461f-8f15-ccedd153ef89.achievement.json,49bb2625-e75b-461f-8f15-ccedd153ef89,1555459200000,
8761,c09482a8-0f3f-434e-98d0-a1abe126e35a.binning_data.json,4477635,6000,87,2019-08-05 15:00:02.774,com.sec.android.app.shealth,2019-08-05 15:00:02.774,,4.916666,6941.1606,374.21994,8674,2lBdpDiteS,com.sec.android.app.shealth,1041,c09482a8-0f3f-434e-98d0-a1abe126e35a.achievement.json,c09482a8-0f3f-434e-98d0-a1abe126e35a,1564963200000,
4427,93cb438a-4cf0-4d60-bab5-800a17d6f67f.binning_data.json,2388176,6000,6,2019-08-19 15:00:01.973,com.sec.android.app.shealth,2019-08-19 15:00:01.973,,2.1781118,3487.1497,182.54997,4421,2lBdpDiteS,com.sec.android.app.shealth,1322,93cb438a-4cf0-4d60-bab5-800a17d6f67f.achievement.json,93cb438a-4cf0-4d60-bab5-800a17d6f67f,1566172800000,
10545,44287abb-fcdb-46d8-a66a-d76c8f7d237d.binning_data.json,5121413,6000,80,2019-04-17 15:00:03.169,com.sec.android.app.shealth,2019-04-17 15:00:03.169,,2.4222198,8110.11,449.00998,10465,2lBdpDiteS,com.sec.android.app.shealth,2522,44287abb-fcdb-46d8-a66a-d76c8f7d237d.achievement.json,44287abb-fcdb-46d8-a66a-d76c8f7d237d,1555459200000,
5008,dd5d282d-cf99-4b36-a6a5-1f7e981615bd.binning_data.json,2653572,6000,4,2019-06-09 14:52:37.212,com.sec.android.app.shealth,2019-06-08 22:45:13.395,dd5d282d-cf99-4b36-a6a5-1f7e981615bd.source_info.json,1.4478817,3842.0598,179.73997,5004,VfS0qUERdZ,com.sec.android.app.shealth,0,dd5d282d-cf99-4b36-a6a5-1f7e981615bd.achievement.json,dd5d282d-cf99-4b36-a6a5-1f7e981615bd,1560038400000,
2365,6a7fe906-85a4-4c3c-b3fd-682330a9e4af.binning_data.json,1214174,6000,11,2019-08-08 15:00:04.418,com.sec.android.app.shealth,2019-08-08 15:00:04.418,,3.7777777,1899.43,98.59,2354,2lBdpDiteS,com.sec.android.app.shealth,1043,6a7fe906-85a4-4c3c-b3fd-682330a9e4af.achievement.json,6a7fe906-85a4-4c3c-b3fd-682330a9e4af,1565222400000,
13653,4f55469c-fdf5-4853-9e5d-dbaecedf7df3.binning_data.json,7025984,6000,16,2019-06-05 08:49:20.425,com.sec.android.app.shealth,2019-06-04 21:54:43.768,4f55469c-fdf5-4853-9e5d-dbaecedf7df3.source_info.json,1.5085387,10598.97,569.80994,13637,VfS0qUERdZ,com.sec.android.app.shealth,0,4f55469c-fdf5-4853-9e5d-dbaecedf7df3.achievement.json,4f55469c-fdf5-4853-9e5d-dbaecedf7df3,1559692800000,
4280,deffbd3b-cbb4-43b1-8ebb-4164cc7cf94a.binning_data.json,2235803,6000,79,2019-04-20 11:48:32.902,com.sec.android.app.shealth,2019-04-19 22:22:42.902,deffbd3b-cbb4-43b1-8ebb-4164cc7cf94a.source_info.json,1.523864,3407.0598,184.21999,4201,VfS0qUERdZ,com.sec.android.app.shealth,0,deffbd3b-cbb4-43b1-8ebb-4164cc7cf94a.achievement.json,deffbd3b-cbb4-43b1-8ebb-4164cc7cf94a,1555718400000,
4280,2b98ba99-fffa-42f1-99e2-f1ef21a808c8.binning_data.json,2235762,6000,79,2019-04-20 15:00:00.902,com.sec.android.app.shealth,2019-04-20 15:00:00.902,,2.7818055,3407.0598,184.21999,4201,2lBdpDiteS,com.sec.android.app.shealth,0,2b98ba99-fffa-42f1-99e2-f1ef21a808c8.achievement.json,2b98ba99-fffa-42f1-99e2-f1ef21a808c8,1555718400000,
7168,334a8385-0b7f-4542-a4ec-9be3ce7f2870.binning_data.json,3657550,6000,40,2019-08-11 15:00:01.174,com.sec.android.app.shealth,2019-08-10 22:03:10.111,,3.0,5492.84,303.59998,7128,2lBdpDiteS,com.sec.android.app.shealth,2004,334a8385-0b7f-4542-a4ec-9be3ce7f2870.achievement.json,334a8385-0b7f-4542-a4ec-9be3ce7f2870,1565481600000,
6576,8475d5f9-b2cd-471e-ac49-5440ec46b299.binning_data.json,3534026,6000,42,2019-06-08 14:33:57.368,com.sec.android.app.shealth,2019-06-07 15:05:23.962,8475d5f9-b2cd-471e-ac49-5440ec46b299.source_info.json,1.4662111,5181.63,271.89996,6534,VfS0qUERdZ,com.sec.android.app.shealth,0,8475d5f9-b2cd-471e-ac49-5440ec46b299.achievement.json,8475d5f9-b2cd-471e-ac49-5440ec46b299,1559952000000,
7202,c18cb06f-c269-4635-9d16-0bc132907048.binning_data.json,3703056,6000,62,2019-08-22 15:00:00.989,com.sec.android.app.shealth,2019-08-22 15:00:00.989,,3.1111114,5657.19,309.69998,7140,2lBdpDiteS,com.sec.android.app.shealth,1436,c18cb06f-c269-4635-9d16-0bc132907048.achievement.json,c18cb06f-c269-4635-9d16-0bc132907048,1566432000000,
11499,dd3aaf9c-b0a6-48e6-b374-fcc8b2d87169.binning_data.json,5855038,6000,21,2019-06-12 12:55:48.271,com.sec.android.app.shealth,2019-06-11 22:23:45.853,dd3aaf9c-b0a6-48e6-b374-fcc8b2d87169.source_info.json,1.4951344,8754.07,476.91992,11478,VfS0qUERdZ,com.sec.android.app.shealth,0,dd3aaf9c-b0a6-48e6-b374-fcc8b2d87169.achievement.json,dd3aaf9c-b0a6-48e6-b374-fcc8b2d87169,1560297600000,
5681,c9d0cefa-f563-4649-95cd-0bf7152c35f2.binning_data.json,2900957,6000,59,2019-04-23 15:00:00.709,com.sec.android.app.shealth,2019-04-23 15:00:00.709,,3.6288524,4376.9697,220.71999,5622,2lBdpDiteS,com.sec.android.app.shealth,2565,c9d0cefa-f563-4649-95cd-0bf7152c35f2.achievement.json,c9d0cefa-f563-4649-95cd-0bf7152c35f2,1555977600000,
9552,adb014f1-0911-43d4-b79d-95817da1062b.binning_data.json,4874089,6000,48,2019-08-25 15:00:03.074,com.sec.android.app.shealth,2019-08-25 15:00:03.074,,4.75,7461.31,381.10995,9504,2lBdpDiteS,com.sec.android.app.shealth,3100,adb014f1-0911-43d4-b79d-95817da1062b.achievement.json,adb014f1-0911-43d4-b79d-95817da1062b,1566691200000,
11709,9abb7298-808a-49b9-9cf0-797a4dabd192.binning_data.json,6015319,6000,447,2019-08-14 15:00:01.053,com.sec.android.app.shealth,2019-08-13 17:07:33.124,,6.8333335,9593.72,536.32996,11262,2lBdpDiteS,com.sec.android.app.shealth,3211,9abb7298-808a-49b9-9cf0-797a4dabd192.achievement.json,9abb7298-808a-49b9-9cf0-797a4dabd192,1565740800000,
5681,37e95b93-1b76-4f67-bdd2-ee975843ea5b.binning_data.json,2901000,6000,59,2019-04-23 13:25:28.421,com.sec.android.app.shealth,2019-04-22 17:49:44.102,37e95b93-1b76-4f67-bdd2-ee975843ea5b.source_info.json,1.5087795,4376.9697,220.71999,5622,VfS0qUERdZ,com.sec.android.app.shealth,0,37e95b93-1b76-4f67-bdd2-ee975843ea5b.achievement.json,37e95b93-1b76-4f67-bdd2-ee975843ea5b,1555977600000,
9576,6e63fd2d-5cc6-4c58-bb3c-04a6769dadee.binning_data.json,4851205,6000,53,2019-06-11 08:17:56.194,com.sec.android.app.shealth,2019-06-10 21:53:14.916,6e63fd2d-5cc6-4c58-bb3c-04a6769dadee.source_info.json,1.5236233,7391.4097,400.11996,9523,VfS0qUERdZ,com.sec.android.app.shealth,0,6e63fd2d-5cc6-4c58-bb3c-04a6769dadee.achievement.json,6e63fd2d-5cc6-4c58-bb3c-04a6769dadee,1560211200000,
3672,7d25362d-7584-4b39-8e64-7a6c9c49d613.binning_data.json,1973034,6000,1,2019-06-15 10:38:27.343,com.sec.android.app.shealth,2019-06-14 17:21:57.779,7d25362d-7584-4b39-8e64-7a6c9c49d613.source_info.json,1.4633602,2887.26,149.43997,3671,VfS0qUERdZ,com.sec.android.app.shealth,0,7d25362d-7584-4b39-8e64-7a6c9c49d613.achievement.json,7d25362d-7584-4b39-8e64-7a6c9c49d613,1560556800000,
5552,5783df97-c78c-4d3c-be72-9064b55e88df.binning_data.json,2800151,6000,30,2019-04-26 15:00:03.696,com.sec.android.app.shealth,2019-04-26 15:00:03.696,,4.0000005,4320.51,211.76,5522,2lBdpDiteS,com.sec.android.app.shealth,0,5783df97-c78c-4d3c-be72-9064b55e88df.achievement.json,5783df97-c78c-4d3c-be72-9064b55e88df,1556236800000,
6390,098caf15-b52d-4d0c-9dc4-cd99e2545b28.binning_data.json,3171827,6000,157,2019-08-28 15:00:03.489,com.sec.android.app.shealth,2019-08-28 04:25:32.326,,5.1666665,5015.7803,249.96999,6233,2lBdpDiteS,com.sec.android.app.shealth,2467,098caf15-b52d-4d0c-9dc4-cd99e2545b28.achievement.json,098caf15-b52d-4d0c-9dc4-cd99e2545b28,1566950400000,
15352,d93471e0-4501-4587-b8a7-87b8acd656f7.binning_data.json,8227385,6000,140,2019-08-17 15:00:03.530,com.sec.android.app.shealth,2019-08-17 15:00:03.530,,6.9444447,12212.45,640.41,15212,2lBdpDiteS,com.sec.android.app.shealth,6989,d93471e0-4501-4587-b8a7-87b8acd656f7.achievement.json,d93471e0-4501-4587-b8a7-87b8acd656f7,1566000000000,
5552,83e943fc-37d3-4be5-9380-4969d7334350.binning_data.json,2800198,6000,30,2019-04-26 14:28:37.682,com.sec.android.app.shealth,2019-04-25 22:47:20.571,83e943fc-37d3-4be5-9380-4969d7334350.source_info.json,1.5429301,4320.51,211.76,5522,VfS0qUERdZ,com.sec.android.app.shealth,0,83e943fc-37d3-4be5-9380-4969d7334350.achievement.json,83e943fc-37d3-4be5-9380-4969d7334350,1556236800000,
5432,b4501e8f-72c3-4b47-94e4-ecea014afc86.binning_data.json,2782098,6000,31,2019-06-18 06:46:11.159,com.sec.android.app.shealth,2019-06-17 23:55:41.505,b4501e8f-72c3-4b47-94e4-ecea014afc86.source_info.json,1.4927759,4153.05,190.89996,5401,VfS0qUERdZ,com.sec.android.app.shealth,0,b4501e8f-72c3-4b47-94e4-ecea014afc86.achievement.json,b4501e8f-72c3-4b47-94e4-ecea014afc86,1560816000000,
11447,0965f29f-4dc9-4767-9560-21f7b854bc69.binning_data.json,5814317,6000,54,2019-04-29 15:00:02.224,com.sec.android.app.shealth,2019-04-29 15:00:02.224,,3.5277777,8899.42,498.11996,11393,2lBdpDiteS,com.sec.android.app.shealth,2880,0965f29f-4dc9-4767-9560-21f7b854bc69.achievement.json,0965f29f-4dc9-4767-9560-21f7b854bc69,1556496000000,
4403,1e0b225e-ad16-4cc1-915d-47fe3945028a.binning_data.json,2324749,6000,19,2019-06-14 14:38:30.044,com.sec.android.app.shealth,2019-06-13 15:59:44.542,1e0b225e-ad16-4cc1-915d-47fe3945028a.source_info.json,1.4848567,3451.9204,181.02995,4384,VfS0qUERdZ,com.sec.android.app.shealth,0,1e0b225e-ad16-4cc1-915d-47fe3945028a.achievement.json,1e0b225e-ad16-4cc1-915d-47fe3945028a,1560470400000,
218,d2055390-7307-4455-80bd-758b0643f4fb.binning_data.json,109202,6000,11,2019-08-31 15:00:02.702,com.sec.android.app.shealth,2019-08-30 23:56:42.898,,3.7222226,174.44,8.48,207,2lBdpDiteS,com.sec.android.app.shealth,0,d2055390-7307-4455-80bd-758b0643f4fb.achievement.json,d2055390-7307-4455-80bd-758b0643f4fb,1567209600000,
4573,fdc8af98-aa42-489e-9617-7627923d46cd.binning_data.json,2447274,6000,2,2019-08-20 15:00:01.264,com.sec.android.app.shealth,2019-08-20 15:00:01.264,,1.9444443,3569.7595,187.48996,4571,2lBdpDiteS,com.sec.android.app.shealth,2860,fdc8af98-aa42-489e-9617-7627923d46cd.achievement.json,fdc8af98-aa42-489e-9617-7627923d46cd,1566259200000,
11447,2f5724c7-9d2d-4da5-843a-220e163f3c1f.binning_data.json,5814414,6000,54,2019-04-29 14:57:00.787,com.sec.android.app.shealth,2019-04-28 15:16:48.331,2f5724c7-9d2d-4da5-843a-220e163f3c1f.source_info.json,1.5305787,8899.42,498.11996,11393,VfS0qUERdZ,com.sec.android.app.shealth,0,2f5724c7-9d2d-4da5-843a-220e163f3c1f.achievement.json,2f5724c7-9d2d-4da5-843a-220e163f3c1f,1556496000000,
6913,7e9b4c11-b434-4006-af37-b818fe33f2cb.binning_data.json,3594970,6000,81,2019-05-02 15:00:01.075,com.sec.android.app.shealth,2019-05-02 15:00:01.075,,2.9444442,5422.41,294.43997,6832,2lBdpDiteS,com.sec.android.app.shealth,0,7e9b4c11-b434-4006-af37-b818fe33f2cb.achievement.json,7e9b4c11-b434-4006-af37-b818fe33f2cb,1556755200000,
6156,b7a1f0ef-d72a-4a46-bfe9-1813a0c12ad3.binning_data.json,3180286,6000,28,2019-06-21 13:06:12.417,com.sec.android.app.shealth,2019-06-20 22:46:45.705,b7a1f0ef-d72a-4a46-bfe9-1813a0c12ad3.source_info.json,1.5159893,4821.2803,259.55997,6128,VfS0qUERdZ,com.sec.android.app.shealth,0,b7a1f0ef-d72a-4a46-bfe9-1813a0c12ad3.achievement.json,b7a1f0ef-d72a-4a46-bfe9-1813a0c12ad3,1561075200000,
7306,97ecd076-152f-487d-9c61-96d7c9cb59a5.binning_data.json,3645299,6000,22,2019-08-23 15:00:01.219,com.sec.android.app.shealth,2019-08-23 15:00:01.219,,2.8333335,5865.5703,301.93,7284,2lBdpDiteS,com.sec.android.app.shealth,1217,97ecd076-152f-487d-9c61-96d7c9cb59a5.achievement.json,97ecd076-152f-487d-9c61-96d7c9cb59a5,1566518400000,
