com.samsung.health.sleep_stage,6210049,6
start_time,sleep_id,custom,update_time,create_time,stage,time_offset,deviceuuid,pkg_name,end_time,datauuid
2020-12-10 23:15:00.000,34faca92-3e59-40cb-bc43-4d84cfb2e141,,2020-12-11 00:06:16.435,2020-12-11 00:06:16.435,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-10 23:30:00.000,a7b890d2-c8a2-4039-9450-a25f1d2cd3aa,
2020-12-10 23:30:00.000,34faca92-3e59-40cb-bc43-4d84cfb2e141,,2020-12-11 00:06:16.435,2020-12-11 00:06:16.435,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-10 23:36:00.000,6f82e060-ad88-4c21-b713-d9f6588d2a0c,
2020-12-10 23:36:00.000,34faca92-3e59-40cb-bc43-4d84cfb2e141,,2020-12-11 00:06:16.436,2020-12-11 00:06:16.436,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-10 23:37:00.000,296adafb-d7a2-432f-8f9c-80023cfe4334,
2020-12-10 23:37:00.000,34faca92-3e59-40cb-bc43-4d84cfb2e141,,2020-12-11 00:06:16.436,2020-12-11 00:06:16.436,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 00:06:00.000,5175abba-2630-4f61-a1a0-3f792f3232c7,
2020-12-11 15:51:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.217,2020-12-11 21:58:53.217,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 16:24:00.000,10cb9afe-3d0a-45d7-a69e-2cfa998969c2,
2020-12-11 16:24:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.219,2020-12-11 21:58:53.219,40003,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 16:31:00.000,ffc4c7d9-d9c4-407d-b895-ead636793a13,
2020-12-11 16:31:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.220,2020-12-11 21:58:53.220,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 16:32:00.000,55484c6f-1bf8-49f4-9c89-f283d8a58a15,
2020-12-11 16:32:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.220,2020-12-11 21:58:53.220,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 16:33:00.000,41752a51-b1ed-4cd9-ba5b-0529b65d5799,
2020-12-11 16:33:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.221,2020-12-11 21:58:53.221,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 16:34:00.000,2e71f991-52be-408e-9a0f-a3e14759ee0d,
2020-12-11 16:34:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.222,2020-12-11 21:58:53.222,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 17:30:00.000,794a63d1-6082-46e6-b582-6bd44b330433,
2020-12-11 17:30:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.222,2020-12-11 21:58:53.222,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 17:31:00.000,80e92a87-9c1d-420e-b35f-c3781b630633,
2020-12-11 17:31:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.223,2020-12-11 21:58:53.223,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 17:38:00.000,4e198c7b-70ac-4450-91d8-410ae0fc5a03,
2020-12-11 17:38:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.224,2020-12-11 21:58:53.224,40004,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 17:41:00.000,5054d32c-2a50-4ce5-a13b-3cee4c5e48f2,
2020-12-11 17:41:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.224,2020-12-11 21:58:53.224,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 17:50:00.000,fb4a46f9-f5cd-40ee-b099-6e8abe254f54,
2020-12-11 17:50:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.225,2020-12-11 21:58:53.225,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 17:52:00.000,1fd42355-b55c-4db0-af38-9adf20799106,
2020-12-11 17:52:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.226,2020-12-11 21:58:53.226,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 17:55:00.000,6e5ec917-af62-4bb6-b5cf-6b1f2d3b27b6,
2020-12-11 17:55:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.226,2020-12-11 21:58:53.226,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 17:56:00.000,5f6ba96e-5454-46f9-85d2-23c70eb69189,
2020-12-11 17:56:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.227,2020-12-11 21:58:53.227,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 18:16:00.000,ba89c702-1c0b-41c8-9f51-7b57052e8dac,
2020-12-11 18:16:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.228,2020-12-11 21:58:53.228,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 18:17:00.000,4e9b481c-31cd-46a6-9cbf-e1e4af6df2a3,
2020-12-11 18:17:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.228,2020-12-11 21:58:53.228,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 18:44:00.000,84ed1b12-b1ac-4a62-a779-5b2db314b586,
2020-12-11 18:44:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.229,2020-12-11 21:58:53.229,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 18:45:00.000,8cf90624-e5e7-44b1-a08a-85669d094ff7,
2020-12-11 18:45:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.230,2020-12-11 21:58:53.230,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 19:01:00.000,d23b7b34-146d-4477-9290-6b74d80f6c59,
2020-12-11 19:01:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.230,2020-12-11 21:58:53.230,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 19:02:00.000,6d932a53-94b7-4e95-bba5-1163766b0979,
2020-12-11 19:02:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.231,2020-12-11 21:58:53.231,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 19:14:00.000,0a0a31ee-bae0-4879-882c-e4573efe80a7,
2020-12-11 19:14:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.231,2020-12-11 21:58:53.231,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 19:15:00.000,b310b360-c7e0-46ef-84dd-c6e887fe6a6e,
2020-12-11 19:15:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.232,2020-12-11 21:58:53.232,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 19:17:00.000,f8de78de-4b9b-43ef-81f9-1a70d4467568,
2020-12-11 19:17:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.233,2020-12-11 21:58:53.233,40004,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 19:46:00.000,676f0c63-1aaf-4417-ab00-02eed77792d2,
2020-12-11 19:46:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.233,2020-12-11 21:58:53.233,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 19:53:00.000,de34b620-339e-4941-8be4-17786af1374b,
2020-12-11 19:53:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.234,2020-12-11 21:58:53.234,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 19:56:00.000,70f61fa1-1afd-4c0f-ae30-9cce3b69fb29,
2020-12-11 19:56:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.237,2020-12-11 21:58:53.237,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 19:57:00.000,6cb63435-4bcc-49fb-8c79-2407c385e9a7,
2020-12-11 19:57:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.238,2020-12-11 21:58:53.238,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 20:37:00.000,a94041c3-65d3-42ed-a0c5-896fe467f08a,
2020-12-11 20:37:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.239,2020-12-11 21:58:53.239,40004,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 20:41:00.000,6e0f8396-bc5c-4844-9e12-83c8d1d5b828,
2020-12-11 20:41:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.239,2020-12-11 21:58:53.239,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 20:45:00.000,2453c6ab-ba81-4cc6-98ec-59a54a9bd782,
2020-12-11 20:45:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.240,2020-12-11 21:58:53.240,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 20:46:00.000,e81a3b78-55bc-4e8e-aec5-eeed34be4dda,
2020-12-11 20:46:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.241,2020-12-11 21:58:53.241,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 20:51:00.000,d055d89e-7519-443a-99eb-2a8797e83acf,
2020-12-11 20:51:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.241,2020-12-11 21:58:53.241,40004,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 21:00:00.000,7f21c859-edbc-4e96-9a2e-40fd0fa260dc,
2020-12-11 21:00:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.242,2020-12-11 21:58:53.242,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 21:01:00.000,92cfead3-03aa-4b77-b860-ea4cdd9c6c9e,
2020-12-11 21:01:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.243,2020-12-11 21:58:53.243,40004,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 21:06:00.000,5487438c-36b8-4ed1-95e7-1f5f4dfdb1ea,
2020-12-11 21:06:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.245,2020-12-11 21:58:53.245,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 21:07:00.000,97c7cc37-9b2e-4205-a984-27e82baeb2cc,
2020-12-11 21:07:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.246,2020-12-11 21:58:53.246,40004,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 21:34:00.000,c2ae905a-0640-4a82-bf2b-a968c15ac704,
2020-12-11 21:34:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.246,2020-12-11 21:58:53.246,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 21:48:00.000,db4a37d9-8d46-4e26-b37e-84c568472972,
2020-12-11 21:48:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.247,2020-12-11 21:58:53.247,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 21:53:00.000,b9b825f1-0b38-43b3-a74d-359b2738831d,
2020-12-11 21:53:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,,2020-12-11 21:58:53.248,2020-12-11 21:58:53.248,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-11 21:58:00.000,56892df7-35c4-4b52-8fde-5ad3cb0a2a85,
2020-12-12 15:56:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.413,2020-12-12 23:23:51.413,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 16:10:00.000,62991dc6-1fb7-4cb9-9553-b4c55bb8c629,
2020-12-12 16:10:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.414,2020-12-12 23:23:51.414,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 16:18:00.000,0bc8e20c-a91c-4b55-be42-a95129fd2044,
2020-12-12 16:18:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.414,2020-12-12 23:23:51.414,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 16:44:00.000,3b0d6cbb-1ece-477f-81fb-e89b10eae42c,
2020-12-12 16:44:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.415,2020-12-12 23:23:51.415,40003,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 16:46:00.000,d81d4cc8-d2de-4686-a83d-9cb2a17777a5,
2020-12-12 16:46:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.416,2020-12-12 23:23:51.416,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 16:47:00.000,1da408ed-2af5-4ddc-8240-da709c8ef34c,
2020-12-12 16:47:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.416,2020-12-12 23:23:51.416,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 16:48:00.000,006c33d6-d22f-45e7-b2c2-0f6c688e19bb,
2020-12-12 16:48:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.417,2020-12-12 23:23:51.417,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 16:56:00.000,6a562551-6706-49e5-b0a9-982318e7b6fc,
2020-12-12 16:56:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.418,2020-12-12 23:23:51.418,40004,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 17:10:00.000,f09ba90c-5134-4057-a000-7518d342fdab,
2020-12-12 17:10:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.418,2020-12-12 23:23:51.418,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 17:11:00.000,292f67d6-85cc-4d55-b30e-9e0e2e6efd2a,
2020-12-12 17:11:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.419,2020-12-12 23:23:51.419,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 17:12:00.000,c733e743-0415-4712-b887-24c9359f9542,
2020-12-12 17:12:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.420,2020-12-12 23:23:51.420,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 17:13:00.000,e93d0dc3-01a8-4545-a4f9-985dc6ceebef,
2020-12-12 17:13:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.420,2020-12-12 23:23:51.420,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 17:49:00.000,33665c38-1978-4d39-8da0-2cb22cdd8cb0,
2020-12-12 17:49:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.421,2020-12-12 23:23:51.421,40003,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 18:03:00.000,1f6f7244-62cd-4d7b-b08e-98dd5ff32c09,
2020-12-12 18:03:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.422,2020-12-12 23:23:51.422,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 18:05:00.000,77614a5d-f7f6-4186-a373-2b65d1269c8d,
2020-12-12 18:05:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.422,2020-12-12 23:23:51.422,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 18:20:00.000,45082114-cf78-4905-9629-a9bd0e803b53,
2020-12-12 18:20:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.423,2020-12-12 23:23:51.423,40004,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 18:29:00.000,a8b7c7d7-aa54-411f-b5fb-cb3828e81aea,
2020-12-12 18:29:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.424,2020-12-12 23:23:51.424,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 18:34:00.000,4af6e218-6c9b-48b5-a60f-6edc157eedfa,
2020-12-12 18:34:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.424,2020-12-12 23:23:51.424,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 18:35:00.000,ce074d50-4fb4-4f0e-900c-4141b1a587c7,
2020-12-12 18:35:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.425,2020-12-12 23:23:51.425,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 18:39:00.000,a36981fb-e893-4fe1-89be-2f3fe4acbf2e,
2020-12-12 18:39:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.426,2020-12-12 23:23:51.426,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 18:40:00.000,9c114927-1875-4b87-8df8-1a511fba1246,
2020-12-12 18:40:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.426,2020-12-12 23:23:51.426,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 19:07:00.000,6a7419c7-d2be-4bcb-bcfa-51e717502bd6,
2020-12-12 19:07:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.427,2020-12-12 23:23:51.427,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 19:08:00.000,6291a78b-d871-46df-995a-13df418d84d5,
2020-12-12 19:08:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.428,2020-12-12 23:23:51.428,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 19:30:00.000,a12686ed-9ac1-43bf-8802-0ee6cc7ac2f3,
2020-12-12 19:30:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.428,2020-12-12 23:23:51.428,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 19:31:00.000,13919a88-424a-4df5-8fbb-d1de15f5e508,
2020-12-12 19:31:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.430,2020-12-12 23:23:51.430,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 19:32:00.000,76d50bb0-0bfd-4a3a-b60a-36bac69d4d30,
2020-12-12 19:32:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.430,2020-12-12 23:23:51.430,40004,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 19:33:00.000,234e88e0-5d2a-405b-9954-8eb75e172c18,
2020-12-12 19:33:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.432,2020-12-12 23:23:51.432,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 19:37:00.000,05186c31-4598-4e2d-afe9-2b0031246878,
2020-12-12 19:37:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.433,2020-12-12 23:23:51.433,40004,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 19:52:00.000,86b6400d-b0d9-46a0-adc9-bf6af9bfb564,
2020-12-12 19:52:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.435,2020-12-12 23:23:51.435,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 19:53:00.000,27e81ee0-098e-4625-8c56-e88831490d7b,
2020-12-12 19:53:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.440,2020-12-12 23:23:51.440,40004,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 20:19:00.000,50c49ec7-65f3-4522-8911-75e697d1d713,
2020-12-12 20:19:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.441,2020-12-12 23:23:51.441,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 20:20:00.000,d36c1514-a0d5-43f1-ab0a-4386fb38129e,
2020-12-12 20:20:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.441,2020-12-12 23:23:51.441,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 21:11:00.000,bcaf4a2d-353b-43e9-8e62-c51ef36bb192,
2020-12-12 21:11:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.442,2020-12-12 23:23:51.442,40004,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 21:28:00.000,81487335-58ed-4ecd-b372-f45b194ab176,
2020-12-12 21:28:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.442,2020-12-12 23:23:51.442,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 21:30:00.000,ad7a6baf-899f-4e5e-ae07-3083249d0f00,
2020-12-12 21:30:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.444,2020-12-12 23:23:51.444,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 21:33:00.000,12ee4674-bd09-4174-a869-fd8b6bd818dd,
2020-12-12 21:33:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.445,2020-12-12 23:23:51.445,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 21:34:00.000,d4e342a6-cac9-4df8-b6a8-8b299a2d92f8,
2020-12-12 21:34:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.446,2020-12-12 23:23:51.446,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 21:37:00.000,96d0ca81-1de4-4420-8673-5a1a7f31bb68,
2020-12-12 21:37:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.447,2020-12-12 23:23:51.447,40004,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 21:39:00.000,cbfbfb06-98d6-46d1-b90a-ba4ab30165af,
2020-12-12 21:39:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.449,2020-12-12 23:23:51.449,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 21:49:00.000,f59db7bb-67eb-446c-a124-45ddf328e9a2,
2020-12-12 21:49:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.449,2020-12-12 23:23:51.449,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 22:36:00.000,2af82047-a404-4e29-9d84-455b1f7e3033,
2020-12-12 22:36:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.450,2020-12-12 23:23:51.450,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 22:37:00.000,1baedca4-50e6-4289-886a-a9603014b50c,
2020-12-12 22:37:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.452,2020-12-12 23:23:51.452,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 22:43:00.000,fb1f35e6-ba54-40db-a64d-1e4cf240030e,
2020-12-12 22:43:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.452,2020-12-12 23:23:51.452,40004,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 22:50:00.000,c9f3d69c-7748-4223-bba2-0ca8d54baa52,
2020-12-12 22:50:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.453,2020-12-12 23:23:51.453,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 22:51:00.000,9591dbd8-3400-4538-a090-8c40680eeeae,
2020-12-12 22:51:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.454,2020-12-12 23:23:51.454,40004,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 23:16:00.000,ceb6a8c1-e2c3-4fb9-a569-b7b6a273dae8,
2020-12-12 23:16:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.454,2020-12-12 23:23:51.454,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 23:17:00.000,7a15154f-3d27-483a-8afb-55277b52ffe2,
2020-12-12 23:17:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.455,2020-12-12 23:23:51.455,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 23:21:00.000,ab78bee3-21b6-4c67-8213-5077561b1e23,
2020-12-12 23:21:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,,2020-12-12 23:23:51.456,2020-12-12 23:23:51.456,40001,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-12 23:23:00.000,14c70e63-2260-46b6-a202-f2f6194a3ed9,
2020-12-13 17:00:00.000,cec6c5cc-128f-512e-3059-b4b81dadbbec,,2020-12-13 21:21:47.449,2020-12-13 21:21:47.449,40002,UTC+0900,2lBdpDiteS,com.sec.android.app.shealth,2020-12-13 17:21:00.000,4aaed75f-6987-4b30-b59a-ba09dc1a8321,
