com.samsung.shealth.program.sleep_coaching.session,6210049,2
mission_count,is_report_read,start_date,update_time,create_time,data_version,type,deviceuuid,contents_version,pkg_name,end_date,datauuid
,0,1645488000000,2022-02-22 02:50:01.637,2022-02-22 02:50:01.637,1,2,Nz95nEBsYs,,com.sec.android.app.shealth,1647820800000,9929df80-646f-42b2-b987-8d313fa76465,
