com.samsung.health.nutrition,6210049,3
potassium,vitamin_a,vitamin_c,vitamin_d,cholesterol,start_time,custom,sodium,dietary_fiber,total_fat,update_time,create_time,meal_type,monosaturated_fat,protein,polysaturated_fat,iron,sugar,title,added_sugar,calcium,calorie,time_offset,deviceuuid,saturated_fat,trans_fat,pkg_name,carbohydrate,datauuid
0.0,0.0,0.0,,0.0,2020-11-25 09:00:00.000,,0.0,0.0,0.0,2020-11-25 14:57:54.382,2020-11-25 14:57:54.382,100003,0.0,0.0,0.0,0.0,0.0,저녁,,0.0,540.0,UTC+0900,2lBdpDiteS,0.0,0.0,com.sec.android.app.shealth,0.0,8d8d0252-e517-4d87-a7d3-536a953a1408,
