com.samsung.shealth.social.public_challenge.extra,6210049,1
update_time,create_time,type,value,deviceuuid,pkg_name,datauuid
2021-04-27 07:20:52.404,2021-04-27 07:20:52.404,2,{"uiViewStatusItemList":[]},Nz95nEBsYs,com.sec.android.app.shealth,208bac3f-2e2d-47e2-a388-c55474eb4f6e,
