com.samsung.shealth.step_daily_trend,6210049,6
binning_data,update_time,create_time,source_pkg_name,source_type,count,speed,distance,calorie,deviceuuid,pkg_name,datauuid,day_time
40baf2aa-b6b9-4083-868f-73b3dbfaa3ce.binning_data.json,2021-03-03 10:30:58.884,2021-03-03 10:30:58.884,com.sec.android.app.shealth,0,4189,2.5555558,3333.9001,145.23999,Nz95nEBsYs,com.sec.android.app.shealth,40baf2aa-b6b9-4083-868f-73b3dbfaa3ce,1547856000000,
800560e6-592f-44da-81a7-1c54f278fb7e.binning_data.json,2021-03-03 10:30:58.884,2021-03-03 10:30:58.884,com.sec.android.app.shealth,0,14058,3.9722216,11031.311,515.27997,Nz95nEBsYs,com.sec.android.app.shealth,800560e6-592f-44da-81a7-1c54f278fb7e,1547769600000,
dc08fc04-304c-4c15-9ded-35599bd6f778.binning_data.json,2021-03-03 15:00:02.322,2021-03-03 10:31:02.686,com.sec.android.app.shealth,24,7262,1.3713554,5417.809,290.96,m6sL7dLFqc,com.sec.android.app.shealth,dc08fc04-304c-4c15-9ded-35599bd6f778,1614729600000,
108ce0ad-21f6-45dc-a66c-470c7c91ddb0.binning_data.json,2021-03-03 10:30:58.883,2021-03-03 10:30:58.883,com.sec.android.app.shealth,0,6324,4.75,4769.88,236.33998,Nz95nEBsYs,com.sec.android.app.shealth,108ce0ad-21f6-45dc-a66c-470c7c91ddb0,1547510400000,
f195f854-2ae9-42d1-9c14-4db00c98b505.binning_data.json,2021-03-03 10:30:58.891,2021-03-03 10:30:58.891,com.sec.android.app.shealth,0,6566,3.7777781,5005.5996,244.61995,Nz95nEBsYs,com.sec.android.app.shealth,f195f854-2ae9-42d1-9c14-4db00c98b505,1548374400000,
7a42dd59-50cc-4b30-9510-21b951330ffe.binning_data.json,2021-03-03 10:30:58.888,2021-03-03 10:30:58.888,com.sec.android.app.shealth,0,3724,2.7777772,2857.0999,143.28996,Nz95nEBsYs,com.sec.android.app.shealth,7a42dd59-50cc-4b30-9510-21b951330ffe,1548115200000,
8a13fc4b-8d00-4399-9471-5b231b40a763.binning_data.json,2021-03-03 10:30:58.886,2021-03-03 10:30:58.886,com.sec.android.app.shealth,0,342,2.6111114,264.94,12.47,Nz95nEBsYs,com.sec.android.app.shealth,8a13fc4b-8d00-4399-9471-5b231b40a763,1547942400000,
b92d951c-9022-4daf-b471-d05c78cc8717.binning_data.json,2021-03-03 10:30:58.889,2021-03-03 10:30:58.889,com.sec.android.app.shealth,0,3631,2.2500002,2721.7898,145.65,Nz95nEBsYs,com.sec.android.app.shealth,b92d951c-9022-4daf-b471-d05c78cc8717,1548288000000,
67db47f8-298f-4c73-8531-c5e4adffed60.binning_data.json,2021-03-03 10:30:58.887,2021-03-03 10:30:58.887,com.sec.android.app.shealth,0,8037,3.9444444,6113.12,294.21997,Nz95nEBsYs,com.sec.android.app.shealth,67db47f8-298f-4c73-8531-c5e4adffed60,1548028800000,
fa720e3a-8330-49c9-afd5-4b6ddcc004d7.binning_data.json,2021-03-03 10:30:58.883,2021-03-03 10:30:58.883,com.sec.android.app.shealth,0,8383,3.4444444,6397.66,314.8,Nz95nEBsYs,com.sec.android.app.shealth,fa720e3a-8330-49c9-afd5-4b6ddcc004d7,1547683200000,
9a0a7ee3-1ada-400a-9f9e-8bf82ce7cb02.binning_data.json,2021-03-03 10:30:58.891,2021-03-03 10:30:58.891,com.sec.android.app.shealth,0,9138,3.0833328,7044.4497,333.61,Nz95nEBsYs,com.sec.android.app.shealth,9a0a7ee3-1ada-400a-9f9e-8bf82ce7cb02,1548633600000,
d368808b-7c40-460a-b138-fd0c8bafb2e8.binning_data.json,2021-03-03 10:30:58.891,2021-03-03 10:30:58.891,com.sec.android.app.shealth,0,2412,2.2110417,1849.74,94.13,Nz95nEBsYs,com.sec.android.app.shealth,d368808b-7c40-460a-b138-fd0c8bafb2e8,1548460800000,
4a26b2fe-8c6e-4a07-86e4-c351fffe1e6a.binning_data.json,2021-03-03 10:30:58.892,2021-03-03 10:30:58.892,com.sec.android.app.shealth,0,4838,2.5833333,3595.78,186.20999,Nz95nEBsYs,com.sec.android.app.shealth,4a26b2fe-8c6e-4a07-86e4-c351fffe1e6a,1548806400000,
0573dc07-50b9-4a27-92dd-0d27429d0485.binning_data.json,2021-03-03 10:30:58.891,2021-03-03 10:30:58.891,com.sec.android.app.shealth,0,2269,2.5833333,1762.0801,81.78999,Nz95nEBsYs,com.sec.android.app.shealth,0573dc07-50b9-4a27-92dd-0d27429d0485,1548547200000,
752e2e52-97b1-489f-bbd3-6091abb17889.binning_data.json,2021-03-03 10:30:58.888,2021-03-03 10:30:58.888,com.sec.android.app.shealth,0,16375,2.7222223,12401.85,630.63995,Nz95nEBsYs,com.sec.android.app.shealth,752e2e52-97b1-489f-bbd3-6091abb17889,1548201600000,
f6ec2d14-9705-4e02-98a9-b37e4536e3ac.binning_data.json,2021-03-03 10:30:58.892,2021-03-03 10:30:58.892,com.sec.android.app.shealth,0,11814,3.8055558,8916.02,454.27,Nz95nEBsYs,com.sec.android.app.shealth,f6ec2d14-9705-4e02-98a9-b37e4536e3ac,1548892800000,
ccc1110f-a688-4d63-af56-e65e89b3afce.binning_data.json,2021-03-03 10:30:58.893,2021-03-03 10:30:58.893,com.sec.android.app.shealth,0,870,2.4444444,711.37,34.489998,Nz95nEBsYs,com.sec.android.app.shealth,ccc1110f-a688-4d63-af56-e65e89b3afce,1549152000000,
a52d97ab-2b59-497c-89b3-11b099ee0531.binning_data.json,2021-03-03 10:30:58.893,2021-03-03 10:30:58.893,com.sec.android.app.shealth,0,3620,4.0134873,2780.22,136.77998,Nz95nEBsYs,com.sec.android.app.shealth,a52d97ab-2b59-497c-89b3-11b099ee0531,1548979200000,
662c541b-4091-4688-ac39-b409b32b100b.binning_data.json,2021-03-03 10:30:58.893,2021-03-03 10:30:58.893,com.sec.android.app.shealth,0,5331,2.8333333,3962.6199,206.82997,Nz95nEBsYs,com.sec.android.app.shealth,662c541b-4091-4688-ac39-b409b32b100b,1549065600000,
735b6757-07e1-4885-bc64-84168dbf1dc7.binning_data.json,2021-03-03 10:30:58.894,2021-03-03 10:30:58.894,com.sec.android.app.shealth,0,133,3.0833328,103.770004,4.7299995,Nz95nEBsYs,com.sec.android.app.shealth,735b6757-07e1-4885-bc64-84168dbf1dc7,1549411200000,
c0c18090-e241-4321-a037-ec826d47e756.binning_data.json,2021-03-03 10:30:58.894,2021-03-03 10:30:58.894,com.sec.android.app.shealth,0,1274,3.4166667,1003.24,48.079998,Nz95nEBsYs,com.sec.android.app.shealth,c0c18090-e241-4321-a037-ec826d47e756,1549324800000,
b92d25ae-f68c-4eda-a8f2-1e4f64169a1f.binning_data.json,2021-03-03 10:30:58.895,2021-03-03 10:30:58.895,com.sec.android.app.shealth,0,1647,3.8333333,1304.89,61.29,Nz95nEBsYs,com.sec.android.app.shealth,b92d25ae-f68c-4eda-a8f2-1e4f64169a1f,1549670400000,
2fa9ed2f-2fe1-4fe1-a159-cad804fb8394.binning_data.json,2021-03-03 10:30:58.894,2021-03-03 10:30:58.894,com.sec.android.app.shealth,0,8461,2.7777772,6452.51,318.54996,Nz95nEBsYs,com.sec.android.app.shealth,2fa9ed2f-2fe1-4fe1-a159-cad804fb8394,1549497600000,
6e2f0be6-59a3-4d57-ba01-dfad9bf596b4.binning_data.json,2021-03-03 10:30:58.891,2021-03-03 10:30:58.891,com.sec.android.app.shealth,0,9309,3.1111116,7204.19,340.77,Nz95nEBsYs,com.sec.android.app.shealth,6e2f0be6-59a3-4d57-ba01-dfad9bf596b4,1548720000000,
1279723c-78d0-48b4-a103-068876b0feaa.binning_data.json,2021-03-03 10:30:58.896,2021-03-03 10:30:58.896,com.sec.android.app.shealth,0,7017,2.8611112,5406.84,258.28,Nz95nEBsYs,com.sec.android.app.shealth,1279723c-78d0-48b4-a103-068876b0feaa,1549929600000,
fad673f8-3e53-4911-a5d5-9937cd0c9614.binning_data.json,2021-03-03 10:30:58.896,2021-03-03 10:30:58.896,com.sec.android.app.shealth,0,10288,6.9444447,7814.7397,406.87997,Nz95nEBsYs,com.sec.android.app.shealth,fad673f8-3e53-4911-a5d5-9937cd0c9614,1549843200000,
bdd5f364-41c0-4d11-9d30-7d5b6b913fe1.binning_data.json,2021-03-03 10:30:58.895,2021-03-03 10:30:58.895,com.sec.android.app.shealth,0,9399,4.000001,7212.1,355.48996,Nz95nEBsYs,com.sec.android.app.shealth,bdd5f364-41c0-4d11-9d30-7d5b6b913fe1,1549584000000,
87ae554e-b9a9-4a60-aaf5-b0359ee28ef3.binning_data.json,2021-03-03 10:30:58.897,2021-03-03 10:30:58.897,com.sec.android.app.shealth,0,11904,3.75,8998.65,452.41998,Nz95nEBsYs,com.sec.android.app.shealth,87ae554e-b9a9-4a60-aaf5-b0359ee28ef3,1550188800000,
49874f56-eea0-4a3d-b8f8-51ca48009dd6.binning_data.json,2021-03-03 10:30:58.896,2021-03-03 10:30:58.896,com.sec.android.app.shealth,0,10126,2.7777772,7419.85,399.84,Nz95nEBsYs,com.sec.android.app.shealth,49874f56-eea0-4a3d-b8f8-51ca48009dd6,1550016000000,
c3ca25df-20f0-4270-bb62-88b6f99c0ea6.binning_data.json,2021-03-03 10:30:58.893,2021-03-03 10:30:58.893,com.sec.android.app.shealth,0,1597,6.9410954,1441.77,75.61,Nz95nEBsYs,com.sec.android.app.shealth,c3ca25df-20f0-4270-bb62-88b6f99c0ea6,1549238400000,
279f3417-3237-44e6-a105-6e2c427bbabb.binning_data.json,2021-03-03 10:30:58.898,2021-03-03 10:30:58.898,com.sec.android.app.shealth,0,3676,2.848909,2797.5,141.89,Nz95nEBsYs,com.sec.android.app.shealth,279f3417-3237-44e6-a105-6e2c427bbabb,1550448000000,
3a4b12cd-3cb1-435f-af27-e9300cb23e25.binning_data.json,2021-03-03 10:30:58.897,2021-03-03 10:30:58.897,com.sec.android.app.shealth,0,10465,3.7222228,8031.7896,382.40994,Nz95nEBsYs,com.sec.android.app.shealth,3a4b12cd-3cb1-435f-af27-e9300cb23e25,1550102400000,
49216350-87b6-4205-882f-b05502c36105.binning_data.json,2021-03-03 10:30:58.898,2021-03-03 10:30:58.898,com.sec.android.app.shealth,0,13326,3.8888886,10038.12,516.55994,Nz95nEBsYs,com.sec.android.app.shealth,49216350-87b6-4205-882f-b05502c36105,1550361600000,
12b9eb14-69a1-45a2-8093-9ef7d55d3875.binning_data.json,2021-03-03 10:30:58.898,2021-03-03 10:30:58.898,com.sec.android.app.shealth,0,9434,3.6340575,7562.55,343.78998,Nz95nEBsYs,com.sec.android.app.shealth,12b9eb14-69a1-45a2-8093-9ef7d55d3875,1550534400000,
0a40fce3-b453-41e8-98ff-0a4e4f04f7d0.binning_data.json,2021-03-03 10:30:58.895,2021-03-03 10:30:58.895,com.sec.android.app.shealth,0,3344,2.944444,2538.8,119.32,Nz95nEBsYs,com.sec.android.app.shealth,0a40fce3-b453-41e8-98ff-0a4e4f04f7d0,1549756800000,
9ffa18df-4b9d-456b-96c7-599f16770fff.binning_data.json,2021-03-03 10:30:58.900,2021-03-03 10:30:58.900,com.sec.android.app.shealth,0,11716,3.4166667,8764.989,456.63998,Nz95nEBsYs,com.sec.android.app.shealth,9ffa18df-4b9d-456b-96c7-599f16770fff,1550966400000,
463adc8e-bbb2-4957-ad25-76c28b2eb7e1.binning_data.json,2021-03-03 10:30:58.899,2021-03-03 10:30:58.899,com.sec.android.app.shealth,0,7913,2.5555558,6096.38,297.72,Nz95nEBsYs,com.sec.android.app.shealth,463adc8e-bbb2-4957-ad25-76c28b2eb7e1,1550707200000,
3b240510-3179-4493-8635-e502bd5f6864.binning_data.json,2021-03-03 10:30:58.899,2021-03-03 10:30:58.899,com.sec.android.app.shealth,0,10929,3.6388888,8842.75,406.75998,Nz95nEBsYs,com.sec.android.app.shealth,3b240510-3179-4493-8635-e502bd5f6864,1550620800000,
7c77358a-e8db-4602-9f3d-d6e4bf0831a1.binning_data.json,2021-03-03 10:30:58.900,2021-03-03 10:30:58.900,com.sec.android.app.shealth,0,7454,3.388889,5517.4097,294.19998,Nz95nEBsYs,com.sec.android.app.shealth,7c77358a-e8db-4602-9f3d-d6e4bf0831a1,1550880000000,
a1a4727d-9dae-4680-b407-94eac7b1d106.binning_data.json,2021-03-03 10:30:58.900,2021-03-03 10:30:58.900,com.sec.android.app.shealth,0,9316,2.6111114,7116.2495,341.43994,Nz95nEBsYs,com.sec.android.app.shealth,a1a4727d-9dae-4680-b407-94eac7b1d106,1551052800000,
533aba84-546a-42df-b595-d8da9d07f9f6.binning_data.json,2021-03-03 10:30:58.902,2021-03-03 10:30:58.902,com.sec.android.app.shealth,0,9905,3.3055556,7682.32,373.69998,Nz95nEBsYs,com.sec.android.app.shealth,533aba84-546a-42df-b595-d8da9d07f9f6,1551484800000,
8bdaa0f4-2214-4c8d-bea5-52712a20551c.binning_data.json,2021-03-03 10:30:58.901,2021-03-03 10:30:58.901,com.sec.android.app.shealth,0,11173,3.1111116,8654.3,414.28998,Nz95nEBsYs,com.sec.android.app.shealth,8bdaa0f4-2214-4c8d-bea5-52712a20551c,1551139200000,
3e5d0fd7-a62b-4d2f-9d74-1e4903a78df6.binning_data.json,2021-03-03 10:30:58.897,2021-03-03 10:30:58.897,com.sec.android.app.shealth,0,3937,2.7222223,3083.89,139.33,Nz95nEBsYs,com.sec.android.app.shealth,3e5d0fd7-a62b-4d2f-9d74-1e4903a78df6,1550275200000,
f23f9855-c195-41e4-b045-28cdebe0fa07.binning_data.json,2021-03-03 10:30:58.901,2021-03-03 10:30:58.901,com.sec.android.app.shealth,0,13140,3.0833328,9844.01,526.22,Nz95nEBsYs,com.sec.android.app.shealth,f23f9855-c195-41e4-b045-28cdebe0fa07,1551225600000,
aaca59a6-a048-44af-8c90-6c6aca61cd9f.binning_data.json,2021-03-03 10:30:58.902,2021-03-03 10:30:58.902,com.sec.android.app.shealth,0,8288,3.1111116,6470.71,298.71,Nz95nEBsYs,com.sec.android.app.shealth,aaca59a6-a048-44af-8c90-6c6aca61cd9f,1551398400000,
6c43d158-559f-4b09-8ba8-42d5de779ee4.binning_data.json,2021-03-03 10:30:58.904,2021-03-03 10:30:58.904,com.sec.android.app.shealth,0,20765,5.8917627,15842.88,760.86,Nz95nEBsYs,com.sec.android.app.shealth,6c43d158-559f-4b09-8ba8-42d5de779ee4,1552003200000,
b562ae49-f6cd-4e74-90fd-ddf5fc4128ce.binning_data.json,2021-03-03 10:30:58.899,2021-03-03 10:30:58.899,com.sec.android.app.shealth,0,19385,3.0026402,14656.72,744.39996,Nz95nEBsYs,com.sec.android.app.shealth,b562ae49-f6cd-4e74-90fd-ddf5fc4128ce,1550793600000,
e7a2493d-3ba1-4001-b021-ec17e409157c.binning_data.json,2021-03-03 10:30:58.904,2021-03-03 10:30:58.904,com.sec.android.app.shealth,0,14525,2.8347547,10691.37,566.18994,Nz95nEBsYs,com.sec.android.app.shealth,e7a2493d-3ba1-4001-b021-ec17e409157c,1551657600000,
a8f9439e-86db-49d9-af76-b22986ee7d93.binning_data.json,2021-03-03 10:30:58.902,2021-03-03 10:30:58.902,com.sec.android.app.shealth,0,4350,2.4166672,3312.62,161.75998,Nz95nEBsYs,com.sec.android.app.shealth,a8f9439e-86db-49d9-af76-b22986ee7d93,1551571200000,
da11871e-3c21-4829-9774-16341fbde110.binning_data.json,2021-03-03 10:30:58.905,2021-03-03 10:30:58.905,com.sec.android.app.shealth,0,15185,3.3888888,11559.88,574.26996,Nz95nEBsYs,com.sec.android.app.shealth,da11871e-3c21-4829-9774-16341fbde110,1552521600000,
3a056318-69b9-4871-821e-fe87cf363809.binning_data.json,2021-03-03 10:30:58.901,2021-03-03 10:30:58.901,com.sec.android.app.shealth,0,11839,6.944445,8665.87,485.87997,Nz95nEBsYs,com.sec.android.app.shealth,3a056318-69b9-4871-821e-fe87cf363809,1551312000000,
c57f8757-ee13-4298-8c4f-1223cab8bc23.binning_data.json,2021-03-03 10:30:58.904,2021-03-03 10:30:58.904,com.sec.android.app.shealth,0,10212,3.138889,7740.32,366.77997,Nz95nEBsYs,com.sec.android.app.shealth,c57f8757-ee13-4298-8c4f-1223cab8bc23,1551744000000,
ac49f37e-56b3-4e2d-93c5-1d9fd5f3dcd4.binning_data.json,2021-03-03 10:30:58.904,2021-03-03 10:30:58.904,com.sec.android.app.shealth,0,10857,3.333333,8241.02,404.33997,Nz95nEBsYs,com.sec.android.app.shealth,ac49f37e-56b3-4e2d-93c5-1d9fd5f3dcd4,1551916800000,
066e365a-0a2b-42cf-a1a6-ebfcdd813c4e.binning_data.json,2021-03-03 10:30:58.906,2021-03-03 10:30:58.906,com.sec.android.app.shealth,0,8384,3.49823,6567.8003,360.15,Nz95nEBsYs,com.sec.android.app.shealth,066e365a-0a2b-42cf-a1a6-ebfcdd813c4e,1553040000000,
49231142-8707-411c-bf9d-2883af03c7c3.binning_data.json,2021-03-03 10:30:58.905,2021-03-03 10:30:58.905,com.sec.android.app.shealth,0,9432,3.3935525,6941.49,373.58,Nz95nEBsYs,com.sec.android.app.shealth,49231142-8707-411c-bf9d-2883af03c7c3,1552176000000,
92585699-1d0d-4105-a8d8-8056f76c59f0.binning_data.json,2021-03-03 10:30:58.904,2021-03-03 10:30:58.904,com.sec.android.app.shealth,0,11500,6.1944456,8641.33,435.50998,Nz95nEBsYs,com.sec.android.app.shealth,92585699-1d0d-4105-a8d8-8056f76c59f0,1551830400000,
8b7a108d-0fd4-4dfe-b7b4-6a228a18a680.binning_data.json,2021-03-03 10:30:58.905,2021-03-03 10:30:58.905,com.sec.android.app.shealth,0,10368,3.7777777,7868.26,377.08,Nz95nEBsYs,com.sec.android.app.shealth,8b7a108d-0fd4-4dfe-b7b4-6a228a18a680,1552262400000,
1a67f45a-80e7-4430-88d3-17972e6e0397.binning_data.json,2021-03-03 10:30:58.905,2021-03-03 10:30:58.905,com.sec.android.app.shealth,0,13171,3.7222228,9984.37,497.86996,Nz95nEBsYs,com.sec.android.app.shealth,1a67f45a-80e7-4430-88d3-17972e6e0397,1552435200000,
6f6040d9-5dd5-4eb6-8cec-4ffb9b4b4b70.binning_data.json,2021-03-03 10:30:58.905,2021-03-03 10:30:58.905,com.sec.android.app.shealth,0,10789,3.361111,8274.859,410.74994,Nz95nEBsYs,com.sec.android.app.shealth,6f6040d9-5dd5-4eb6-8cec-4ffb9b4b4b70,1552348800000,
1f22fccc-3168-4d09-b6cd-d0f1a0050ab9.binning_data.json,2021-03-03 10:30:58.905,2021-03-03 10:30:58.905,com.sec.android.app.shealth,0,4700,5.4444447,3750.69,191.26,Nz95nEBsYs,com.sec.android.app.shealth,1f22fccc-3168-4d09-b6cd-d0f1a0050ab9,1552694400000,
ad70a5df-e922-4d18-b99c-077f6be96327.binning_data.json,2021-03-03 10:30:58.908,2021-03-03 10:30:58.908,com.sec.android.app.shealth,0,11046,3.4722226,8484.96,430.03998,Nz95nEBsYs,com.sec.android.app.shealth,ad70a5df-e922-4d18-b99c-077f6be96327,1553558400000,
4cb9e7a2-1ce8-40a5-bdc0-44197e198b4b.binning_data.json,2021-03-03 10:30:58.904,2021-03-03 10:30:58.904,com.sec.android.app.shealth,0,4193,5.61111,3221.5598,159.81999,Nz95nEBsYs,com.sec.android.app.shealth,4cb9e7a2-1ce8-40a5-bdc0-44197e198b4b,1552089600000,
5c57a389-35ad-4373-b0ba-61031b66095c.binning_data.json,2021-03-03 10:30:58.906,2021-03-03 10:30:58.906,com.sec.android.app.shealth,0,10242,2.3611112,8081.87,431.47995,Nz95nEBsYs,com.sec.android.app.shealth,5c57a389-35ad-4373-b0ba-61031b66095c,1552953600000,
84380075-8fdd-4391-85d0-744c04b2b581.binning_data.json,2021-03-03 10:30:58.905,2021-03-03 10:30:58.905,com.sec.android.app.shealth,0,7666,3.0277777,6107.04,326.21997,Nz95nEBsYs,com.sec.android.app.shealth,84380075-8fdd-4391-85d0-744c04b2b581,1552780800000,
74f8c59a-3e4f-4fce-9cfd-b887285bd386.binning_data.json,2021-03-03 10:30:58.908,2021-03-03 10:30:58.908,com.sec.android.app.shealth,0,6561,3.1944444,5040.83,282.75998,Nz95nEBsYs,com.sec.android.app.shealth,74f8c59a-3e4f-4fce-9cfd-b887285bd386,1553212800000,
0d3ad04a-f971-4b8d-9779-eaefe5107d1e.binning_data.json,2021-03-03 10:30:58.906,2021-03-03 10:30:58.906,com.sec.android.app.shealth,0,16595,4.142467,12806.71,727.11,Nz95nEBsYs,com.sec.android.app.shealth,0d3ad04a-f971-4b8d-9779-eaefe5107d1e,1552867200000,
4f0ea262-3c97-48a2-999f-753517fd3a86.binning_data.json,2021-03-03 10:30:58.909,2021-03-03 10:30:58.909,com.sec.android.app.shealth,0,9877,2.892254,7712.4697,426.03998,Nz95nEBsYs,com.sec.android.app.shealth,4f0ea262-3c97-48a2-999f-753517fd3a86,1554076800000,
1b2e4277-8fd2-40c1-b5f3-e5e38177fb4a.binning_data.json,2021-03-03 10:30:58.908,2021-03-03 10:30:58.908,com.sec.android.app.shealth,0,3584,4.6586714,2832.6301,156.15999,Nz95nEBsYs,com.sec.android.app.shealth,1b2e4277-8fd2-40c1-b5f3-e5e38177fb4a,1553385600000,
83c6d1ce-03f1-4641-bdaa-a884668b3b1d.binning_data.json,2021-03-03 10:30:58.905,2021-03-03 10:30:58.905,com.sec.android.app.shealth,0,9530,4.583334,7471.94,375.45996,Nz95nEBsYs,com.sec.android.app.shealth,83c6d1ce-03f1-4641-bdaa-a884668b3b1d,1552608000000,
6e57a54b-b527-4b89-bb87-9b87656c0ae6.binning_data.json,2021-03-03 10:30:58.908,2021-03-03 10:30:58.908,com.sec.android.app.shealth,0,7750,3.4409902,6189.66,339.96,Nz95nEBsYs,com.sec.android.app.shealth,6e57a54b-b527-4b89-bb87-9b87656c0ae6,1553299200000,
2a4395fb-7a27-44ea-bd8d-a495a642b0c0.binning_data.json,2021-03-03 10:30:58.912,2021-03-03 10:30:58.912,com.sec.android.app.shealth,0,3438,3.6388888,2720.21,140.56,Nz95nEBsYs,com.sec.android.app.shealth,2a4395fb-7a27-44ea-bd8d-a495a642b0c0,1554595200000,
00637bd8-cb4b-4ed6-bc19-8ed5864000b5.binning_data.json,2021-03-03 10:30:58.908,2021-03-03 10:30:58.908,com.sec.android.app.shealth,0,4766,3.3055556,3817.96,210.54999,Nz95nEBsYs,com.sec.android.app.shealth,00637bd8-cb4b-4ed6-bc19-8ed5864000b5,1553904000000,
daf4595c-8216-45e8-8114-ba458cc11f2b.binning_data.json,2021-03-03 10:30:58.908,2021-03-03 10:30:58.908,com.sec.android.app.shealth,0,7319,3.8611114,5912.56,324.44998,Nz95nEBsYs,com.sec.android.app.shealth,daf4595c-8216-45e8-8114-ba458cc11f2b,1553126400000,
86921184-8688-4353-936d-f2d3d3ac3b23.binning_data.json,2021-03-03 10:30:58.908,2021-03-03 10:30:58.908,com.sec.android.app.shealth,0,10644,3.0833328,8274.66,457.94998,Nz95nEBsYs,com.sec.android.app.shealth,86921184-8688-4353-936d-f2d3d3ac3b23,1553472000000,
5299ebcb-cbc9-4564-b099-2a91b180d05c.binning_data.json,2021-03-03 10:30:58.908,2021-03-03 10:30:58.908,com.sec.android.app.shealth,0,9467,2.9166667,7424.6597,381.05997,Nz95nEBsYs,com.sec.android.app.shealth,5299ebcb-cbc9-4564-b099-2a91b180d05c,1553817600000,
8424cd7f-fc67-4a81-9f55-55da575994a8.binning_data.json,2021-03-03 10:30:58.908,2021-03-03 10:30:58.908,com.sec.android.app.shealth,0,7079,2.9166667,5567.41,307.54996,Nz95nEBsYs,com.sec.android.app.shealth,8424cd7f-fc67-4a81-9f55-55da575994a8,1553731200000,
ca7c4b37-7b90-4f2c-ab27-4a5594d212a6.binning_data.json,2021-03-03 10:30:58.909,2021-03-03 10:30:58.909,com.sec.android.app.shealth,0,13024,2.9435642,10227.15,548.24,Nz95nEBsYs,com.sec.android.app.shealth,ca7c4b37-7b90-4f2c-ab27-4a5594d212a6,1554422400000,
60e5cdbb-c730-4367-8db8-54ab80170a15.binning_data.json,2021-03-03 10:30:58.912,2021-03-03 10:30:58.912,com.sec.android.app.shealth,0,5663,2.75,4477.15,233.67,Nz95nEBsYs,com.sec.android.app.shealth,60e5cdbb-c730-4367-8db8-54ab80170a15,1555113600000,
