com.samsung.shealth.stand_day_summary,6210049,1
stand_time,update_time,create_time,deviceuuid,pkg_name,datauuid,day_time
2113536,2021-10-27 12:43:55.289,2021-10-26 15:00:08.042,m6sL7dLFqc,com.sec.android.app.shealth,4c769611-e69e-6fea-7f1b-9549d90b1d7f,1635292800000,
65536,2021-11-02 07:42:52.627,2021-11-01 15:00:05.175,m6sL7dLFqc,com.sec.android.app.shealth,3f419693-a930-3196-0100-989617278e9b,1635811200000,
9453568,2021-04-29 14:15:44.256,2021-04-28 15:00:07.543,m6sL7dLFqc,com.sec.android.app.shealth,deab0640-956d-e179-d0d9-67592eb87f43,1619654400000,
2383872,2021-11-08 12:49:49.327,2021-11-07 15:00:07.947,m6sL7dLFqc,com.sec.android.app.shealth,910447bb-84c9-acc1-dc46-7abac7b75269,1636329600000,
26,2021-11-13 19:22:12.286,2021-11-13 15:00:07.745,m6sL7dLFqc,com.sec.android.app.shealth,d2970c1d-5aac-5902-65fa-66a5ad8f146b,1636848000000,
0,2021-11-20 15:00:12.742,2021-11-20 15:00:12.742,m6sL7dLFqc,com.sec.android.app.shealth,0f56e215-ef1b-1187-83b9-7e2dd9cc6853,1637452800000,
0,2021-11-26 15:00:06.022,2021-11-26 15:00:06.022,m6sL7dLFqc,com.sec.android.app.shealth,917bafe8-7afb-1925-98a4-a73e7b596bae,1637971200000,
135168,2021-05-05 08:12:28.288,2021-05-04 15:00:05.010,m6sL7dLFqc,com.sec.android.app.shealth,ea811b77-c8ad-30f0-ce82-fb8950ed1ddd,1620172800000,
270336,2021-12-03 09:14:10.304,2021-12-02 15:00:07.895,m6sL7dLFqc,com.sec.android.app.shealth,59fa5ea4-097a-46af-60c4-92f106a90b47,1638489600000,
2921472,2020-11-01 13:28:52.363,2020-10-31 15:00:06.071,m6sL7dLFqc,com.sec.android.app.shealth,ef32c6fb-0bc6-26e3-91d8-446d39e8d1f7,1604188800000,
9703424,2020-11-07 14:42:08.356,2020-11-06 15:00:09.638,m6sL7dLFqc,com.sec.android.app.shealth,a26793ea-2196-84c4-707e-926c79ddc347,1604707200000,
1458176,2021-05-11 11:19:50.316,2021-05-10 15:00:06.362,m6sL7dLFqc,com.sec.android.app.shealth,93304fbb-8e32-2b91-4d10-62bcb4f23ebe,1620691200000,
1024,2020-11-13 01:54:32.363,2020-11-12 15:00:08.045,m6sL7dLFqc,com.sec.android.app.shealth,d7ed3ad0-7962-0d14-c6f1-4bc4696158a8,1605225600000,
272384,2020-11-19 09:55:28.276,2020-11-18 15:00:07.774,m6sL7dLFqc,com.sec.android.app.shealth,82f078c2-fe92-4a0f-70be-ff7759148654,1605744000000,
135168,2020-11-25 08:11:52.163,2020-11-24 15:00:11.402,m6sL7dLFqc,com.sec.android.app.shealth,11b8f89d-4f97-1f2f-8bf4-8d52dd578285,1606262400000,
1442816,2020-12-01 11:34:43.262,2020-11-30 15:00:11.794,m6sL7dLFqc,com.sec.android.app.shealth,83a34a6c-cf54-eb2f-56e4-74a705deae8d,1606780800000,
1179648,2021-05-17 11:48:56.224,2021-05-16 15:00:11.215,m6sL7dLFqc,com.sec.android.app.shealth,061b9c00-470a-0b9d-f443-2875e218575a,1621209600000,
1183744,2020-12-07 11:43:50.291,2020-12-06 15:00:04.664,m6sL7dLFqc,com.sec.android.app.shealth,5b708297-0a97-5594-5636-afce0ce4878a,1607299200000,
73728,2020-12-13 07:41:45.305,2020-12-12 15:00:14.769,m6sL7dLFqc,com.sec.android.app.shealth,949b044c-6731-b7d7-6025-9a1eaf3b8e54,1607817600000,
1,2020-12-18 15:56:42.612,2020-12-18 15:00:14.190,m6sL7dLFqc,com.sec.android.app.shealth,88ec01f7-10d3-0547-05d2-2428ede67d74,1608336000000,
4227072,2020-12-25 13:49:16.257,2020-12-24 15:00:10.174,m6sL7dLFqc,com.sec.android.app.shealth,35a8a4c4-61b2-6182-ca01-b16df954a243,1608854400000,
294912,2021-05-23 09:29:49.309,2021-05-22 15:00:04.701,m6sL7dLFqc,com.sec.android.app.shealth,b8fae61f-e560-ab81-ee38-933dcda4e5bd,1621728000000,
0,2020-12-30 15:00:15.124,2020-12-30 15:00:15.124,m6sL7dLFqc,com.sec.android.app.shealth,7bf81a35-35b3-c361-f919-bee6e7de9df3,1609372800000,
532482,2021-05-29 10:03:32.292,2021-05-28 15:00:06.941,m6sL7dLFqc,com.sec.android.app.shealth,575d7404-2976-fa8a-e4e4-fa2b9f8c36bd,1622246400000,
5128192,2021-06-04 13:41:58.297,2021-06-03 15:00:10.783,m6sL7dLFqc,com.sec.android.app.shealth,ffc11d8e-4ccd-36af-d59c-7f95a47dd305,1622764800000,
2163712,2021-01-06 12:38:46.250,2021-01-05 15:00:05.923,m6sL7dLFqc,com.sec.android.app.shealth,bb8f7fc1-802b-7df8-eda2-acfb73765f1d,1609891200000,
51200,2021-01-12 06:47:06.567,2021-01-11 15:00:04.377,m6sL7dLFqc,com.sec.android.app.shealth,470e10eb-d2e5-50de-0285-d3822f9fd16e,1610409600000,
13312,2021-01-18 04:37:19.601,2021-01-17 15:00:07.881,m6sL7dLFqc,com.sec.android.app.shealth,728840dd-8550-bddf-ea1a-2bc169b49069,1610928000000,
672768,2021-06-10 10:42:29.304,2021-06-09 15:00:06.800,m6sL7dLFqc,com.sec.android.app.shealth,427f7f3f-f2d1-b06b-aa4f-b807d8fe5340,1623283200000,
2393088,2021-01-25 12:01:52.301,2021-01-24 15:00:03.706,m6sL7dLFqc,com.sec.android.app.shealth,7a3eab72-6c20-90da-388a-5108ecb92392,1611532800000,
0,2021-01-30 15:00:07.383,2021-01-30 15:00:07.383,m6sL7dLFqc,com.sec.android.app.shealth,3fb7a7e1-6640-b26f-23a2-23971cb6ce08,1612051200000,
1318912,2021-06-16 11:04:43.296,2021-06-15 15:00:08.207,m6sL7dLFqc,com.sec.android.app.shealth,5b096032-b5b6-cc70-ff28-7751bcd0781e,1623801600000,
0,2021-02-05 15:00:17.687,2021-02-05 15:00:17.686,m6sL7dLFqc,com.sec.android.app.shealth,a32fbbf2-3d03-fb2b-b705-d0d6f08cd759,1612569600000,
1048576,2021-02-12 13:35:21.533,2021-02-11 15:00:02.894,m6sL7dLFqc,com.sec.android.app.shealth,d7e43d39-16ee-1e0a-7545-92c8067b9fc5,1613088000000,
6604800,2021-02-18 13:40:25.068,2021-02-17 15:00:04.700,m6sL7dLFqc,com.sec.android.app.shealth,32f7ece6-1055-cfa7-a0a4-20ffdadec844,1613606400000,
5382144,2021-03-05 13:23:05.256,2021-03-04 15:00:08.820,m6sL7dLFqc,com.sec.android.app.shealth,d0ddef55-d82e-79fa-7f5a-e1c488fc25da,1614902400000,
149504,2021-06-22 08:16:51.279,2021-06-21 15:00:11.984,m6sL7dLFqc,com.sec.android.app.shealth,5a153aef-5ec3-6bae-174a-08b147bc4ae4,1624320000000,
6582274,2021-03-11 13:24:59.247,2021-03-10 15:00:10.978,m6sL7dLFqc,com.sec.android.app.shealth,7c0f9e7a-277b-3102-a441-0def0e42bc97,1615420800000,
0,2021-03-16 15:00:11.939,2021-03-16 15:00:11.939,m6sL7dLFqc,com.sec.android.app.shealth,230d8e8f-ec98-55a7-df48-28954b7753db,1615939200000,
340992,2021-03-23 09:17:03.537,2021-03-22 15:00:24.215,m6sL7dLFqc,com.sec.android.app.shealth,334241ce-8506-7442-2898-26ccf60e07d9,1616457600000,
8388608,2021-04-13 14:45:55.835,2021-04-12 15:00:11.637,m6sL7dLFqc,com.sec.android.app.shealth,7ac14376-33b2-bf3a-9f2c-25e7cc76fb3f,1618272000000,
1212416,2021-06-28 11:44:03.327,2021-06-27 15:00:07.929,m6sL7dLFqc,com.sec.android.app.shealth,9884dcba-8809-d7e7-2ae6-7682d0ea5507,1624838400000,
9027584,2021-04-19 14:43:37.507,2021-04-19 01:50:44.240,m6sL7dLFqc,com.sec.android.app.shealth,c21d6c9b-4b23-db74-4b41-2191fe68162c,1618790400000,
163840,2021-04-25 08:31:28.268,2021-04-24 15:00:05.897,m6sL7dLFqc,com.sec.android.app.shealth,49a8181b-d12d-0646-e977-ad49b5b64aae,1619308800000,
425984,2021-05-01 09:32:41.252,2021-04-30 15:00:08.982,m6sL7dLFqc,com.sec.android.app.shealth,ab20b735-c1fc-addb-4339-d649fe0ba50d,1619827200000,
8389632,2021-05-07 14:04:04.321,2021-05-06 15:00:03.746,m6sL7dLFqc,com.sec.android.app.shealth,f3f8751b-39f0-7309-f697-437a78292f9f,1620345600000,
0,2021-07-03 15:00:05.843,2021-07-03 15:00:05.842,m6sL7dLFqc,com.sec.android.app.shealth,38f4af37-b4ab-dbab-9be0-2474343fb033,1625356800000,
332800,2021-05-13 14:36:55.383,2021-05-12 15:00:06.780,m6sL7dLFqc,com.sec.android.app.shealth,1e006c80-e28e-7835-e7dd-8d2523e429d7,1620864000000,
2494464,2021-05-19 12:01:26.317,2021-05-18 15:00:03.711,m6sL7dLFqc,com.sec.android.app.shealth,c43c456b-e848-0066-bf7e-5118bda4011c,1621382400000,
4499456,2021-05-25 13:21:24.326,2021-05-24 15:00:13.873,m6sL7dLFqc,com.sec.android.app.shealth,8205b365-8717-2d8d-fab3-a57cf359f444,1621900800000,
0,2021-07-09 15:00:10.028,2021-07-09 15:00:10.028,m6sL7dLFqc,com.sec.android.app.shealth,e9a55c50-344b-62a5-3a6e-ff0b970453be,1625875200000,
73729,2021-05-31 07:08:26.581,2021-05-30 15:00:05.839,m6sL7dLFqc,com.sec.android.app.shealth,57c195f8-56c8-e446-da89-846c53fe45ac,1622419200000,
0,2021-06-05 15:00:07.161,2021-06-05 15:00:07.161,m6sL7dLFqc,com.sec.android.app.shealth,ca0696b3-9162-b216-8893-5069c825b20d,1622937600000,
4096,2021-06-12 03:26:54.271,2021-06-11 15:00:05.965,m6sL7dLFqc,com.sec.android.app.shealth,0692bf1c-b5c0-75ae-776f-4cfaa29c1fc0,1623456000000,
83968,2021-06-18 07:16:47.677,2021-06-17 15:00:10.954,m6sL7dLFqc,com.sec.android.app.shealth,83e7c134-6cc2-8a97-c21f-6a6d28e96dac,1623974400000,
32768,2021-07-16 06:24:33.625,2021-07-15 15:00:07.916,m6sL7dLFqc,com.sec.android.app.shealth,d1efd1be-2d12-1561-9158-571bd5e6a69c,1626393600000,
1335296,2021-06-24 11:09:35.142,2021-06-23 15:00:03.288,m6sL7dLFqc,com.sec.android.app.shealth,80208928-56ca-0b4e-5eb0-effbf0aa41fd,1624492800000,
2359296,2021-06-30 12:38:29.684,2021-06-29 15:00:11.237,m6sL7dLFqc,com.sec.android.app.shealth,d311bdc1-12e0-3b95-8945-f07d811f207c,1625011200000,
18432,2021-07-06 05:30:19.893,2021-07-05 15:00:14.150,m6sL7dLFqc,com.sec.android.app.shealth,27f436cb-5871-dcf3-9c85-a7cbf9c0a42e,1625529600000,
550912,2021-07-22 10:56:24.268,2021-07-21 15:00:11.058,m6sL7dLFqc,com.sec.android.app.shealth,b99a66ec-17e3-c956-fe3e-275632ae99ec,1626912000000,
2162688,2021-07-12 12:07:09.102,2021-07-11 15:00:01.648,m6sL7dLFqc,com.sec.android.app.shealth,c380a543-ccf5-11ca-7412-2fe7e7698d03,1626048000000,
528384,2021-07-18 10:47:24.856,2021-07-17 15:00:03.844,m6sL7dLFqc,com.sec.android.app.shealth,f4fdd0c4-d286-b817-4da0-6015ea81e61e,1626566400000,
0,2021-07-23 15:00:09.755,2021-07-23 15:00:09.755,m6sL7dLFqc,com.sec.android.app.shealth,136d73b0-e0be-61df-2c48-8c0b22a9f88e,1627084800000,
264192,2021-07-28 09:44:35.317,2021-07-27 15:00:11.796,m6sL7dLFqc,com.sec.android.app.shealth,54358b41-5c43-84c0-3de2-e0f3f909db27,1627430400000,
4792320,2021-07-30 13:45:50.340,2021-07-29 15:00:14.047,m6sL7dLFqc,com.sec.android.app.shealth,00d991c2-07c4-acf7-84c7-bf30804eccfa,1627603200000,
328704,2021-08-03 09:41:55.323,2021-08-02 15:00:08.816,m6sL7dLFqc,com.sec.android.app.shealth,b46d295e-45e9-322f-143f-73d5bf52b0c9,1627948800000,
136192,2021-08-05 08:02:52.357,2021-08-04 15:00:08.876,m6sL7dLFqc,com.sec.android.app.shealth,b7e8b8cd-bc93-9661-f6ae-7b54565628c9,1628121600000,
2129920,2021-08-09 12:05:06.313,2021-08-08 15:00:04.378,m6sL7dLFqc,com.sec.android.app.shealth,e8e35394-e0a8-f904-82c5-7ecc83c4d147,1628467200000,
67584,2021-08-11 07:25:39.569,2021-08-10 15:00:13.892,m6sL7dLFqc,com.sec.android.app.shealth,7432a69b-18a4-3ad9-f475-6297f6dee3a9,1628640000000,
