com.samsung.shealth.sleep,6210049,5
original_efficiency,mental_recovery,factor_01,factor_02,factor_03,factor_04,factor_05,factor_06,factor_07,factor_08,factor_09,factor_10,has_sleep_data,combined_id,data_version,physical_recovery,original_wake_up_time,movement_awakening,original_bed_time,quality,extra_data,sleep_cycle,efficiency,sleep_score,sleep_duration,com.samsung.health.sleep.start_time,com.samsung.health.sleep.custom,com.samsung.health.sleep.update_time,com.samsung.health.sleep.create_time,com.samsung.health.sleep.time_offset,com.samsung.health.sleep.deviceuuid,com.samsung.health.sleep.comment,com.samsung.health.sleep.pkg_name,com.samsung.health.sleep.end_time,com.samsung.health.sleep.datauuid
,45.0,6,6,6,20,59,404,206,2,40,0,0,,1,43.0,,27.0,,,0da46f10-ecf2-276e-9dad-2a8b70237774.extra_data.json,3,85.0,49,404,2021-04-29 16:09:00.000,,2021-04-29 22:53:54.745,2021-04-29 22:53:51.339,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-04-29 22:53:00.000,0da46f10-ecf2-276e-9dad-2a8b70237774,
,74.0,0,0,3,1,4,138,102,0,0,2,0,,1,14.0,,6.0,,,e6fc9254-540a-e060-e9a3-ad8c645125da.extra_data.json,1,95.0,52,140,2021-05-03 16:32:20.300,,2021-05-04 03:29:00.523,2021-05-04 03:16:39.196,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-05-03 18:52:20.300,e6fc9254-540a-e060-e9a3-ad8c645125da,
,100.0,0,24,0,0,0,57,0,0,0,0,0,,,100.0,,0.0,,,cc42a3aa-deb2-e1f4-e5bb-0b355f5dc8f0.extra_data.json,0,100.0,54,57,2020-11-11 20:24:00.000,,2020-11-11 21:21:20.326,2020-11-11 21:21:15.362,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-11 21:21:00.000,cc42a3aa-deb2-e1f4-e5bb-0b355f5dc8f0,
,75.0,0,0,2,0,2,96,96,0,0,0,0,06a02f45-7913-4602-8d73-f4781005a62b,1,10.0,,4.0,,,843ae0a1-7577-a2e5-65f4-f28ac9e49289.extra_data.json,1,97.0,52,96,2021-05-04 15:47:00.000,,2021-05-04 23:43:44.904,2021-05-04 17:23:05.448,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-05-04 17:23:00.000,843ae0a1-7577-a2e5-65f4-f28ac9e49289,
,83.0,14,14,10,7,33,378,115,0,8,0,0,,1,46.0,,20.0,,,4e0926c4-5a62-52ad-6abd-e735b3f19489.extra_data.json,4,91.0,68,378,2021-05-09 15:07:00.000,,2021-05-09 21:31:48.436,2021-05-09 21:25:30.347,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-05-09 21:25:00.000,4e0926c4-5a62-52ad-6abd-e735b3f19489,
,63.0,29,29,9,15,42,424,83,2,15,0,0,,,28.0,,10.0,,,39ec40b4-b8e0-894d-8d33-59d7aa7e35f4.extra_data.json,4,90.0,67,424,2020-11-19 15:53:00.000,,2020-11-19 23:03:12.768,2020-11-19 23:03:07.342,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-19 22:57:00.000,39ec40b4-b8e0-894d-8d33-59d7aa7e35f4,
,76.0,0,1,4,4,51,385,107,0,26,1,0,,1,39.0,,24.0,,,49bc0fb9-473e-1b1f-38c7-9b6fdf14553f.extra_data.json,2,86.0,55,386,2021-05-10 16:11:00.000,,2021-05-10 22:55:18.089,2021-05-10 22:55:15.280,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-05-10 22:37:00.000,49bc0fb9-473e-1b1f-38c7-9b6fdf14553f,
,75.0,11,11,14,0,33,264,216,0,27,2,0,,1,33.0,,29.0,,,5e3405a8-b98d-28fc-2285-317703f5cd56.extra_data.json,1,86.0,53,266,2021-05-15 16:55:00.000,,2021-05-15 21:40:34.938,2021-05-15 21:40:32.312,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-05-15 21:21:00.000,5e3405a8-b98d-28fc-2285-317703f5cd56,
,74.0,0,0,1,1,2,82,82,0,0,0,0,,1,8.0,,4.0,,,17db857a-e816-4605-d0bf-086d0cce159f.extra_data.json,1,97.0,54,82,2021-05-15 22:25:00.000,,2021-05-15 23:48:51.768,2021-05-15 23:48:49.991,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-05-15 23:47:00.000,17db857a-e816-4605-d0bf-086d0cce159f,
,43.0,28,41,4,23,35,402,78,2,7,0,0,,,40.0,,9.0,,,fd27e57d-44be-44fc-d8e8-2c1e26ae5867.extra_data.json,4,91.0,68,402,2020-11-07 15:47:00.000,,2020-11-07 22:31:02.578,2020-11-07 22:30:59.767,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-07 22:29:00.000,fd27e57d-44be-44fc-d8e8-2c1e26ae5867,
,95.0,11,11,2,2,22,178,109,0,14,0,0,,,24.0,,13.0,,,512c933b-03d6-1021-5b6f-bd8cb0d1cb6c.extra_data.json,1,87.0,64,178,2020-11-27 15:54:00.000,,2020-11-27 18:58:48.969,2020-11-27 18:58:46.297,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-27 18:52:00.000,512c933b-03d6-1021-5b6f-bd8cb0d1cb6c,
,75.0,0,0,3,0,22,118,51,0,16,0,0,,1,12.0,,38.0,,,07c2bdd3-2903-c344-c84b-e123db4ad846.extra_data.json,1,81.0,39,118,2021-05-19 04:05:00.000,,2021-05-19 06:19:31.009,2021-05-19 06:19:28.303,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-05-19 06:03:00.000,07c2bdd3-2903-c344-c84b-e123db4ad846,
,51.0,42,63,0,19,61,427,80,2,38,0,0,,1,78.0,,23.0,,,30a4cdf7-fa66-5e31-9de1-58a42a3bcba5.extra_data.json,4,85.0,68,427,2021-05-19 16:21:00.000,,2021-05-19 23:31:36.459,2021-05-19 23:31:33.340,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-05-19 23:28:00.000,30a4cdf7-fa66-5e31-9de1-58a42a3bcba5,
,98.0,41,41,6,1,22,336,176,0,6,0,0,,,48.0,,7.0,,,5ed17183-8a25-b2a4-bc24-02b9ea19db35.extra_data.json,2,93.0,73,336,2020-11-12 15:44:00.000,,2020-11-12 21:22:26.482,2020-11-12 21:22:19.050,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-12 21:20:00.000,5ed17183-8a25-b2a4-bc24-02b9ea19db35,
,0.0,31,31,0,78,94,489,80,2,73,0,0,,1,71.0,,34.0,,,6dcf9e21-5180-d18f-7d81-0ac7132724a8.extra_data.json,5,80.0,66,489,2021-05-24 15:23:00.000,,2021-05-24 23:42:00.984,2021-05-24 23:41:56.423,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-05-24 23:32:00.000,6dcf9e21-5180-d18f-7d81-0ac7132724a8,
,63.0,0,25,14,15,40,375,84,0,7,0,0,,,28.0,,11.0,,,f1693029-5b60-e321-9d49-78b8392f1e7d.extra_data.json,4,89.0,65,375,2020-12-04 15:24:00.000,,2020-12-04 21:39:15.772,2020-12-04 21:39:12.297,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-04 21:39:00.000,f1693029-5b60-e321-9d49-78b8392f1e7d,
,76.0,37,37,0,4,14,295,122,0,7,0,0,,1,54.0,,7.0,,,2f739c3c-78c6-3c86-4a6e-0d3aab936e06.extra_data.json,2,95.0,73,295,2021-05-25 17:03:00.000,,2021-05-25 22:04:14.701,2021-05-25 22:04:12.364,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-05-25 21:58:00.000,2f739c3c-78c6-3c86-4a6e-0d3aab936e06,
,70.0,0,0,0,0,28,74,0,0,24,0,0,,1,7.0,,70.0,,,a06958c3-1c81-7e0a-39c1-13bbaf8dda46.extra_data.json,0,62.0,29,74,2021-05-29 07:23:00.000,,2021-05-29 09:07:45.878,2021-05-29 08:48:02.296,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-05-29 08:37:00.000,a06958c3-1c81-7e0a-39c1-13bbaf8dda46,
,93.0,21,21,8,3,36,321,181,1,21,0,0,,,28.0,,12.0,,,632b3535-dc3b-96fb-ff55-b733d2d3b389.extra_data.json,2,88.0,55,321,2020-11-21 16:37:00.000,,2020-11-21 22:01:00.403,2020-11-21 22:00:56.271,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-21 21:58:00.000,632b3535-dc3b-96fb-ff55-b733d2d3b389,
,95.0,11,11,6,2,18,261,66,1,10,0,0,,,16.0,,7.0,,,cec6c5cc-128f-512e-3059-b4b81dadbbec.extra_data.json,3,93.0,65,261,2020-12-13 17:00:00.000,,2020-12-13 21:21:47.602,2020-12-13 21:21:44.146,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-13 21:21:00.000,cec6c5cc-128f-512e-3059-b4b81dadbbec,
,49.0,44,44,1,16,35,285,90,2,19,0,0,,1,63.0,,20.0,,,ba370f9f-ff50-969a-bbd4-7ef931efe043.extra_data.json,3,87.0,65,285,2021-06-07 17:01:00.000,,2021-06-07 21:50:22.707,2021-06-07 21:46:51.303,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-06-07 21:46:00.000,ba370f9f-ff50-969a-bbd4-7ef931efe043,
,59.0,16,29,5,11,57,338,94,2,44,0,0,,1,49.0,,35.0,,,39c9f222-bdc0-f9cb-1f79-aa9c7094a6f1.extra_data.json,4,83.0,58,338,2021-05-30 16:29:00.000,,2021-05-30 22:07:10.897,2021-05-30 22:07:09.085,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-05-30 22:07:00.000,39c9f222-bdc0-f9cb-1f79-aa9c7094a6f1,
,63.0,70,70,19,15,77,455,169,1,66,0,0,,,60.0,,17.0,,,654e2194-1fcf-eaee-8083-3290a436dce7.extra_data.json,3,83.0,76,455,2020-12-24 15:54:00.000,,2020-12-24 23:46:01.453,2020-12-24 23:45:57.371,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-24 23:29:00.000,654e2194-1fcf-eaee-8083-3290a436dce7,
,85.0,0,0,7,6,15,168,131,1,6,0,0,,,0.0,,9.0,,,8b0437df-f314-3486-20d8-807ff6796fbb.extra_data.json,1,91.0,35,168,2020-11-27 19:22:00.000,,2020-11-27 22:11:19.931,2020-11-27 22:11:17.102,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-27 22:10:00.000,8b0437df-f314-3486-20d8-807ff6796fbb,
,88.0,0,0,2,5,7,88,88,1,4,0,0,,,0.0,,8.0,,,16277c2a-7f3d-8dc6-a796-8d65587d94b3.extra_data.json,1,92.0,45,88,2021-01-10 08:16:00.000,,2021-01-10 09:49:39.570,2021-01-10 09:49:34.364,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-01-10 09:44:00.000,16277c2a-7f3d-8dc6-a796-8d65587d94b3,
,68.0,39,48,6,13,25,340,100,2,9,0,0,,,56.0,,8.0,,,4151e962-fa09-46f5-95cd-222841a58b98.extra_data.json,3,92.0,69,340,2020-12-06 15:42:00.000,,2020-12-06 21:22:45.482,2020-12-06 21:22:43.127,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-06 21:22:00.000,4151e962-fa09-46f5-95cd-222841a58b98,
,73.0,9,9,4,2,26,161,85,0,16,1,0,85225470-242b-45a7-b506-2f2baa1a7a71,1,26.0,,31.0,,,0ec60e8f-c99e-c847-0ed8-3e24197cf615.extra_data.json,1,83.0,64,162,2021-06-13 18:43:00.000,,2021-06-13 21:41:54.010,2021-06-13 21:41:52.324,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-06-13 21:25:00.000,0ec60e8f-c99e-c847-0ed8-3e24197cf615,
,51.0,2,2,38,24,71,408,145,1,56,0,0,,1,42.0,,57.0,,,1958174d-0a89-fbfb-91e7-577412363544.extra_data.json,3,82.0,48,408,2021-01-19 16:34:00.000,,2021-01-19 23:23:15.989,2021-01-19 23:22:55.332,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-01-19 23:22:00.000,1958174d-0a89-fbfb-91e7-577412363544,
,79.0,31,57,3,11,26,421,89,0,3,0,0,,1,70.0,,10.0,,,0b9a40bf-2ec8-a3e7-0470-bfa8a9b06dab.extra_data.json,4,93.0,84,421,2021-06-09 15:13:00.000,,2021-06-09 22:14:05.994,2021-06-09 22:14:01.976,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-06-09 22:14:00.000,0b9a40bf-2ec8-a3e7-0470-bfa8a9b06dab,
,100.0,0,11,0,0,0,44,0,0,0,0,0,,,100.0,,0.0,,,5a439650-89dd-aed1-ac36-76a0d8125062.extra_data.json,0,100.0,54,44,2020-12-15 21:57:00.000,,2020-12-16 00:46:00.229,2020-12-15 22:41:00.392,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-15 22:41:00.000,5a439650-89dd-aed1-ac36-76a0d8125062,
,48.0,37,53,1,22,37,401,89,2,20,0,0,,1,70.0,,15.0,,,eef4ed79-fdcf-6e7f-e22b-032fd3db3bec.extra_data.json,4,90.0,72,401,2021-06-25 16:19:00.000,,2021-06-25 23:16:44.366,2021-06-25 23:00:59.407,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-06-25 23:00:00.000,eef4ed79-fdcf-6e7f-e22b-032fd3db3bec,
,43.0,26,26,6,17,66,411,255,2,40,0,0,,1,52.0,,28.0,,,0aba2679-6a92-d7aa-e454-4b8d1b32d635.extra_data.json,2,83.0,49,411,2021-06-16 16:25:00.000,,2021-06-16 23:17:22.685,2021-06-16 23:16:08.656,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-06-16 23:16:00.000,0aba2679-6a92-d7aa-e454-4b8d1b32d635,
,63.0,19,19,13,12,43,386,193,1,24,0,0,,1,47.0,,24.0,,,4c70f85d-d491-9104-cda8-a7370e20dc3a.extra_data.json,3,88.0,56,386,2021-01-26 16:37:00.000,,2021-01-26 23:05:13.995,2021-01-26 23:05:10.335,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-01-26 23:03:00.000,4c70f85d-d491-9104-cda8-a7370e20dc3a,
,32.0,21,21,15,23,65,434,276,3,37,0,0,,1,51.0,,29.0,,,d418bf08-c9b5-5e58-fdc0-e92d277a549e.extra_data.json,3,85.0,48,434,2021-08-04 16:05:00.000,,2021-08-04 23:20:30.744,2021-08-04 23:20:27.263,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-08-04 23:19:00.000,d418bf08-c9b5-5e58-fdc0-e92d277a549e,
,90.0,0,0,4,4,24,262,101,0,10,0,0,,,0.0,,10.0,,,5945888e-ffb7-3a03-950c-9dc4160e444b.extra_data.json,2,90.0,48,262,2020-12-28 18:02:00.000,,2020-12-28 22:24:23.312,2020-12-28 22:24:15.883,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-28 22:24:00.000,5945888e-ffb7-3a03-950c-9dc4160e444b,
,56.0,42,42,2,14,35,392,92,2,13,0,0,,1,68.0,,14.0,,,fe298018-27f4-24ad-35ee-a6330e632122.extra_data.json,4,91.0,75,392,2021-06-27 16:05:00.000,,2021-06-27 22:39:04.279,2021-06-27 22:39:00.420,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-06-27 22:37:00.000,fe298018-27f4-24ad-35ee-a6330e632122,
,70.0,0,0,0,0,21,94,0,0,17,0,0,,1,9.0,,40.0,,,516e2a75-7d0f-a1bc-16a1-a31950530717.extra_data.json,0,77.0,31,94,2021-02-15 14:29:00.000,,2021-03-03 10:29:56.232,2021-02-15 16:03:38.266,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-02-15 16:03:00.000,516e2a75-7d0f-a1bc-16a1-a31950530717,
,43.0,14,14,17,22,39,254,177,1,33,0,0,6cb4840e-c910-430d-9570-a7ca5cd2ae28,1,34.0,,38.0,,,2c1c4b72-f66f-9453-f9a9-9d1acd7daecc.extra_data.json,1,84.0,45,254,2021-08-18 16:26:00.000,,2021-08-18 23:21:34.294,2021-08-18 20:40:20.380,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-08-18 20:40:00.000,2c1c4b72-f66f-9453-f9a9-9d1acd7daecc,
,90.0,17,17,10,4,34,334,206,1,13,0,0,,,20.0,,11.0,,,be187682-acc5-5a6d-0946-a42ff8ea769d.extra_data.json,2,89.0,58,334,2021-01-10 15:47:00.000,,2021-01-10 21:38:14.172,2021-01-10 21:26:59.367,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-01-10 21:21:00.000,be187682-acc5-5a6d-0946-a42ff8ea769d,
,53.0,33,33,0,17,47,392,89,2,31,0,0,b1f1abb5-db4a-493f-9d41-64536c1ff402,1,62.0,,20.0,,,da97d9aa-3dbd-4367-2022-265b77e953fd.extra_data.json,4,88.0,66,392,2021-03-04 16:15:00.000,,2021-03-04 23:00:55.154,2021-03-04 22:47:17.320,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-03-04 22:47:00.000,da97d9aa-3dbd-4367-2022-265b77e953fd,
,63.0,8,8,4,7,16,170,67,1,8,0,0,,1,26.0,,20.0,,,5745251d-a8bc-1373-aa9e-d699b896f2fe.extra_data.json,2,90.0,55,170,2021-08-07 07:17:00.000,,2021-08-07 10:13:40.930,2021-08-07 10:13:38.328,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-08-07 10:07:00.000,5745251d-a8bc-1373-aa9e-d699b896f2fe,
,4.0,15,31,6,51,75,395,74,4,51,0,0,,1,55.0,,40.0,,,4459041f-f5ba-da27-28b7-8829d3388c17.extra_data.json,5,81.0,59,395,2021-08-31 16:47:00.000,,2021-08-31 23:22:43.691,2021-08-31 23:22:40.446,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-08-31 23:22:00.000,4459041f-f5ba-da27-28b7-8829d3388c17,
,54.0,24,24,11,16,48,363,241,1,33,0,0,,1,47.0,,27.0,,,dcd74c33-0adf-fae8-752f-8f74c0372a78.extra_data.json,2,86.0,51,363,2021-01-20 16:56:00.000,,2021-01-20 23:02:46.803,2021-01-20 23:02:44.391,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-01-20 22:59:00.000,dcd74c33-0adf-fae8-752f-8f74c0372a78,
,39.0,0,0,5,16,39,151,97,2,26,0,0,6cb4840e-c910-430d-9570-a7ca5cd2ae28,1,15.0,,48.0,,,e61b89c1-a0fe-00bb-0f78-a93bf99dc0cb.extra_data.json,1,74.0,28,151,2021-08-18 20:48:00.000,,2021-08-18 23:21:34.326,2021-08-18 23:21:30.434,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-08-18 23:19:00.000,e61b89c1-a0fe-00bb-0f78-a93bf99dc0cb,
,68.0,7,7,1,7,46,371,97,1,34,0,0,,1,42.0,,23.0,,,64c2e75c-c4e2-e15b-09d7-0d750eff9a31.extra_data.json,3,87.0,64,371,2021-03-23 16:25:00.000,,2021-03-23 22:36:29.001,2021-03-23 22:36:20.099,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-03-23 22:36:00.000,64c2e75c-c4e2-e15b-09d7-0d750eff9a31,
,65.0,35,35,0,5,26,159,86,1,21,0,0,,1,54.0,,30.0,,,3a482acd-a5bd-a138-6697-33c0d083c669.extra_data.json,2,83.0,73,159,2021-09-09 19:27:00.000,,2021-09-09 22:23:30.657,2021-09-09 22:23:27.388,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-09-09 22:06:00.000,3a482acd-a5bd-a138-6697-33c0d083c669,
,40.0,26,47,4,25,57,499,120,3,43,0,0,,1,68.0,,23.0,,,d2963ebc-3d87-a08a-e023-852a9094100d.extra_data.json,5,88.0,59,499,2021-01-29 16:24:00.000,,2021-01-30 00:46:07.656,2021-01-30 00:46:04.583,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-01-30 00:43:00.000,d2963ebc-3d87-a08a-e023-852a9094100d,
,63.0,35,35,9,17,29,338,152,1,24,0,0,511032be-faf4-4ca4-ba63-fcfefcea1e63,1,53.0,,22.0,,,fd759259-5ff2-0035-f7cd-6dde75be2658.extra_data.json,4,91.0,58,338,2021-09-12 15:43:00.000,,2021-09-12 22:29:50.802,2021-09-12 21:26:38.372,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-09-12 21:21:00.000,fd759259-5ff2-0035-f7cd-6dde75be2658,
,75.0,27,27,9,10,27,398,189,0,3,0,0,,1,52.0,,12.0,,,71b5efda-6f5b-2838-1fe5-be00c0b311ee.extra_data.json,3,93.0,71,398,2021-04-16 16:20:00.000,,2021-04-16 23:07:23.407,2021-04-16 22:58:27.308,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-04-16 22:58:00.000,71b5efda-6f5b-2838-1fe5-be00c0b311ee,
,46.0,38,38,0,19,33,370,117,3,16,0,0,,1,60.0,,13.0,,,579c21be-d3f5-84f0-84c6-235cf5dedd90.extra_data.json,5,91.0,72,370,2021-02-16 16:05:00.000,,2021-03-03 10:29:56.276,2021-02-16 22:15:17.992,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-02-16 22:15:00.000,579c21be-d3f5-84f0-84c6-235cf5dedd90,
,59.0,17,27,5,16,63,409,95,2,39,0,0,,1,55.0,,30.0,,,d3e4e8bf-9c14-9a8f-881a-9af6039bc56d.extra_data.json,5,84.0,59,409,2021-09-01 16:20:00.000,,2021-09-01 23:10:18.039,2021-09-01 23:10:13.924,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-09-01 23:09:00.000,d3e4e8bf-9c14-9a8f-881a-9af6039bc56d,
,57.0,34,34,3,23,35,399,99,1,16,0,0,,1,62.0,,16.0,,,b808aa02-395c-5368-71c1-07582fb3ce6e.extra_data.json,4,91.0,71,399,2021-04-24 16:15:00.000,,2021-04-24 22:54:31.905,2021-04-24 22:54:28.140,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-04-24 22:54:00.000,b808aa02-395c-5368-71c1-07582fb3ce6e,
,80.0,2,40,1,10,47,356,49,0,28,0,0,,1,48.0,,23.0,,,05ab7909-ba84-d548-7a1d-6e9a8f8cd40e.extra_data.json,4,86.0,60,356,2021-09-19 17:00:00.000,,2021-09-19 23:13:42.415,2021-09-19 23:13:37.401,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-09-19 22:56:00.000,05ab7909-ba84-d548-7a1d-6e9a8f8cd40e,
,56.0,3,3,9,14,75,348,196,1,55,0,0,,1,36.0,,42.0,,,1431dcaa-d588-38d9-aab0-44afbbab1034.extra_data.json,2,78.0,42,348,2021-03-05 19:22:00.000,,2021-03-06 01:17:23.581,2021-03-06 01:17:21.342,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-03-06 01:10:00.000,1431dcaa-d588-38d9-aab0-44afbbab1034,
,85.0,14,17,12,5,32,345,92,0,19,0,0,,1,46.0,,28.0,,,9d9a36c9-6532-6944-ea92-125921d6cdfc.extra_data.json,4,90.0,64,345,2021-04-30 17:41:00.000,,2021-04-30 23:53:16.876,2021-04-30 23:26:52.338,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-04-30 23:26:00.000,9d9a36c9-6532-6944-ea92-125921d6cdfc,
,74.0,0,0,26,1,29,147,147,0,18,0,0,,1,15.0,,50.0,,,22dbed6c-1e4c-b34a-e014-9b21ad9d479e.extra_data.json,1,80.0,38,147,2021-09-09 22:52:00.000,,2021-09-10 01:19:14.358,2021-09-10 01:19:12.505,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-09-10 01:19:00.000,22dbed6c-1e4c-b34a-e014-9b21ad9d479e,
,62.0,3,3,9,8,89,281,144,1,78,0,0,bc76c54c-5c33-4e2b-aa1a-9ee6e744d5b9,1,30.0,,66.0,,,dc3ed9ef-a16f-e543-d3e7-9b99c0d948cd.extra_data.json,2,68.0,40,281,2021-09-24 19:50:00.000,,2021-09-25 00:32:00.090,2021-09-25 00:31:57.107,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-09-25 00:31:00.000,dc3ed9ef-a16f-e543-d3e7-9b99c0d948cd,
,70.0,0,21,0,0,0,49,0,0,0,0,0,511032be-faf4-4ca4-ba63-fcfefcea1e63,1,48.0,,0.0,,,ab628110-95b6-0150-41c8-2d45eceb4bf6.extra_data.json,0,100.0,54,49,2021-09-12 21:35:00.000,,2021-09-12 22:29:50.807,2021-09-12 22:29:48.491,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-09-12 22:24:00.000,ab628110-95b6-0150-41c8-2d45eceb4bf6,
,44.0,33,33,9,36,64,368,174,1,37,0,0,,1,53.0,,33.0,,,d6292f31-bd66-97b7-4fb1-9f806db0e40f.extra_data.json,4,82.0,61,368,2021-03-25 18:03:00.000,,2021-03-26 00:11:48.468,2021-03-26 00:11:48.585,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-03-26 00:11:00.000,d6292f31-bd66-97b7-4fb1-9f806db0e40f,
,60.0,0,0,9,20,53,363,139,1,28,0,0,06a02f45-7913-4602-8d73-f4781005a62b,1,36.0,,29.0,,,47d42100-5242-faf7-509b-9859a8b40e4c.extra_data.json,4,85.0,36,363,2021-05-04 17:36:00.000,,2021-05-04 23:43:44.908,2021-05-04 23:43:42.278,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-05-04 23:39:00.000,47d42100-5242-faf7-509b-9859a8b40e4c,
,78.0,19,19,0,7,15,291,79,0,0,0,0,,1,45.0,,5.0,,,a3723abb-afb1-9769-54c4-127e09b2203f.extra_data.json,3,94.0,73,291,2021-10-04 16:23:00.000,,2021-10-04 21:14:56.862,2021-10-04 21:14:53.346,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-10-04 21:14:00.000,a3723abb-afb1-9769-54c4-127e09b2203f,
,66.0,0,0,10,9,32,282,89,1,18,0,0,,1,28.0,,29.0,,,fda6726f-acca-6906-fcb6-585d4f017612.extra_data.json,3,88.0,40,282,2021-09-20 15:52:00.000,,2021-09-20 20:35:19.266,2021-09-20 20:35:17.362,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-09-20 20:34:00.000,fda6726f-acca-6906-fcb6-585d4f017612,
,56.0,4,4,1,9,10,85,85,1,9,0,0,,1,15.0,,24.0,,,9edaed2b-a000-5c33-1635-372ed7c8442e.extra_data.json,1,88.0,50,85,2021-04-17 08:26:00.000,,2021-04-17 10:12:39.248,2021-04-17 09:57:50.335,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-04-17 09:51:00.000,9edaed2b-a000-5c33-1635-372ed7c8442e,
,16.0,25,25,11,49,65,420,168,2,49,0,0,,1,54.0,,34.0,,,bc6a384a-b23c-095b-8ae6-3835d865ff91.extra_data.json,3,84.0,53,420,2021-05-11 15:24:00.000,,2021-05-11 22:24:47.542,2021-05-11 22:24:43.132,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-05-11 22:24:00.000,bc6a384a-b23c-095b-8ae6-3835d865ff91,
,32.0,20,20,0,43,51,272,77,1,41,3,0,,1,45.0,,34.0,,,a618d864-de83-7a5d-4e6f-5fd6df8427cd.extra_data.json,3,80.0,58,275,2021-10-12 17:31:00.000,,2021-10-12 22:25:28.397,2021-10-12 22:25:24.797,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-10-12 22:06:00.000,a618d864-de83-7a5d-4e6f-5fd6df8427cd,
