com.samsung.shealth.sleep,6210049,5
original_efficiency,mental_recovery,factor_01,factor_02,factor_03,factor_04,factor_05,factor_06,factor_07,factor_08,factor_09,factor_10,has_sleep_data,combined_id,data_version,physical_recovery,original_wake_up_time,movement_awakening,original_bed_time,quality,extra_data,sleep_cycle,efficiency,sleep_score,sleep_duration,com.samsung.health.sleep.start_time,com.samsung.health.sleep.custom,com.samsung.health.sleep.update_time,com.samsung.health.sleep.create_time,com.samsung.health.sleep.time_offset,com.samsung.health.sleep.deviceuuid,com.samsung.health.sleep.comment,com.samsung.health.sleep.pkg_name,com.samsung.health.sleep.end_time,com.samsung.health.sleep.datauuid
,70.0,0,26,0,0,0,60,0,0,0,0,0,,1,49.0,,0.0,,,4a20f42b-a2fa-f5cb-7c7f-5e33491b2f90.extra_data.json,0,100.0,54,60,2021-07-27 02:28:00.000,,2021-07-27 03:28:30.396,2021-07-27 03:28:28.377,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-07-27 03:28:00.000,4a20f42b-a2fa-f5cb-7c7f-5e33491b2f90,
,85.0,17,32,4,0,55,363,119,0,44,0,0,,1,51.0,,31.0,,,c13cfc39-fa87-576e-d0d3-9cfd5531b137.extra_data.json,3,84.0,75,363,2021-08-11 16:41:00.000,,2021-08-11 22:45:29.691,2021-08-11 22:45:26.124,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-08-11 22:44:00.000,c13cfc39-fa87-576e-d0d3-9cfd5531b137,
,18.0,38,38,4,37,67,377,108,4,48,0,0,,1,62.0,,34.0,,,0cacf2c6-8535-019b-c060-8276fb3a7fc4.extra_data.json,5,82.0,66,377,2021-08-16 17:13:00.000,,2021-08-16 23:31:23.094,2021-08-16 23:31:19.449,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-08-16 23:30:00.000,0cacf2c6-8535-019b-c060-8276fb3a7fc4,
,56.0,24,24,1,9,18,299,100,2,7,0,0,,1,48.0,,9.0,,,ef799339-14a5-201e-be37-65f3f753b097.extra_data.json,3,93.0,64,299,2021-08-30 16:28:00.000,,2021-08-30 21:27:16.542,2021-08-30 21:27:12.557,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-08-30 21:27:00.000,ef799339-14a5-201e-be37-65f3f753b097,
,70.0,0,0,7,5,12,127,117,0,3,0,0,8436ca21-3514-43ca-bb4f-484d379e9b29,1,13.0,,18.0,,,1eed07e5-4394-53de-b69f-3c0c6ad89682.extra_data.json,1,90.0,48,127,2021-08-29 19:17:00.000,,2021-08-29 21:24:36.957,2021-08-29 21:24:35.114,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-08-29 21:24:00.000,1eed07e5-4394-53de-b69f-3c0c6ad89682,
,47.0,0,0,6,23,44,300,123,2,28,0,0,,1,30.0,,29.0,,,f036af75-b212-e924-163e-be2322077460.extra_data.json,4,85.0,28,300,2021-09-06 20:47:00.000,,2021-09-07 01:49:48.638,2021-09-07 01:49:46.623,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-09-07 01:47:00.000,f036af75-b212-e924-163e-be2322077460,
,43.0,49,49,13,22,82,418,165,2,63,0,0,,1,65.0,,43.0,,,eac283f2-9060-b4c4-af04-5e2d4428282a.extra_data.json,3,80.0,60,418,2021-09-08 17:16:00.000,,2021-09-09 00:17:22.905,2021-09-09 00:17:19.378,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-09-09 00:14:00.000,eac283f2-9060-b4c4-af04-5e2d4428282a,
,47.0,0,0,22,23,46,158,123,1,32,0,0,0958fe29-6ffc-436b-8ccb-5e12a75f3d0f,1,16.0,,67.0,,,12ffd57a-bedb-7f20-676b-2294f0b0bbf8.extra_data.json,2,70.0,25,158,2021-09-10 21:10:00.000,,2021-09-10 23:48:08.714,2021-09-10 23:48:05.219,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-09-10 23:48:00.000,12ffd57a-bedb-7f20-676b-2294f0b0bbf8,
,60.0,22,43,2,15,22,374,72,2,11,0,0,,1,61.0,,12.0,,,4cbd792d-cdfb-bd8a-887d-5cd2be2353ba.extra_data.json,5,94.0,70,374,2021-09-11 16:37:00.000,,2021-09-11 22:52:32.134,2021-09-11 22:52:29.346,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-09-11 22:51:00.000,4cbd792d-cdfb-bd8a-887d-5cd2be2353ba,
,53.0,11,11,15,17,41,416,186,2,18,0,0,,1,47.0,,22.0,,,87a4bdf4-69e4-07c8-2f42-b51b65ddf4c6.extra_data.json,4,90.0,52,416,2021-09-18 16:20:00.000,,2021-09-18 23:17:45.216,2021-09-18 23:17:42.430,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-09-18 23:16:00.000,87a4bdf4-69e4-07c8-2f42-b51b65ddf4c6,
,38.0,28,63,4,37,84,370,75,1,70,0,0,,1,69.0,,47.0,,,2d75c3da-ee49-15f2-6c4e-034a6c87c525.extra_data.json,3,77.0,67,370,2021-09-16 16:54:00.000,,2021-09-16 23:04:56.988,2021-09-16 23:04:53.506,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-09-16 23:04:00.000,2d75c3da-ee49-15f2-6c4e-034a6c87c525,
,80.0,50,50,6,5,34,237,105,0,21,0,0,bc76c54c-5c33-4e2b-aa1a-9ee6e744d5b9,1,64.0,,29.0,,,dff97bd9-58ae-8adb-bea2-0699d1b197ce.extra_data.json,3,85.0,84,237,2021-09-24 15:42:00.000,,2021-09-25 00:32:00.082,2021-09-24 19:43:00.616,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-09-24 19:39:00.000,dff97bd9-58ae-8adb-bea2-0699d1b197ce,
,40.0,42,42,1,40,55,298,92,1,32,0,0,,1,62.0,,30.0,,,39d7e60f-594e-1b84-8a0d-4d219ef1d255.extra_data.json,4,81.0,65,298,2021-09-23 19:06:00.000,,2021-09-24 00:07:13.925,2021-09-24 00:07:11.462,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-09-24 00:04:00.000,39d7e60f-594e-1b84-8a0d-4d219ef1d255,
,29.0,32,45,5,36,66,322,77,2,51,0,0,,1,63.0,,43.0,,,015b21b2-0752-39a1-d3ad-ecd292642e71.extra_data.json,3,79.0,60,322,2021-09-29 16:59:00.000,,2021-09-29 22:35:07.794,2021-09-29 22:35:04.664,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-09-29 22:21:00.000,015b21b2-0752-39a1-d3ad-ecd292642e71,
,51.0,0,4,5,14,49,343,94,2,34,0,0,,1,35.0,,30.0,,,e9e36d3d-999f-ade6-86b2-c20e9f56dbca.extra_data.json,3,85.0,43,343,2021-09-28 15:54:00.000,,2021-09-28 21:43:13.715,2021-09-28 21:43:10.863,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-09-28 21:37:00.000,e9e36d3d-999f-ade6-86b2-c20e9f56dbca,
,65.0,18,24,5,10,34,267,64,1,18,0,0,,1,47.0,,27.0,,,eb16a576-40f3-9172-58a8-a9cf274ab3dd.extra_data.json,3,87.0,61,267,2021-10-10 18:08:00.000,,2021-10-10 22:43:34.631,2021-10-10 22:43:31.353,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-10-10 22:35:00.000,eb16a576-40f3-9172-58a8-a9cf274ab3dd,
,68.0,0,2,6,7,18,299,62,1,11,0,0,,1,31.0,,19.0,,,28472d77-2dfc-5f81-70d4-726cb39bf5a3.extra_data.json,3,93.0,50,299,2021-10-09 18:00:00.000,,2021-10-09 23:05:17.786,2021-10-09 23:05:13.349,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-10-09 22:59:00.000,28472d77-2dfc-5f81-70d4-726cb39bf5a3,
,49.0,13,13,2,16,35,166,131,1,32,0,0,,1,28.0,,42.0,,,f9022416-2fed-b042-45f5-2e60c98b7468.extra_data.json,1,78.0,46,166,2021-11-02 16:17:00.000,,2021-11-02 19:03:48.743,2021-11-02 19:03:46.410,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-11-02 19:03:00.000,f9022416-2fed-b042-45f5-2e60c98b7468,
,33.0,77,77,4,27,41,458,176,3,16,0,0,,1,80.0,,15.0,,,bc6fd0e8-be66-16e9-55d4-87a55e13a4fd.extra_data.json,4,91.0,73,458,2021-11-05 14:59:00.000,,2021-11-05 22:38:15.812,2021-11-05 22:38:11.329,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-11-05 22:37:00.000,bc6fd0e8-be66-16e9-55d4-87a55e13a4fd,
,51.0,39,39,1,19,42,426,100,2,21,0,0,,1,67.0,,16.0,,,80585f4b-3646-8cd9-8f7a-45015c15393e.extra_data.json,4,90.0,70,426,2021-11-29 16:47:00.000,,2021-11-29 23:54:02.942,2021-11-29 23:53:57.385,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-11-29 23:53:00.000,80585f4b-3646-8cd9-8f7a-45015c15393e,
,82.0,31,55,0,3,38,449,87,0,19,0,0,,1,71.0,,13.0,,,25a93a21-1f14-4e8d-9ecc-9bdf24e1d479.extra_data.json,3,91.0,88,449,2021-12-04 16:10:00.000,,2021-12-04 23:46:35.830,2021-12-04 23:46:26.487,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2021-12-04 23:39:00.000,25a93a21-1f14-4e8d-9ecc-9bdf24e1d479,
,70.0,3,3,2,5,10,131,92,0,0,0,0,,2,17.0,,10.0,,,937b6777-b488-4f71-b83e-e78508c629b2.extra_data.json,1,92.0,69,131,2021-12-09 16:01:00.000,,2021-12-09 18:13:36.758,2021-12-09 18:13:30.487,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2021-12-09 18:12:00.000,937b6777-b488-4f71-b83e-e78508c629b2,
,63.0,31,37,1,12,28,384,90,1,12,0,0,,2,62.0,,12.0,,,ab04fc3e-b061-4bcc-bea4-b6f09585f7a9.extra_data.json,3,92.0,81,384,2021-12-11 16:46:00.000,,2021-12-11 23:15:12.650,2021-12-11 23:15:04.976,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2021-12-11 23:10:00.000,ab04fc3e-b061-4bcc-bea4-b6f09585f7a9,
,53.0,29,29,5,12,26,300,82,2,16,0,0,,2,54.0,,20.0,,,c5897868-6920-41a5-bbaf-f7309aed226c.extra_data.json,3,91.0,61,300,2021-12-21 17:38:00.000,,2021-12-21 22:43:06.546,2021-12-21 22:42:55.630,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2021-12-21 22:38:00.000,c5897868-6920-41a5-bbaf-f7309aed226c,
,64.0,26,33,4,11,33,379,79,1,19,0,0,,2,60.0,,19.0,,,d0d675d9-8d46-4d87-9689-457caae72cb3.extra_data.json,3,91.0,74,379,2021-12-22 16:10:00.000,,2021-12-22 22:34:07.351,2021-12-22 22:33:55.456,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2021-12-22 22:29:00.000,d0d675d9-8d46-4d87-9689-457caae72cb3,
,68.0,0,0,5,12,60,650,186,2,37,0,0,,2,65.0,,18.0,,,d56ffb78-50ba-492e-859f-652fba921785.extra_data.json,6,90.0,44,650,2022-01-03 10:47:00.000,,2022-01-03 21:43:15.559,2022-01-03 21:43:02.766,UTC-0800,PkMNM+JAvu,,com.sec.android.app.shealth,2022-01-03 21:37:00.000,d56ffb78-50ba-492e-859f-652fba921785,
,68.0,38,44,7,7,29,399,164,1,12,0,0,,2,60.0,,15.0,,,700c39c1-c8c1-4a20-b01a-333283511712.extra_data.json,3,92.0,76,399,2022-01-04 11:00:00.000,,2022-01-04 17:39:25.632,2022-01-04 17:39:13.844,UTC-0800,PkMNM+JAvu,,com.sec.android.app.shealth,2022-01-04 17:39:00.000,700c39c1-c8c1-4a20-b01a-333283511712,
,73.0,2,2,5,2,42,172,118,0,33,0,0,,2,19.0,,48.0,,,54cffdc5-78e7-4afb-8668-8748150e4984.extra_data.json,1,75.0,62,172,2022-01-08 17:26:00.000,,2022-01-08 20:23:37.967,2022-01-08 20:23:33.585,UTC-0800,PkMNM+JAvu,,com.sec.android.app.shealth,2022-01-08 20:18:00.000,54cffdc5-78e7-4afb-8668-8748150e4984,
,52.0,56,56,4,18,38,324,124,2,25,0,0,,2,68.0,,23.0,,,b4f69c8e-7cc8-4961-b58c-73b4a5fab774.extra_data.json,4,88.0,58,324,2022-01-09 10:11:00.000,,2022-01-09 15:36:12.598,2022-01-09 15:36:08.093,UTC-0800,PkMNM+JAvu,,com.sec.android.app.shealth,2022-01-09 15:35:00.000,b4f69c8e-7cc8-4961-b58c-73b4a5fab774,
,60.0,0,12,3,10,41,241,109,1,22,0,0,,2,29.0,,29.0,,,13f6231a-3ed8-43bc-897f-3e3baa29bc93.extra_data.json,2,82.0,50,241,2022-01-25 18:04:00.000,,2022-01-25 22:05:17.492,2022-01-25 22:05:10.002,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2022-01-25 22:05:00.000,13f6231a-3ed8-43bc-897f-3e3baa29bc93,
,62.0,2,47,4,18,26,386,73,1,17,0,0,,2,52.0,,17.0,,,98d5c1cf-0154-45c7-b4ff-7204bea7ca5e.extra_data.json,4,93.0,72,386,2022-01-27 16:54:00.000,,2022-01-27 23:22:57.547,2022-01-27 23:22:49.838,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2022-01-27 23:20:00.000,98d5c1cf-0154-45c7-b4ff-7204bea7ca5e,
,47.0,43,69,0,23,34,353,57,2,19,0,0,,3,85.0,,15.0,,,7f2c7fb7-9520-4cdd-90ae-767e011af103.extra_data.json,4,90.0,59,353,2022-02-10 16:57:00.000,,2022-02-10 23:09:38.578,2022-02-10 23:09:32.638,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2022-02-10 22:50:00.000,7f2c7fb7-9520-4cdd-90ae-767e011af103,
,68.0,10,10,3,13,33,398,84,1,12,0,0,,,12.0,,9.0,,,8eca4b04-41cf-c484-21ac-ce18c26bdc7d.extra_data.json,4,91.0,66,398,2020-11-04 15:26:00.000,,2020-11-04 22:04:18.387,2020-11-04 22:04:15.261,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-04 22:04:00.000,8eca4b04-41cf-c484-21ac-ce18c26bdc7d,
,69.0,39,44,10,6,28,399,108,1,16,0,0,,3,65.0,,20.0,,,dd741381-b8a0-4503-85c3-8e0fadbf86c2.extra_data.json,3,92.0,79,399,2022-02-12 16:36:00.000,,2022-02-12 23:15:11.349,2022-02-12 23:15:03.634,UTC+0900,PkMNM+JAvu,,com.sec.android.app.shealth,2022-02-12 23:15:00.000,dd741381-b8a0-4503-85c3-8e0fadbf86c2,
,85.0,14,40,2,6,19,354,65,1,3,0,0,,,44.0,,6.0,,,b2319c5e-bfe9-9dae-c6ab-0f9c010ff400.extra_data.json,4,94.0,70,354,2020-11-10 15:25:00.000,,2020-11-10 21:20:52.378,2020-11-10 21:20:49.355,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-10 21:19:00.000,b2319c5e-bfe9-9dae-c6ab-0f9c010ff400,
,93.0,33,33,35,3,45,374,208,0,31,0,0,,,36.0,,13.0,,,d166ec99-1308-400b-b1eb-cebcafd9580d.extra_data.json,2,87.0,69,374,2020-11-05 15:08:00.000,,2020-11-05 21:34:45.655,2020-11-05 21:22:41.787,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-05 21:22:00.000,d166ec99-1308-400b-b1eb-cebcafd9580d,
,88.0,0,0,3,5,31,383,91,0,11,0,0,,,0.0,,9.0,,,64c6a3e3-1c47-a5c4-d59e-a6402e283ff3.extra_data.json,3,91.0,59,383,2020-11-16 14:58:00.000,,2020-11-16 21:33:43.767,2020-11-16 21:33:38.211,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-16 21:21:00.000,64c6a3e3-1c47-a5c4-d59e-a6402e283ff3,
,85.0,22,22,3,6,9,266,100,0,3,0,0,,,32.0,,4.0,,,ebb5cbcd-806a-eeef-1d2c-e652d5932230.extra_data.json,3,96.0,72,266,2020-11-11 15:36:00.000,,2020-11-11 20:02:18.065,2020-11-11 20:02:10.121,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-11 20:02:00.000,ebb5cbcd-806a-eeef-1d2c-e652d5932230,
,90.0,24,24,4,4,31,362,84,0,21,0,0,,,28.0,,9.0,,,03a2cb3f-09e1-6f6e-b63d-e84151da3fe5.extra_data.json,3,91.0,76,362,2020-11-24 15:18:00.000,,2020-11-24 21:21:37.292,2020-11-24 21:21:34.235,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-24 21:20:00.000,03a2cb3f-09e1-6f6e-b63d-e84151da3fe5,
,83.0,42,56,0,7,17,368,108,0,0,0,0,,,60.0,,5.0,,,05e33560-eab6-82a7-aa07-e176c43ea4b9.extra_data.json,3,95.0,90,368,2020-11-18 15:13:00.000,,2020-11-18 21:21:40.617,2020-11-18 21:21:37.131,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-18 21:21:00.000,05e33560-eab6-82a7-aa07-e176c43ea4b9,
,65.0,1,1,23,14,40,371,171,2,29,0,0,,,0.0,,11.0,,,a11e885c-4ff9-baca-725a-8a86c4ff1fed.extra_data.json,3,89.0,50,371,2020-12-01 15:13:00.000,,2020-12-01 21:25:12.156,2020-12-01 21:25:07.330,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-01 21:24:00.000,a11e885c-4ff9-baca-725a-8a86c4ff1fed,
,95.0,17,17,22,2,33,359,196,0,20,0,0,,,20.0,,10.0,,,545024da-01e1-95bc-5a25-45fd0f03e197.extra_data.json,2,90.0,54,359,2020-11-25 15:25:00.000,,2020-11-25 21:24:04.925,2020-11-25 21:24:00.317,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-25 21:24:00.000,545024da-01e1-95bc-5a25-45fd0f03e197,
,43.0,7,7,3,23,40,367,110,2,26,0,0,,,8.0,,11.0,,,468a5e4a-af9a-4cb6-ed86-3a14f614534c.extra_data.json,4,89.0,54,367,2020-12-11 15:51:00.000,,2020-12-11 21:58:53.352,2020-12-11 21:58:49.324,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-11 21:58:00.000,468a5e4a-af9a-4cb6-ed86-3a14f614534c,
,73.0,35,35,4,11,29,391,114,1,3,0,0,,,36.0,,8.0,,,f519e101-8bb8-45b7-352f-f39a64b8aa06.extra_data.json,5,92.0,79,391,2020-12-02 15:22:00.000,,2020-12-02 21:53:16.970,2020-12-02 21:53:11.968,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-02 21:53:00.000,f519e101-8bb8-45b7-352f-f39a64b8aa06,
,58.0,12,56,11,17,64,446,68,2,45,0,0,,,52.0,,15.0,,,41b8f377-4682-62b8-c0c4-0691061e3b9f.extra_data.json,5,85.0,60,446,2020-12-18 15:35:00.000,,2020-12-18 23:05:33.614,2020-12-18 23:05:27.769,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-18 23:01:00.000,41b8f377-4682-62b8-c0c4-0691061e3b9f,
,52.0,2,16,9,19,41,447,74,1,22,0,0,,,16.0,,10.0,,,b47ff91b-f3cd-0016-d6bc-102601ca8572.extra_data.json,5,90.0,57,447,2020-12-12 15:56:00.000,,2020-12-12 23:23:51.601,2020-12-12 23:23:48.084,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-12 23:23:00.000,b47ff91b-f3cd-0016-d6bc-102601ca8572,
,93.0,18,47,3,3,16,305,69,0,7,0,0,,,60.0,,6.0,,,9eb4b9a4-36c8-4bf0-6374-8779be458a18.extra_data.json,3,94.0,78,305,2021-01-06 16:08:00.000,,2021-01-06 21:14:09.211,2021-01-06 21:14:06.409,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-01-06 21:13:00.000,9eb4b9a4-36c8-4bf0-6374-8779be458a18,
,73.0,49,49,2,11,30,371,105,1,20,0,0,,,52.0,,9.0,,,1fc11c4b-201e-4d75-8ba1-7e246787d7d5.extra_data.json,3,91.0,75,371,2020-12-22 15:20:00.000,,2020-12-22 21:31:27.164,2020-12-22 21:31:23.287,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-12-22 21:31:00.000,1fc11c4b-201e-4d75-8ba1-7e246787d7d5,
,75.0,8,8,11,5,24,261,100,0,9,0,0,,1,32.0,,24.0,,,2e1719e3-b5de-7a3b-8002-fb8e6f364a9d.extra_data.json,2,90.0,62,261,2021-01-14 14:25:00.000,,2021-01-14 18:46:21.152,2021-01-14 18:46:17.103,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-01-14 18:46:00.000,2e1719e3-b5de-7a3b-8002-fb8e6f364a9d,
,20.0,0,24,3,32,54,368,86,2,32,0,0,,,28.0,,15.0,,,80893d9c-79cf-c4de-4266-e476acd507de.extra_data.json,4,85.0,49,368,2021-01-07 17:13:00.000,,2021-01-07 23:25:31.663,2021-01-07 23:25:26.991,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-01-07 23:21:00.000,80893d9c-79cf-c4de-4266-e476acd507de,
,70.0,2,2,2,10,17,329,67,1,3,0,0,,1,35.0,,9.0,,,81ce29a5-02de-73fc-1fcd-a0fac45c2f08.extra_data.json,4,94.0,60,329,2021-01-24 15:45:00.000,,2021-01-24 21:15:56.470,2021-01-24 21:15:53.123,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-01-24 21:14:00.000,81ce29a5-02de-73fc-1fcd-a0fac45c2f08,
,48.0,28,49,7,17,45,435,118,3,31,0,0,,1,64.0,,23.0,,,0837e7e2-8453-a00c-ce82-d1c6712bb597.extra_data.json,5,89.0,61,435,2021-01-18 15:49:00.000,,2021-01-18 23:05:47.509,2021-01-18 23:05:43.976,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-01-18 23:04:00.000,0837e7e2-8453-a00c-ce82-d1c6712bb597,
,74.0,0,0,3,1,4,98,98,0,3,0,0,,1,10.0,,10.0,,,6c4e9d7c-b43c-7cc2-5151-24288945fdfd.extra_data.json,1,95.0,49,98,2021-02-04 07:32:00.000,,2021-02-04 09:10:08.583,2021-02-04 09:10:06.268,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-02-04 09:10:00.000,6c4e9d7c-b43c-7cc2-5151-24288945fdfd,
,48.0,42,42,3,22,40,352,83,2,11,0,0,,1,67.0,,18.0,,,9beaab81-fca5-9a57-12b4-f9cafc3254fe.extra_data.json,4,88.0,63,352,2021-01-25 16:38:00.000,,2021-01-25 22:32:02.029,2021-01-25 22:31:57.129,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-01-25 22:30:00.000,9beaab81-fca5-9a57-12b4-f9cafc3254fe,
,31.0,26,53,12,44,75,422,126,1,64,0,0,,1,63.0,,42.0,,,814f694b-255a-4461-32cf-d7130061afe7.extra_data.json,3,82.0,58,422,2021-03-03 16:10:00.000,,2021-03-03 23:13:16.365,2021-03-03 23:13:13.332,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-03-03 23:12:00.000,814f694b-255a-4461-32cf-d7130061afe7,
,70.0,0,33,0,0,0,63,0,0,0,0,0,,1,59.0,,0.0,,,a45c13fa-7501-a96d-dbcb-8e7cbfbc355b.extra_data.json,0,100.0,54,63,2021-02-07 16:01:00.000,,2021-02-07 17:04:16.968,2021-02-07 17:04:14.402,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-02-07 17:04:00.000,a45c13fa-7501-a96d-dbcb-8e7cbfbc355b,
,19.0,4,4,2,51,58,382,91,2,43,0,0,,1,41.0,,29.0,,,75ae9c15-c194-e00f-153e-3f491d8d4e98.extra_data.json,4,84.0,51,382,2021-03-15 16:40:00.000,,2021-03-15 23:02:58.677,2021-03-15 23:02:54.361,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-03-15 23:02:00.000,75ae9c15-c194-e00f-153e-3f491d8d4e98,
,62.0,0,0,0,3,25,86,22,1,22,0,0,b1f1abb5-db4a-493f-9d41-64536c1ff402,1,9.0,,55.0,,,d189d9ac-f523-6382-63cd-d244c4a28f90.extra_data.json,1,70.0,38,86,2021-03-04 14:29:00.000,,2021-03-04 23:00:55.141,2021-03-04 16:14:39.278,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-03-04 15:55:00.000,d189d9ac-f523-6382-63cd-d244c4a28f90,
,55.0,41,41,4,15,63,472,89,2,32,0,0,,1,74.0,,25.0,,,31ada8e8-c11c-7d62-c9a2-2a3a8d16a6ab.extra_data.json,4,86.0,69,472,2021-04-14 17:06:00.000,,2021-04-15 00:58:37.713,2021-04-15 00:58:34.384,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-04-15 00:58:00.000,31ada8e8-c11c-7d62-c9a2-2a3a8d16a6ab,
,46.0,27,28,5,19,67,377,68,2,55,0,0,,1,61.0,,40.0,,,6d488061-32aa-c5c6-cad3-e81a15c25390.extra_data.json,3,82.0,59,377,2021-03-22 16:43:00.000,,2021-03-22 23:02:27.369,2021-03-22 23:02:20.984,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-03-22 23:00:00.000,6d488061-32aa-c5c6-cad3-e81a15c25390,
,54.0,20,35,10,16,64,413,83,2,32,0,0,,1,59.0,,35.0,,,811b6160-93b1-8759-6433-9f215c425817.extra_data.json,4,84.0,58,413,2021-04-22 16:14:00.000,,2021-04-22 23:18:10.849,2021-04-22 23:07:52.277,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-04-22 23:07:00.000,811b6160-93b1-8759-6433-9f215c425817,
,32.0,33,33,2,43,54,381,111,1,35,0,0,,1,59.0,,25.0,,,331d74d2-bacf-c2ee-c41e-1824892eccaa.extra_data.json,3,85.0,67,381,2021-04-15 16:55:00.000,,2021-04-15 23:16:18.014,2021-04-15 23:16:15.370,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-04-15 23:16:00.000,331d74d2-bacf-c2ee-c41e-1824892eccaa,
,43.0,36,36,3,22,70,407,104,3,52,0,0,,1,63.0,,33.0,,,0590b704-75d2-27df-b5f9-75a3554ed409.extra_data.json,5,82.0,64,407,2021-04-28 15:56:00.000,,2021-04-28 22:45:25.404,2021-04-28 22:43:00.080,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-04-28 22:43:00.000,0590b704-75d2-27df-b5f9-75a3554ed409,
,74.0,29,29,7,6,28,368,204,0,12,0,0,,1,50.0,,14.0,,,6a85f18b-fdbb-d67c-460c-93d55ad0777e.extra_data.json,2,92.0,64,368,2021-04-23 16:49:00.000,,2021-04-23 22:57:18.655,2021-04-23 22:57:15.042,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2021-04-23 22:57:00.000,6a85f18b-fdbb-d67c-460c-93d55ad0777e,
,73.0,45,45,7,11,22,407,192,1,4,0,0,,,44.0,,6.0,,,d5d271af-7c75-a054-763e-efd8636a3a46.extra_data.json,3,94.0,76,407,2020-11-06 15:35:00.000,,2020-11-06 22:22:29.133,2020-11-06 22:22:24.096,UTC+0900,m6sL7dLFqc,,com.sec.android.app.shealth,2020-11-06 22:22:00.000,d5d271af-7c75-a054-763e-efd8636a3a46,
